,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.550,1.370,1.215,1.144,1.099,1.060,1.041,1.696,1.449,1.259,1.168,1.130,1.072,1.047
2,2.042,1.684,1.390,1.256,1.175,1.107,1.073,2.289,1.840,1.468,1.297,1.200,1.119,1.080
5,1.853,2.351,1.744,1.488,1.321,1.192,1.132,2.165,2.553,1.838,1.557,1.344,1.203,1.138
10,1.462,1.855,2.236,1.783,1.500,1.292,1.197,1.651,2.126,2.404,1.864,1.531,1.306,1.205
