,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.575,1.381,1.218,1.145,1.100,1.061,1.041,1.717,1.466,1.263,1.170,1.131,1.073,1.048
2,1.828,1.502,1.261,1.166,1.110,1.065,1.043,2.026,1.648,1.306,1.191,1.140,1.077,1.050
5,1.590,1.935,1.425,1.246,1.146,1.079,1.051,1.763,2.060,1.493,1.282,1.160,1.088,1.056
10,1.294,1.550,1.768,1.409,1.221,1.107,1.065,1.433,1.707,1.894,1.474,1.238,1.116,1.069
