,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.230,1.140,1.068,1.037,1.020,1.009,1.004,1.319,1.170,1.079,1.040,1.022,1.009,1.005
2,1.442,1.339,1.213,1.147,1.101,1.062,1.043,1.537,1.407,1.238,1.164,1.109,1.066,1.046
5,1.637,1.579,1.406,1.291,1.203,1.125,1.087,1.771,1.652,1.458,1.306,1.213,1.131,1.090
10,1.648,1.713,1.573,1.434,1.309,1.191,1.133,1.860,1.805,1.614,1.453,1.323,1.197,1.137
