,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.578,1.383,1.222,1.145,1.099,1.061,1.042,1.710,1.499,1.257,1.168,1.116,1.073,1.048
2,1.748,1.488,1.269,1.166,1.110,1.065,1.043,1.977,1.610,1.320,1.190,1.126,1.075,1.048
5,1.877,1.840,1.428,1.247,1.147,1.080,1.051,2.114,2.049,1.478,1.291,1.161,1.090,1.059
10,1.712,1.822,1.721,1.401,1.221,1.107,1.064,2.057,2.047,1.793,1.458,1.243,1.117,1.070
