,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,5.189,7.180,2.078,1.550,1.325,1.178,1.125,7.628,10.414,2.700,1.748,1.450,1.234,1.163
2,2.901,4.200,4.024,1.856,1.403,1.203,1.131,3.701,4.933,5.587,2.006,1.459,1.255,1.175
5,1.944,2.303,3.894,6.479,2.014,1.324,1.174,2.354,2.697,4.401,6.828,2.183,1.346,1.192
10,1.713,1.824,2.483,3.747,6.303,1.676,1.292,2.163,2.305,2.784,4.015,6.609,1.723,1.311
