,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,5.077,7.097,2.068,1.548,1.323,1.177,1.125,7.203,10.317,2.693,1.745,1.448,1.233,1.163
2,3.487,5.043,4.765,2.122,1.550,1.290,1.185,5.140,8.157,6.505,2.299,1.646,1.372,1.248
5,2.366,2.915,5.224,8.550,2.534,1.571,1.333,3.079,3.566,6.291,9.367,2.800,1.681,1.365
10,2.001,2.312,3.325,5.153,8.492,2.134,1.570,2.577,2.969,4.051,5.787,9.151,2.224,1.620
