,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.360,1.243,1.139,1.090,1.061,1.037,1.024,1.450,1.328,1.163,1.100,1.071,1.042,1.028
2,1.446,1.309,1.174,1.107,1.069,1.040,1.026,1.559,1.404,1.219,1.121,1.078,1.046,1.029
5,1.583,1.461,1.267,1.161,1.096,1.051,1.032,1.742,1.551,1.300,1.188,1.106,1.056,1.036
10,1.576,1.604,1.402,1.247,1.143,1.070,1.042,1.698,1.716,1.441,1.280,1.158,1.075,1.045
