,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.342,1.232,1.136,1.089,1.061,1.037,1.024,1.447,1.284,1.162,1.099,1.070,1.042,1.028
2,1.590,1.449,1.282,1.189,1.129,1.079,1.055,1.764,1.563,1.339,1.206,1.145,1.088,1.061
5,1.870,1.767,1.523,1.361,1.248,1.151,1.104,2.105,1.914,1.576,1.393,1.269,1.160,1.111
10,1.827,1.968,1.761,1.549,1.380,1.228,1.157,1.995,2.145,1.834,1.599,1.400,1.238,1.162
