,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.235,1.133,1.059,1.029,1.015,1.006,1.003,1.358,1.167,1.072,1.031,1.016,1.006,1.003
2,1.315,1.207,1.101,1.056,1.030,1.013,1.007,1.428,1.252,1.125,1.060,1.032,1.014,1.007
5,1.397,1.324,1.183,1.105,1.058,1.026,1.014,1.496,1.377,1.207,1.113,1.064,1.028,1.014
10,1.430,1.403,1.275,1.173,1.098,1.044,1.023,1.517,1.462,1.297,1.195,1.105,1.047,1.024
