,10,20,50,100,200,500,1000,2000,10000
1,1.0266200141110737,1.0311617297118025,1.0695532196432909,1.0969600526076284,1.0678537101163585,1.0382618428985766,1.025706403002496,1.017459451238325,1.0076109918591916
2,1.0255542016384265,1.0276015574070567,1.0396584734471974,1.0905740429909114,1.1332321659164226,1.0842153091649727,1.0572662283699197,1.0388243667358388,1.0168953097550923
5,1.0244648160870489,1.0253311730469148,1.0283328726727317,1.0360410452184274,1.071400585453764,1.1540426263315267,1.109377507894293,1.074873877031029,1.0316712729848982
10,1.0240616956508102,1.0243998855176153,1.0253629740484118,1.0280961373201885,1.0365906895718582,1.1177256274496297,1.1608729754850151,1.1145459887329083,1.047504109542396
