,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.476,1.329,1.213,1.147,1.104,1.065,1.046,1.731,1.449,1.259,1.186,1.128,1.077,1.053
2,1.395,1.240,1.135,1.075,1.046,1.021,1.011,1.611,1.405,1.199,1.111,1.067,1.028,1.014
5,1.371,1.178,1.071,1.035,1.018,1.007,1.004,1.669,1.294,1.093,1.045,1.022,1.008,1.004
10,1.377,1.178,1.069,1.034,1.017,1.007,1.003,1.690,1.296,1.090,1.044,1.022,1.008,1.004
