,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.295,1.219,1.137,1.097,1.066,1.040,1.028,1.392,1.277,1.195,1.115,1.077,1.046,1.032
2,1.367,1.246,1.153,1.091,1.057,1.027,1.015,1.561,1.386,1.216,1.142,1.083,1.038,1.019
5,1.301,1.161,1.071,1.036,1.018,1.007,1.004,1.500,1.242,1.103,1.050,1.024,1.009,1.004
10,1.261,1.135,1.056,1.028,1.014,1.006,1.003,1.417,1.203,1.077,1.036,1.018,1.007,1.003
