,10,20,50,100,200,500,1000
1,1.217622119130645,1.1411484788584583,1.073014467139067,1.0437072645021777,,,
2,1.4306719878504817,1.3403688431448715,1.207530547523905,1.1550755109370805,,,
5,1.706736425353776,1.5769998229452804,1.4281790291884255,1.2952508685905075,,,
10,1.683307614866952,1.6684891341004402,1.5147103786975642,1.3789813103686397,,,
