0
"[47578894.4324712, 47553890.08221004, 47452669.35655159]"
"[47185893.67825063, 47156474.92532961, 47055860.18236379]"
"[49204785.48209762, 49179144.671143144, 49082454.98769818]"
"[46070634.00885735, 46046612.10331339, 45948090.09211168]"
"[48401310.123016015, 48381102.36041206, 48283267.50300315]"
"[46490499.9168898, 46461325.19341795, 46359465.284687094]"
"[47701621.842805006, 47668096.94432529, 47571158.20226265]"
"[45184720.48019247, 45158029.7648893, 45055145.31459851]"
"[45522694.90467458, 45497518.8741821, 45403443.76778079]"
"[45058550.68270878, 45036820.69478289, 44936587.57313947]"
"[45820021.25167462, 45797576.43064735, 45704346.959196515]"
"[43206849.87325388, 43182513.30461093, 43083318.16703123]"
"[46952867.870039545, 46926262.911614835, 46824009.50612971]"
"[43185406.135103695, 43158773.083438285, 43063112.231325954]"
"[44053429.4604696, 44031501.03869383, 43937086.46083454]"
"[45312991.61526505, 45294136.33743061, 45196914.443873495]"
"[47143626.3527608, 47125274.118601486, 47024568.51643628]"
"[46784072.80122893, 46761105.4796712, 46658074.91527574]"
"[46323757.23454802, 46308059.88335662, 46212338.501606055]"
"[46744069.65259298, 46731466.76589003, 46631529.74072553]"
"[47502670.313856065, 47480372.507767856, 47377856.949990325]"
"[47096095.24201207, 47073387.544583835, 46973819.75466041]"
"[49268610.72029312, 49239988.280027665, 49139830.28210213]"
"[47577233.44371863, 47547184.78653284, 47442961.687776156]"
"[49761055.66401229, 49734635.07201283, 49633282.96686805]"
"[45795763.099036925, 45764123.88775199, 45664594.317912586]"
"[48647788.15167927, 48630006.04853078, 48531265.14369304]"
"[49236566.05892118, 49207823.38575337, 49097894.006685175]"
"[47536421.24815861, 47514813.172445536, 47414018.12520896]"
"[47518106.42182903, 47488286.06456468, 47383443.15049211]"
"[47291825.60912487, 47271191.659158275, 47176573.73112088]"
"[46075283.87210639, 46052973.7245947, 45949752.560030036]"
"[51950636.93675035, 51928312.405435674, 51825857.086113416]"
"[46500018.61865468, 46481489.27938535, 46385759.47722242]"
"[48856627.302510336, 48823800.1386751, 48721451.31052796]"
"[44353295.03196218, 44334756.88005683, 44240233.93700924]"
"[49683970.008011654, 49656349.57281817, 49552354.82659733]"
"[45423860.730065554, 45401774.8875031, 45298287.72461343]"
"[44983105.24167829, 44958186.659378394, 44862369.956845775]"
"[45249698.46917573, 45226969.96177478, 45131393.15475721]"
"[50534954.896350935, 50518529.47727824, 50412081.809740484]"
"[47918420.447645046, 47896179.00189787, 47796751.67164318]"
"[43220685.00036546, 43195751.51352586, 43096778.3515216]"
"[47942487.18100012, 47922784.64061027, 47819172.762172095]"
"[47566055.71478195, 47546643.801498316, 47451124.46382686]"
"[46165080.007950015, 46136808.09816075, 46030060.660953164]"
"[43720834.92845535, 43701662.88086989, 43605967.592228144]"
"[46561338.90475321, 46541968.87516441, 46442338.511244915]"
"[46474718.138724215, 46452656.87216961, 46352242.87812048]"
"[46175599.76149633, 46150616.99849627, 46050215.76547396]"
