,10,20,50,100,200,500,1000,2000
1,1.3602504337933985,1.248349171406628,1.1498127758836756,1.1011214315803102,1.0671761158563853,1.0396619769154951,1.0276659627671527,1.0182930623755486
2,1.4458130001822416,1.3069451818173334,1.1824002117643673,1.120246067402958,1.0775204050041758,1.0441733599956164,1.0301637444957852,1.0196375848824268
5,1.583239863610065,1.4004655966088462,1.2273134564061237,1.1429917287417066,1.0940182291879597,1.0518288025537532,1.0331828404884775,1.0223307358455578
10,1.575655562449736,1.4282869337594681,1.2154069079214052,1.1166283977112057,1.0629840404983946,1.028050829729606,1.0142561727369963,1.007341561430311
