,10,20,50,100,200,500,1000,2000
1,1.223218776036756,1.1452173381070074,1.0771141439289011,1.0442992651254428,1.0256318107384665,1.0113079885824852,1.0062757904046995,1.0036075770526762
2,1.3124382325572927,1.205290256488549,1.114208595873398,1.0662207726319677,1.0379872267990928,1.0174930261613748,1.009728772413315,1.0056154181849073
5,1.3944461912197443,1.2785125981662566,1.1517677693898003,1.0962181158512723,1.056086991024634,1.0264526644964385,1.0148647049691943,1.0079459419098058
10,1.4229863915734537,1.2989280915135561,1.1499172865378984,1.0845545642280796,1.044697110972467,1.0192444795658273,1.0098408731072128,1.004957386671522
