,10,20,50,100,200,500,1000
1,1.1665092758563738,1.2579504272229793,1.2171312034851396,1.1496786059853448,1.100648781461778,1.0604766815657967,
2,1.142903879147052,1.199714577443935,1.3293616403804025,1.2595972246600942,1.1789335317006469,1.1068650790501748,
5,1.131791199971893,1.1376203792678516,1.2168949020222002,1.3833952161598355,1.3225910647513255,1.1943935026959789,
10,1.1248814509535066,1.1233980374655486,1.1529851247711285,1.220195877014759,1.3992111659128914,1.2939835741937078,
