0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
"[452528.8763505134, 481172.9705520929, 333283.38030830293]","[400519.734546046, 440257.22624134, 333283.38030830293]","[403473.1695674933, 433739.56813900993, 333283.38030830293]","[438391.8881608209, 461564.3502388036, 333283.38030830293]","[782438.6471010086, 791957.2401249775, 333283.38030830293]","[435180.2423632678, 460428.386019618, 333283.38030830293]","[527237.2706784596, 571302.8275931894, 333283.38030830293]","[608585.5919273146, 616971.7485537521, 333283.38030830293]","[441445.90674657864, 474537.9217018396, 333283.38030830293]","[426154.5661753377, 446111.0600218311, 333283.38030830293]","[635412.7926925091, 673520.5852422626, 333283.38030830293]","[459430.16830041644, 500377.2941223246, 333283.38030830293]","[546048.0827970973, 582650.9522253089, 333283.38030830293]","[428152.73402453307, 438295.77293941414, 333283.38030830293]","[399904.718242099, 427351.23680332076, 333283.38030830293]","[444653.34773437027, 476184.33526003116, 333283.38030830293]","[431129.767287499, 453154.13515883137, 333283.38030830293]","[397583.58043611614, 428697.0941754207, 333283.38030830293]","[834445.5569520482, 824183.8787852477, 333283.38030830293]","[425443.9116581525, 451660.099465307, 333283.38030830293]","[428381.86209107033, 454789.7259060294, 333283.38030830293]","[541654.1445892702, 566115.5081866409, 333283.38030830293]","[427348.6657566283, 446706.376793074, 333283.38030830293]","[412078.0062122861, 439057.4398460682, 333283.38030830293]","[460256.1373742039, 481287.97592373815, 333283.38030830293]","[434650.67566907854, 454907.1857229172, 333283.38030830293]","[766380.5238497556, 765446.9629790746, 333283.38030830293]","[463922.18875051447, 430836.941398235, 333283.38030830293]","[419124.00301138614, 441465.02205066563, 333283.38030830293]","[403495.9084453754, 431446.32630494674, 333283.38030830293]","[504356.3849358141, 528277.5295962704, 333283.38030830293]","[408661.5530240253, 427056.6000679546, 333283.38030830293]","[499326.72196872573, 519987.8591954695, 333283.38030830293]","[472278.0304846781, 495310.71428647113, 333283.38030830293]","[432226.31354095234, 461252.8552827284, 333283.38030830293]","[406501.5270410941, 430660.372276247, 333283.38030830293]","[411794.01619659225, 429972.5305038859, 333283.38030830293]","[406504.1852096369, 430554.6565485565, 333283.38030830293]","[396099.52598754276, 424962.37931723, 333283.38030830293]","[456600.29940404266, 492600.4404197539, 333283.38030830293]","[448748.34636263695, 452363.6307663585, 333283.38030830293]","[437965.2992640333, 442072.8281042543, 333283.38030830293]","[385107.63259256777, 418297.3715798908, 333283.38030830293]","[403120.56959998724, 430877.0708742084, 333283.38030830293]","[445889.1270638927, 476580.29788924, 333283.38030830293]","[414416.65924475045, 444296.8159455298, 333283.38030830293]","[672778.6034867619, 700771.7318470515, 333283.38030830293]","[547352.1728007095, 573330.5629660749, 333283.38030830293]","[395595.95625701244, 430014.20276506233, 333283.38030830293]","[750005.8362354633, 798627.9266093409, 333283.38030830293]"
"[609361.5670858324, 648274.3780959096, 480937.8689607274]","[621917.3114206889, 652456.7803862469, 480937.8689607274]","[570556.7111349982, 608387.208211803, 480937.8689607274]","[586683.4305474517, 623037.5849099885, 480937.8689607274]","[914330.153577872, 943323.1723520947, 480937.8689607274]","[655154.9644514928, 658628.5318133594, 480937.8689607274]","[769626.5831517022, 812029.8975885826, 480937.8689607274]","[625911.3164618312, 660208.4597498948, 480937.8689607274]","[600890.2282582032, 629736.2487721358, 480937.8689607274]","[616078.4033882722, 639581.6650900708, 480937.8689607274]","[754691.4076267435, 792864.1243070787, 480937.8689607274]","[628087.8621055016, 654435.8368856238, 480937.8689607274]","[603571.5614595597, 634453.0349946374, 480937.8689607274]","[883817.6001655433, 863890.358047028, 480937.8689607274]","[842829.9974953163, 907301.7585292399, 480937.8689607274]","[686664.0529547908, 743562.5067957854, 480937.8689607274]","[557277.2619818603, 598523.669023474, 480937.8689607274]","[575647.7001748529, 624311.740576066, 480937.8689607274]","[575418.1673643271, 601821.5142508937, 480937.8689607274]","[578625.9770590999, 615861.7918134297, 480937.8689607274]","[645752.7023466716, 676194.1058740524, 480937.8689607274]","[670152.9872592298, 697965.2349064016, 480937.8689607274]","[868489.145572091, 866183.9272392914, 480937.8689607274]","[645329.5027977994, 681058.0396431098, 480937.8689607274]","[625790.8661876076, 651173.4904324953, 480937.8689607274]","[978443.9103417752, 1008965.6695152895, 480937.8689607274]","[592442.4452267536, 619345.0022846912, 480937.8689607274]","[640678.3841100745, 690387.6947490611, 480937.8689607274]","[565203.7081982594, 595242.0058282798, 480937.8689607274]","[647030.8613165871, 663230.9500908122, 480937.8689607274]","[959233.7674071636, 1010851.6761983129, 480937.8689607274]","[886457.5000296719, 904500.412608873, 480937.8689607274]","[646058.1967775419, 682374.3988189776, 480937.8689607274]","[587668.5898587775, 614405.1964303927, 480937.8689607274]","[586360.0522651079, 632935.5004513881, 480937.8689607274]","[744783.329764415, 775569.7447799925, 480937.8689607274]","[796923.4679453314, 816034.899136031, 480937.8689607274]","[584048.9684237164, 605306.6714712776, 480937.8689607274]","[674154.9586999934, 733657.9157161717, 480937.8689607274]","[573712.225033271, 621703.2031887922, 480937.8689607274]","[670661.5070734916, 726423.629450388, 480937.8689607274]","[618331.5899020265, 645310.2411301729, 480937.8689607274]","[1050591.5564523586, 1084964.2737447715, 480937.8689607274]","[1149482.1237359513, 1183711.4522002367, 480937.8689607274]","[553351.6312639955, 594205.7797315062, 480937.8689607274]","[608571.97858274, 637605.9247242722, 480937.8689607274]","[798736.6655611974, 780698.6481926683, 480937.8689607274]","[628141.3459043909, 653537.8052699111, 480937.8689607274]","[611005.3463062859, 655601.4585738791, 480937.8689607274]","[623971.9381159028, 662500.0156300465, 480937.8689607274]"
"[492943.1410386241, 534999.3698492182, 414043.2653223733]","[548611.3756640048, 602023.4494207869, 414043.2653223733]","[508537.31695016427, 551655.3483745278, 414043.2653223733]","[679934.2464630042, 731853.3377139928, 414043.2653223733]","[513647.17520764424, 558862.1589657243, 414043.2653223733]","[614359.6703844748, 639724.786118267, 414043.2653223733]","[490364.0960532567, 534500.199205457, 414043.2653223733]","[499857.00743273617, 540466.0295912004, 414043.2653223733]","[509801.2944132861, 557947.8761951994, 414043.2653223733]","[583661.6236769932, 617170.4242022446, 414043.2653223733]","[528289.8006808725, 565406.5028862531, 414043.2653223733]","[535598.7123164213, 556616.9562454118, 414043.2653223733]","[565478.0561701873, 589181.0905763651, 414043.2653223733]","[497445.1207057491, 534239.9632911719, 414043.2653223733]","[645281.7236704715, 655047.6012015461, 414043.2653223733]","[497586.9073788266, 530023.976652906, 414043.2653223733]","[531811.0484390511, 582956.1278191365, 414043.2653223733]","[512549.99775636103, 566317.6928719153, 414043.2653223733]","[483809.1984797428, 524857.899771972, 414043.2653223733]","[509326.0424227456, 545489.2798143025, 414043.2653223733]","[627336.4435273595, 664241.917093012, 414043.2653223733]","[948773.3230699515, 999124.0397885374, 414043.2653223733]","[491357.6861143719, 525661.9542394913, 414043.2653223733]","[596891.1114788102, 627232.337577169, 414043.2653223733]","[500949.3817092919, 545452.819319885, 414043.2653223733]","[503012.24421761587, 535154.8158690954, 414043.2653223733]","[562915.9415324565, 613142.6097044061, 414043.2653223733]","[550173.4027632024, 597645.4665311162, 414043.2653223733]","[546834.7835260077, 560405.8973797231, 414043.2653223733]","[522647.7066638483, 566237.4264541783, 414043.2653223733]","[583578.9649657512, 624567.9812480926, 414043.2653223733]","[483849.1878736859, 526159.7433998657, 414043.2653223733]","[560056.1299183652, 594269.0541133696, 414043.2653223733]","[595463.6157544247, 594117.3554689938, 414043.2653223733]","[541445.8437004273, 596450.2267602794, 414043.2653223733]","[494213.72465533693, 541558.4719372436, 414043.2653223733]","[547663.3841350449, 580036.5911608472, 414043.2653223733]","[664054.2015660747, 702040.1318537446, 414043.2653223733]","[639769.2821466094, 629498.2798753085, 414043.2653223733]","[1303887.5907991594, 1325893.948315406, 414043.2653223733]","[523179.92400623224, 547050.1168414972, 414043.2653223733]","[568601.0705499523, 595573.5199749937, 414043.2653223733]","[511672.22322826384, 570398.406134819, 414043.2653223733]","[487036.14091626235, 536076.7788643029, 414043.2653223733]","[628346.1502916503, 665953.9705407667, 414043.2653223733]","[515878.8298302771, 546160.6987491379, 414043.2653223733]","[496846.1861721855, 531774.5277250266, 414043.2653223733]","[488144.4120539701, 537618.3507487475, 414043.2653223733]","[499038.99948245345, 539977.7902037954, 414043.2653223733]","[494816.5386108133, 539435.9530901453, 414043.2653223733]"
"[629681.3288361802, 652682.1319515455, 419904.94577318075]","[566625.0561074278, 535651.8595128114, 419904.94577318075]","[723793.1295876034, 688948.7163981633, 419904.94577318075]","[500970.8903311846, 538072.8496487872, 419904.94577318075]","[916002.2408651647, 962886.25324752, 419904.94577318075]","[864089.054727063, 848424.9155645517, 419904.94577318075]","[521452.66985171696, 546698.5674605413, 419904.94577318075]","[558644.3567666186, 585764.8400209115, 419904.94577318075]","[580322.5666611638, 607701.1342657303, 419904.94577318075]","[1307514.000284678, 1183117.3503980616, 419904.94577318075]","[593832.8421846519, 619041.6998691115, 419904.94577318075]","[548291.79997583, 581292.3414163726, 419904.94577318075]","[587167.4476934683, 625652.5177282455, 419904.94577318075]","[907958.5155849274, 913418.8001236708, 419904.94577318075]","[555061.7896910376, 610015.9198182742, 419904.94577318075]","[573644.4697419966, 618124.9695417584, 419904.94577318075]","[531550.0441329089, 565854.2244036081, 419904.94577318075]","[525818.2804559694, 568975.1491252918, 419904.94577318075]","[521452.2966346401, 541185.3163461413, 419904.94577318075]","[494727.78157464095, 537099.0321468245, 419904.94577318075]","[554696.2481208052, 572204.5055051831, 419904.94577318075]","[591718.8339853256, 611922.5761626567, 419904.94577318075]","[608174.2117545335, 637245.0138899327, 419904.94577318075]","[551689.6899004756, 605897.6324556165, 419904.94577318075]","[533508.2544177803, 569677.1271073474, 419904.94577318075]","[511272.0999911846, 552860.4672311848, 419904.94577318075]","[543075.647458272, 577896.8777238241, 419904.94577318075]","[496403.44328807946, 532201.6201381476, 419904.94577318075]","[518436.44074307755, 555089.8331305677, 419904.94577318075]","[512877.8947958419, 559278.2829606831, 419904.94577318075]","[573961.231807902, 616519.889558774, 419904.94577318075]","[534872.2532468801, 580853.0263865271, 419904.94577318075]","[506652.40025814425, 544273.9316243302, 419904.94577318075]","[588501.7403636595, 621421.3023231275, 419904.94577318075]","[490400.2066163426, 530407.1148140293, 419904.94577318075]","[589783.8026073533, 609401.4544606842, 419904.94577318075]","[708268.3549762254, 718174.0822567719, 419904.94577318075]","[581723.2158403692, 609520.7989240825, 419904.94577318075]","[692737.1697392843, 714915.7036168266, 419904.94577318075]","[559167.701762394, 606292.3470732922, 419904.94577318075]","[641582.8678606249, 682411.1173326825, 419904.94577318075]","[524675.7341686805, 557592.971963358, 419904.94577318075]","[697138.9621881747, 641536.7430965164, 419904.94577318075]","[675147.8532427276, 675192.3389700679, 419904.94577318075]","[737285.6354497639, 762943.52353203, 419904.94577318075]","[652225.4790136673, 687294.0397277583, 419904.94577318075]","[533035.9554747551, 570080.4873192558, 419904.94577318075]","[1208308.7050979903, 780618.3062025377, 419904.94577318075]","[519888.4123707549, 570343.8361412237, 419904.94577318075]","[509131.4751292622, 551352.4293829533, 419904.94577318075]"
"[528464.5339025962, 536435.1575682383, 406450.0288318037]","[540765.4838063072, 571240.8899219027, 406450.0288318037]","[543961.8833528433, 582218.5740778847, 406450.0288318037]","[489087.0794620079, 526597.9501009422, 406450.0288318037]","[481364.1904561366, 531545.0656274774, 406450.0288318037]","[532621.0927218775, 571731.0104204047, 406450.0288318037]","[560627.6515676564, 605473.5882607566, 406450.0288318037]","[551252.7698674003, 599757.4475151519, 406450.0288318037]","[495777.76629051886, 533670.0130733631, 406450.0288318037]","[504740.7342494466, 541634.7826823165, 406450.0288318037]","[557632.7513960506, 593800.3116008065, 406450.0288318037]","[514863.9502922145, 554022.0789083425, 406450.0288318037]","[632777.9234788568, 670743.6679820031, 406450.0288318037]","[524725.2767505159, 554061.7077958923, 406450.0288318037]","[529187.5351888929, 568897.7167436912, 406450.0288318037]","[593162.8814134955, 578599.5989432088, 406450.0288318037]","[881311.9676279812, 889243.3819715979, 406450.0288318037]","[497632.94425917906, 520327.3153875647, 406450.0288318037]","[469981.2886406076, 509483.836967643, 406450.0288318037]","[490162.5680272946, 532324.3399971967, 406450.0288318037]","[522205.97501739603, 558377.121536169, 406450.0288318037]","[559236.6032979926, 595678.7133405042, 406450.0288318037]","[494099.20435309527, 537533.1286502767, 406450.0288318037]","[495844.90954430733, 527925.2307321233, 406450.0288318037]","[504348.9044209885, 545437.0200942899, 406450.0288318037]","[598783.0837329614, 647210.5259230484, 406450.0288318037]","[899439.0538365532, 964864.6404555333, 406450.0288318037]","[485510.9913990772, 519136.41722838447, 406450.0288318037]","[493254.33495068114, 528394.0756283795, 406450.0288318037]","[479631.52908687067, 519481.7064870859, 406450.0288318037]","[474977.2812462113, 519772.37368606357, 406450.0288318037]","[551279.2826658678, 587462.5345932217, 406450.0288318037]","[510749.64031407627, 549360.0647952764, 406450.0288318037]","[504307.88376144425, 564440.6346362185, 406450.0288318037]","[871417.722758566, 858703.5894279435, 406450.0288318037]","[468815.7582080685, 510643.9223242334, 406450.0288318037]","[475758.1243491507, 517233.6114295481, 406450.0288318037]","[771120.692045758, 792484.3282169605, 406450.0288318037]","[501267.1410385448, 542453.6747561243, 406450.0288318037]","[515687.0690105873, 541037.5808068531, 406450.0288318037]","[487820.98930836533, 524083.080611594, 406450.0288318037]","[551337.1093656038, 577903.4117790129, 406450.0288318037]","[494271.66444374545, 531765.2322058296, 406450.0288318037]","[505504.9828973574, 543926.9589703174, 406450.0288318037]","[817967.8160831857, 856568.7073952425, 406450.0288318037]","[555426.3183770478, 589539.0302552725, 406450.0288318037]","[528911.7577510063, 561698.6063059658, 406450.0288318037]","[553411.0877316835, 586916.1744846995, 406450.0288318037]","[603148.7051906654, 588987.4515132318, 406450.0288318037]","[791198.1197241651, 807830.8907008356, 406450.0288318037]"
"[636511.2704886424, 608821.1861589488, 439941.637351014]","[612788.8435228312, 652509.7219595804, 439941.637351014]","[520139.4836883886, 556573.1280588349, 439941.637351014]","[630564.1826527688, 638774.708004296, 439941.637351014]","[629810.6957833148, 618459.2677676823, 439941.637351014]","[857755.3781116388, 854307.6114725508, 439941.637351014]","[621316.5713964725, 655581.3255233758, 439941.637351014]","[577638.9607545441, 592305.0384851543, 439941.637351014]","[588280.5083149816, 610970.5866806989, 439941.637351014]","[565585.6613571857, 588470.7079705908, 439941.637351014]","[505197.74059633637, 536794.406309691, 439941.637351014]","[505479.8365875966, 543474.9443858798, 439941.637351014]","[562309.7547174647, 558393.6298209225, 439941.637351014]","[690691.48433361, 723661.6183952915, 439941.637351014]","[780761.9460716216, 825653.9741462842, 439941.637351014]","[689973.9787014925, 721340.7402979896, 439941.637351014]","[701062.6540619759, 611864.4015805719, 439941.637351014]","[759556.2844141735, 708620.5563395456, 439941.637351014]","[657480.2084040578, 600524.1149779998, 439941.637351014]","[579176.4085049991, 609799.0549611723, 439941.637351014]","[522998.38226796326, 555413.5975150808, 439941.637351014]","[518749.79968081566, 546134.1319901575, 439941.637351014]","[529520.4306607903, 556391.1083582209, 439941.637351014]","[582447.382007823, 599181.2463888007, 439941.637351014]","[796302.3879338356, 786053.9234645396, 439941.637351014]","[568468.541813279, 592732.4732432129, 439941.637351014]","[578967.531905053, 609639.5099548609, 439941.637351014]","[533171.8494206087, 568019.2469167535, 439941.637351014]","[571691.9293744558, 603936.7923874789, 439941.637351014]","[875198.319923737, 562405.7728458361, 439941.637351014]","[523582.5567060124, 556224.8312582506, 439941.637351014]","[511976.92899911344, 535393.9913733184, 439941.637351014]","[700025.3044140533, 756174.8875001292, 439941.637351014]","[565820.8642168778, 599749.2135971426, 439941.637351014]","[576673.881054663, 586721.2538726368, 439941.637351014]","[642537.7206390024, 674180.0040983671, 439941.637351014]","[521064.51249763917, 554277.8021757542, 439941.637351014]","[561162.8665639509, 594193.2335422916, 439941.637351014]","[577119.5930448823, 613178.390320765, 439941.637351014]","[606386.6940809742, 653664.198731892, 439941.637351014]","[586966.849928772, 611226.8450593885, 439941.637351014]","[504256.6931262229, 543780.499921112, 439941.637351014]","[553523.5375734698, 577784.9974810882, 439941.637351014]","[690324.1875858133, 711545.1104732088, 439941.637351014]","[585457.2022424875, 629306.5149811282, 439941.637351014]","[539031.0726787184, 583135.8684880997, 439941.637351014]","[887777.992429198, 966571.0588116213, 439941.637351014]","[785477.5729299809, 810137.1736610427, 439941.637351014]","[735051.2956338912, 722047.6261708939, 439941.637351014]","[736826.1148667738, 697696.3221609865, 439941.637351014]"
"[550071.0190239422, 595148.4933561373, 415995.0395004099]","[501670.64228472725, 541108.6254235958, 415995.0395004099]","[511867.35579843493, 559725.8724559052, 415995.0395004099]","[498830.6372074769, 527619.6919605127, 415995.0395004099]","[779679.3374176932, 844589.7499704498, 415995.0395004099]","[592213.1649087198, 626759.9230539215, 415995.0395004099]","[676221.1051585538, 709526.0782927969, 415995.0395004099]","[613083.0477592131, 629463.3038953714, 415995.0395004099]","[498398.78867303487, 535577.9905911325, 415995.0395004099]","[528073.1773124469, 565667.6249857132, 415995.0395004099]","[599912.8331804706, 631756.816968562, 415995.0395004099]","[526978.5384999393, 569167.6125283625, 415995.0395004099]","[541344.9488144168, 583867.6224288739, 415995.0395004099]","[568574.8627647175, 556544.262542966, 415995.0395004099]","[608719.8628915005, 637806.3848709196, 415995.0395004099]","[634633.2973183811, 692907.714690804, 415995.0395004099]","[563336.3855057786, 596987.583529129, 415995.0395004099]","[609815.942134246, 652721.1256594155, 415995.0395004099]","[616658.386168362, 662531.2107026805, 415995.0395004099]","[639802.2047231958, 667669.6216708128, 415995.0395004099]","[723582.4014970502, 782485.2839313371, 415995.0395004099]","[667068.150896314, 688262.1609263902, 415995.0395004099]","[641623.657044891, 685954.2107966606, 415995.0395004099]","[773927.3037984263, 819094.6166499475, 415995.0395004099]","[681119.0499807681, 689764.4265807163, 415995.0395004099]","[577530.9890287324, 611662.113152269, 415995.0395004099]","[620074.5771963893, 654196.8349044414, 415995.0395004099]","[696998.6338238138, 703560.9927969325, 415995.0395004099]","[509321.7981844588, 546548.1948925959, 415995.0395004099]","[675449.1113778885, 684994.379957554, 415995.0395004099]","[742295.5089544564, 774251.3240071645, 415995.0395004099]","[500510.9204641451, 534848.4714702248, 415995.0395004099]","[529444.1705776844, 562983.1946069523, 415995.0395004099]","[611386.9364360685, 654827.9756451709, 415995.0395004099]","[485172.6788671745, 523674.4999116812, 415995.0395004099]","[519994.9648753736, 555835.3018571672, 415995.0395004099]","[1428688.979178521, 1469480.529789296, 415995.0395004099]","[511380.12939543213, 539674.1257656476, 415995.0395004099]","[603662.5708797801, 621055.9520216702, 415995.0395004099]","[702359.7097091669, 741192.5979386452, 415995.0395004099]","[540614.6015187989, 560632.0621183887, 415995.0395004099]","[737455.5517569897, 730730.3191179953, 415995.0395004099]","[506189.1400975306, 540978.3018158348, 415995.0395004099]","[550207.3515172022, 579853.0958145169, 415995.0395004099]","[882498.9070448999, 898100.2938412352, 415995.0395004099]","[652208.0441757841, 647855.9065014807, 415995.0395004099]","[592786.5991024008, 617589.8025892221, 415995.0395004099]","[518255.8873815509, 549262.7197120608, 415995.0395004099]","[640466.6969095957, 638789.0773641111, 415995.0395004099]","[566598.3487246857, 590179.3924969226, 415995.0395004099]"
"[555296.8821824378, 576607.3993364203, 343047.8556167831]","[404692.5590712282, 424717.7803124384, 343047.8556167831]","[588522.2792303539, 584438.9236369528, 343047.8556167831]","[721298.2650966442, 733835.5922110965, 343047.8556167831]","[949394.0793899851, 954140.6629092437, 343047.8556167831]","[421930.7910380026, 437380.69381063385, 343047.8556167831]","[619116.7101388618, 665194.7059859302, 343047.8556167831]","[753141.7693535377, 746978.2570722668, 343047.8556167831]","[482513.7727644761, 496757.1078397539, 343047.8556167831]","[437554.5200536927, 456033.73822095926, 343047.8556167831]","[416410.52581623767, 424782.5853779319, 343047.8556167831]","[451860.47366292495, 467843.04034710955, 343047.8556167831]","[427902.8900030489, 443562.6167871031, 343047.8556167831]","[468831.5525929552, 483457.1414456648, 343047.8556167831]","[455036.4142013861, 475797.2955708831, 343047.8556167831]","[548217.4831806966, 563126.340725679, 343047.8556167831]","[446782.9212609858, 465866.5343419479, 343047.8556167831]","[406733.12001058535, 427559.3722854254, 343047.8556167831]","[456805.7571040128, 478966.5499756284, 343047.8556167831]","[434228.3614788864, 452037.9819852535, 343047.8556167831]","[491179.4890742315, 511948.2408880676, 343047.8556167831]","[399184.0821665229, 419240.918947024, 343047.8556167831]","[433450.0849388108, 444692.4617665762, 343047.8556167831]","[403857.1864711126, 428593.16303716064, 343047.8556167831]","[402678.84013644984, 424037.288640121, 343047.8556167831]","[760428.8058523834, 743765.072341285, 343047.8556167831]","[492473.8555107376, 472578.441178918, 343047.8556167831]","[421917.551549866, 438919.1891359933, 343047.8556167831]","[394039.83734773996, 414519.9857131541, 343047.8556167831]","[466705.9567261368, 491983.4823545612, 343047.8556167831]","[396546.2054415907, 418837.8017219645, 343047.8556167831]","[395968.09444459854, 416905.14607123705, 343047.8556167831]","[449797.9214203983, 466793.9117392166, 343047.8556167831]","[417914.034219402, 442612.6349077214, 343047.8556167831]","[461121.09815514524, 480068.4069009104, 343047.8556167831]","[399713.8427161188, 416601.4781300073, 343047.8556167831]","[480426.34003988805, 494357.4080186292, 343047.8556167831]","[452118.6380811781, 487544.89732902916, 343047.8556167831]","[422928.45906683325, 445116.54520177346, 343047.8556167831]","[465449.77440305817, 484440.6423904504, 343047.8556167831]","[440834.44787423447, 445885.3496760019, 343047.8556167831]","[410151.6296475348, 436260.1045176486, 343047.8556167831]","[516892.17814409325, 559616.313104612, 343047.8556167831]","[669454.845437441, 695855.0224531295, 343047.8556167831]","[400961.15149750665, 425172.4290822855, 343047.8556167831]","[467264.1194508646, 481890.6440280738, 343047.8556167831]","[396191.7821945341, 413902.536786754, 343047.8556167831]","[573767.4508929688, 536226.9732662331, 343047.8556167831]","[416545.1062545494, 432016.7197604157, 343047.8556167831]","[440810.12524367764, 470112.7091022428, 343047.8556167831]"
"[571534.6501148789, 595260.3012139713, 457689.94894858974]","[676003.1748998608, 690455.1035527159, 457689.94894858974]","[593134.537166559, 656386.4858173185, 457689.94894858974]","[785113.1662889217, 826385.4242177032, 457689.94894858974]","[551855.3757207459, 584187.4284939296, 457689.94894858974]","[640396.1899039503, 688910.6230380132, 457689.94894858974]","[550217.2199654006, 593033.4652170432, 457689.94894858974]","[536145.8813510123, 571612.4137692204, 457689.94894858974]","[542061.0247407428, 575327.8025715497, 457689.94894858974]","[721211.2258756998, 712356.0073801987, 457689.94894858974]","[925647.5515453744, 968060.7453540302, 457689.94894858974]","[743351.2806576707, 755857.4256826642, 457689.94894858974]","[645886.0859341712, 690402.1374737002, 457689.94894858974]","[625693.0308489744, 651255.7667315013, 457689.94894858974]","[556024.5258599787, 582241.4173920652, 457689.94894858974]","[767233.1360901018, 779718.4809075192, 457689.94894858974]","[646237.176806429, 690698.6833615582, 457689.94894858974]","[990181.3470497207, 1038529.4515466841, 457689.94894858974]","[614096.738457386, 637410.5462897086, 457689.94894858974]","[598654.0890296411, 623386.0598380658, 457689.94894858974]","[557935.7876762337, 583198.5151336802, 457689.94894858974]","[591550.4102896241, 623468.8940556505, 457689.94894858974]","[605718.0971024407, 637647.7887568183, 457689.94894858974]","[1018223.82596385, 1040271.5168299071, 457689.94894858974]","[684226.5591462484, 714709.6257545567, 457689.94894858974]","[672414.2486853299, 697306.0505672721, 457689.94894858974]","[689242.158977982, 684809.6952652105, 457689.94894858974]","[540176.5148489104, 571019.9767578207, 457689.94894858974]","[534171.5843819755, 570447.4925769002, 457689.94894858974]","[523748.39583645575, 566804.9875455033, 457689.94894858974]","[578181.6021602732, 610469.9402754945, 457689.94894858974]","[586584.0866759069, 609129.5934106084, 457689.94894858974]","[593010.6518232181, 630959.1159853239, 457689.94894858974]","[665673.8090900155, 665896.7725795852, 457689.94894858974]","[539362.6320587875, 571137.7463276723, 457689.94894858974]","[541757.3388746816, 584609.4365071681, 457689.94894858974]","[568952.0219100154, 608768.6176708554, 457689.94894858974]","[1029307.9173269172, 1066048.2956295293, 457689.94894858974]","[614511.4355453482, 624241.7771134452, 457689.94894858974]","[798042.8101314578, 853787.5501338617, 457689.94894858974]","[618286.1475402833, 654122.2214583145, 457689.94894858974]","[545280.1156617729, 587907.2386736992, 457689.94894858974]","[549000.5144487227, 589692.1494878582, 457689.94894858974]","[578148.0343284666, 600170.7990449566, 457689.94894858974]","[615507.3588925281, 645977.0911510892, 457689.94894858974]","[575643.660524414, 603078.4114520445, 457689.94894858974]","[555469.2115641686, 601609.1573424835, 457689.94894858974]","[567392.2670413444, 591814.5103413087, 457689.94894858974]","[612813.3890546559, 650269.4304272825, 457689.94894858974]","[842500.7665109341, 904850.0370582466, 457689.94894858974]"
"[779239.4342521541, 770539.8509417393, 418382.5496270075]","[511283.91085112956, 542949.7420339067, 418382.5496270075]","[530248.7956900181, 550940.7576129336, 418382.5496270075]","[485310.58166816307, 519395.4148157268, 418382.5496270075]","[489601.1351629626, 524111.61546058307, 418382.5496270075]","[515139.1563024035, 550598.2000884643, 418382.5496270075]","[501661.3141042376, 541428.7764662018, 418382.5496270075]","[533837.5353237494, 566625.1006244658, 418382.5496270075]","[779436.1748902323, 836656.0626555282, 418382.5496270075]","[724530.8400025164, 567061.4266864023, 418382.5496270075]","[488576.5411833676, 522482.4807858202, 418382.5496270075]","[661879.1960173683, 703610.7401953958, 418382.5496270075]","[512033.29137274006, 547049.0165108697, 418382.5496270075]","[478498.0051826882, 521446.3378218736, 418382.5496270075]","[492583.01146680175, 532431.989907761, 418382.5496270075]","[545645.466243805, 572340.1610607674, 418382.5496270075]","[619475.1772593039, 586063.029277928, 418382.5496270075]","[700752.8647488389, 739629.9943539071, 418382.5496270075]","[627239.3007925572, 708589.5803291361, 418382.5496270075]","[491082.738448791, 528756.7991964155, 418382.5496270075]","[553028.4326684242, 551023.673926524, 418382.5496270075]","[747069.538062944, 792793.4916277442, 418382.5496270075]","[487358.2700244585, 523584.4207428902, 418382.5496270075]","[489056.86275075714, 546297.9593266268, 418382.5496270075]","[927286.2218903644, 974915.9537881773, 418382.5496270075]","[919222.4119523462, 982182.5512336742, 418382.5496270075]","[584337.239872299, 615797.5607079, 418382.5496270075]","[572849.7888743082, 566293.7466922868, 418382.5496270075]","[527627.7767760066, 566974.7824743609, 418382.5496270075]","[487787.32727774914, 533603.7875512703, 418382.5496270075]","[700407.7925036311, 746827.5653411072, 418382.5496270075]","[603150.5585058014, 590258.9104593026, 418382.5496270075]","[494075.809062716, 536913.8210599825, 418382.5496270075]","[588851.1886274111, 624927.8318714746, 418382.5496270075]","[735649.677365686, 813147.4906233483, 418382.5496270075]","[684973.0530027708, 778577.1322019844, 418382.5496270075]","[489583.3430151866, 536489.4006283972, 418382.5496270075]","[488616.59248426516, 527077.1241362474, 418382.5496270075]","[494788.5386806935, 529849.6633524569, 418382.5496270075]","[684421.0912043533, 615072.3897500316, 418382.5496270075]","[512013.4298103076, 550919.8119625434, 418382.5496270075]","[484234.44794306764, 529564.3825491545, 418382.5496270075]","[702924.6617931528, 643195.2650531722, 418382.5496270075]","[522856.2001959019, 545327.4896612954, 418382.5496270075]","[606012.7881766534, 638071.8686898382, 418382.5496270075]","[616767.1604447332, 663591.0184666698, 418382.5496270075]","[556253.8037752238, 596953.1856015209, 418382.5496270075]","[560211.9516014004, 594372.8966556763, 418382.5496270075]","[638966.1032243278, 596206.9109849327, 418382.5496270075]","[1179202.6885408203, 1220479.9495986274, 418382.5496270075]"
