,10,20,50,100,200,500,1000,2000,5000
1,1.2221851138257525,1.1478112492934858,1.0810524665266166,1.0441073155619407,1.025625605346554,1.0113569023658129,1.0062959380640062,1.0036479098113762,1.0016189382667404
2,1.4347756829608909,1.372620762154839,1.225470127210265,1.1564223825064937,1.1068498555301494,1.0679479018746596,1.0467077346514027,1.0329075015895837,1.0202026752723559
5,1.6504340577539773,1.551806205678316,1.3813997332384034,1.2943625386809976,1.2050957742024584,1.1335681193314069,1.0922222484917419,1.063183153681309,1.0392959823285046
10,1.6603408103609154,1.5566295084634174,1.377508227232739,1.2586572223120427,1.1724773741580734,1.0958387540880887,1.055485168608457,1.0303988408421025,1.013521825712673
