0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
"[14984.014818547623, 15350.603664213868, 9095.120957892974, 3170.0302311669607]","[11966.49933024846, 12343.878890155176, 9095.120957892974, 3170.0302311669607]","[13256.837537817544, 13293.479112193176, 9095.120957892974, 3170.0302311669607]","[15289.177541415622, 15660.524936211697, 9095.120957892974, 3170.0302311669607]","[11451.155248456856, 11662.708148269956, 9095.120957892974, 3170.0302311669607]","[14974.606991162242, 14633.388692084578, 9095.120957892974, 3170.0302311669607]","[13105.998500169706, 13505.704744483302, 9095.120957892974, 3170.0302311669607]","[12036.021419562543, 11814.961763166179, 9095.120957892974, 3170.0302311669607]","[10976.67523081293, 11332.51191592084, 9095.120957892974, 3170.0302311669607]","[12526.077997049222, 12591.632010716508, 9095.120957892974, 3170.0302311669607]","[11913.785134392072, 12284.095689460128, 9095.120957892974, 3170.0302311669607]","[16122.604569154419, 15670.396772509146, 9095.120957892974, 3170.0302311669607]","[13495.07622113484, 14296.57308378269, 9095.120957892974, 3170.0302311669607]","[13577.467728326099, 13656.435953136272, 9095.120957892974, 3170.0302311669607]","[12863.571295230046, 12795.017305358966, 9095.120957892974, 3170.0302311669607]","[11286.441543919558, 11915.732467284168, 9095.120957892974, 3170.0302311669607]","[12940.796445239663, 13753.37129447385, 9095.120957892974, 3170.0302311669607]","[11038.989688850686, 11121.41817778487, 9095.120957892974, 3170.0302311669607]","[12551.566347307122, 14048.852870582818, 9095.120957892974, 3170.0302311669607]","[11238.65003652749, 11763.055249319292, 9095.120957892974, 3170.0302311669607]","[14422.330110451489, 14689.170428370775, 9095.120957892974, 3170.0302311669607]","[11801.077547707815, 11946.627207458901, 9095.120957892974, 3170.0302311669607]","[12219.511577997177, 13018.779117130183, 9095.120957892974, 3170.0302311669607]","[14356.159452795497, 14210.985850184908, 9095.120957892974, 3170.0302311669607]","[15968.955399092434, 16436.669740590663, 9095.120957892974, 3170.0302311669607]","[13036.363941159603, 12486.081366275519, 9095.120957892974, 3170.0302311669607]","[11467.181126784457, 11491.193170397279, 9095.120957892974, 3170.0302311669607]","[11915.332389853502, 11921.833068542412, 9095.120957892974, 3170.0302311669607]","[12239.129996103586, 12341.006062212924, 9095.120957892974, 3170.0302311669607]","[11788.73069604782, 12461.572718512207, 9095.120957892974, 3170.0302311669607]","[19675.54840544709, 19759.485179475403, 9095.120957892974, 3170.0302311669607]","[11284.052000729587, 12043.6980063883, 9095.120957892974, 3170.0302311669607]","[11780.79955480669, 11957.64403048882, 9095.120957892974, 3170.0302311669607]","[19018.508222317847, 19634.29309235245, 9095.120957892974, 3170.0302311669607]","[13183.425040418628, 13414.60593725319, 9095.120957892974, 3170.0302311669607]","[11757.616943931149, 11544.925430760228, 9095.120957892974, 3170.0302311669607]","[14939.136317170067, 15232.006486060405, 9095.120957892974, 3170.0302311669607]","[11607.333253390356, 12569.526111708334, 9095.120957892974, 3170.0302311669607]","[13537.611520539866, 14058.275995014214, 9095.120957892974, 3170.0302311669607]","[13861.144467737642, 14967.235686014417, 9095.120957892974, 3170.0302311669607]","[11240.178813313167, 11181.061953347576, 9095.120957892974, 3170.0302311669607]","[10616.389154728726, 10912.446402364289, 9095.120957892974, 3170.0302311669607]","[13931.177480921973, 14775.319652354952, 9095.120957892974, 3170.0302311669607]","[12339.770018495221, 12140.988292421307, 9095.120957892974, 3170.0302311669607]","[12760.149728928713, 13336.363705274622, 9095.120957892974, 3170.0302311669607]","[16995.746202624316, 16631.16388117864, 9095.120957892974, 3170.0302311669607]","[14705.388276561158, 14470.260230638487, 9095.120957892974, 3170.0302311669607]","[12069.040404989833, 11685.367463528237, 9095.120957892974, 3170.0302311669607]","[9948.640929550287, 10416.401251264617, 9095.120957892974, 3170.0302311669607]","[13669.928001242664, 14094.190201543044, 9095.120957892974, 3170.0302311669607]","[11338.664452164961, 12257.024637355147, 9095.120957892974, 3170.0302311669607]","[12294.700168685453, 12486.218717605796, 9095.120957892974, 3170.0302311669607]","[15193.090870389853, 15474.67050591681, 9095.120957892974, 3170.0302311669607]","[11137.702557044702, 12000.931637016633, 9095.120957892974, 3170.0302311669607]","[16130.34822710644, 17447.993751955975, 9095.120957892974, 3170.0302311669607]","[13678.132536437439, 13561.733030069712, 9095.120957892974, 3170.0302311669607]","[10711.32994706244, 12056.459972637354, 9095.120957892974, 3170.0302311669607]","[13469.26396323218, 13381.743732329809, 9095.120957892974, 3170.0302311669607]","[13500.098015227142, 13934.220347726412, 9095.120957892974, 3170.0302311669607]","[14283.579675828025, 14782.04557418593, 9095.120957892974, 3170.0302311669607]","[11742.561955530386, 11820.267754788974, 9095.120957892974, 3170.0302311669607]","[12323.496882314395, 12837.899851146827, 9095.120957892974, 3170.0302311669607]","[18522.060545667293, 19416.59115814325, 9095.120957892974, 3170.0302311669607]","[10641.666556248352, 11128.622515119281, 9095.120957892974, 3170.0302311669607]","[12860.762410379197, 13218.60371507255, 9095.120957892974, 3170.0302311669607]","[19199.783217332337, 19476.481053343123, 9095.120957892974, 3170.0302311669607]","[11665.773240189406, 11623.5351500753, 9095.120957892974, 3170.0302311669607]","[11409.757274597285, 11853.42871074363, 9095.120957892974, 3170.0302311669607]","[11627.416794940698, 11512.050593625687, 9095.120957892974, 3170.0302311669607]","[14814.537121744977, 15046.78271721496, 9095.120957892974, 3170.0302311669607]","[16128.938453708577, 15912.96762166602, 9095.120957892974, 3170.0302311669607]","[10939.20645776737, 10868.4974710153, 9095.120957892974, 3170.0302311669607]","[14209.56785622361, 14240.85930024314, 9095.120957892974, 3170.0302311669607]","[12255.355576457643, 12250.510775759874, 9095.120957892974, 3170.0302311669607]","[13679.397704380764, 13714.7512512239, 9095.120957892974, 3170.0302311669607]","[22264.608654058404, 22561.721441517755, 9095.120957892974, 3170.0302311669607]","[11761.946558589967, 12542.612292963737, 9095.120957892974, 3170.0302311669607]","[11780.919295499116, 11469.558574832161, 9095.120957892974, 3170.0302311669607]","[14197.030489037796, 14566.492315510595, 9095.120957892974, 3170.0302311669607]","[14026.416552212018, 13726.647409259815, 9095.120957892974, 3170.0302311669607]","[17570.86646372356, 17698.018879472507, 9095.120957892974, 3170.0302311669607]","[10969.723305693913, 10974.223508875351, 9095.120957892974, 3170.0302311669607]","[12387.079953575148, 11981.314199174793, 9095.120957892974, 3170.0302311669607]","[11828.14507961512, 12421.994135023, 9095.120957892974, 3170.0302311669607]","[13849.405744397693, 14234.921587221887, 9095.120957892974, 3170.0302311669607]","[12455.07524143606, 12808.248276590126, 9095.120957892974, 3170.0302311669607]","[13124.165538098612, 13379.016327575071, 9095.120957892974, 3170.0302311669607]","[15137.134689312024, 16330.076866426274, 9095.120957892974, 3170.0302311669607]","[13179.920655474318, 13076.937683539889, 9095.120957892974, 3170.0302311669607]","[11581.573590910892, 11894.976404284518, 9095.120957892974, 3170.0302311669607]","[11951.957328051441, 12960.178233333354, 9095.120957892974, 3170.0302311669607]","[12132.056166190785, 11681.805475970239, 9095.120957892974, 3170.0302311669607]","[12028.015445603789, 12385.613030512886, 9095.120957892974, 3170.0302311669607]","[11231.053772271965, 11500.223855666414, 9095.120957892974, 3170.0302311669607]","[11138.930696083955, 11378.720777448718, 9095.120957892974, 3170.0302311669607]","[13765.430855733535, 13561.348433935822, 9095.120957892974, 3170.0302311669607]","[15688.94000985657, 15807.109272886837, 9095.120957892974, 3170.0302311669607]","[12122.076593824988, 12203.028665478863, 9095.120957892974, 3170.0302311669607]","[11469.460283725344, 12447.308661648047, 9095.120957892974, 3170.0302311669607]","[12134.541541078273, 13732.866830515059, 9095.120957892974, 3170.0302311669607]"
"[11738.139693923697, 11889.779618796038, 7452.015482685743, 3041.3315387553357]","[10661.358295364105, 10970.465883480172, 7452.015482685743, 3041.3315387553357]","[11385.667646703583, 11804.640809381664, 7452.015482685743, 3041.3315387553357]","[21760.234003261583, 22281.907456459936, 7452.015482685743, 3041.3315387553357]","[10258.335586221798, 10870.531058854789, 7452.015482685743, 3041.3315387553357]","[11085.316975595455, 11098.750716666887, 7452.015482685743, 3041.3315387553357]","[10795.245815377415, 10653.821213192565, 7452.015482685743, 3041.3315387553357]","[8965.057766538835, 8930.93554462249, 7452.015482685743, 3041.3315387553357]","[9453.976428101083, 9682.95776635645, 7452.015482685743, 3041.3315387553357]","[9471.808076463907, 9603.234612829008, 7452.015482685743, 3041.3315387553357]","[9436.329338522552, 10111.711484739091, 7452.015482685743, 3041.3315387553357]","[10619.280882572228, 10163.665872040423, 7452.015482685743, 3041.3315387553357]","[11616.222922413848, 11824.697901944312, 7452.015482685743, 3041.3315387553357]","[10210.56888384259, 10687.179642851319, 7452.015482685743, 3041.3315387553357]","[9130.619881946339, 9527.72871982014, 7452.015482685743, 3041.3315387553357]","[10007.633050465885, 10493.783419777057, 7452.015482685743, 3041.3315387553357]","[13279.92198920008, 12811.165822965862, 7452.015482685743, 3041.3315387553357]","[13112.7861151824, 14079.74715021504, 7452.015482685743, 3041.3315387553357]","[11745.627379353926, 12059.349332300015, 7452.015482685743, 3041.3315387553357]","[11692.007593208957, 11521.955812985627, 7452.015482685743, 3041.3315387553357]","[9176.896533405152, 9614.381170952049, 7452.015482685743, 3041.3315387553357]","[10479.954201405299, 10244.241375765194, 7452.015482685743, 3041.3315387553357]","[11352.998782429797, 11878.842040143913, 7452.015482685743, 3041.3315387553357]","[15230.785852898682, 15078.869901449474, 7452.015482685743, 3041.3315387553357]","[8380.398250456485, 8994.16453395025, 7452.015482685743, 3041.3315387553357]","[9488.212577542025, 9487.795322995546, 7452.015482685743, 3041.3315387553357]","[16214.367894186162, 15939.197138177018, 7452.015482685743, 3041.3315387553357]","[9547.596454302877, 9215.576596906822, 7452.015482685743, 3041.3315387553357]","[11458.649812685047, 11438.527922966608, 7452.015482685743, 3041.3315387553357]","[11417.538114208874, 11138.568650681635, 7452.015482685743, 3041.3315387553357]","[13524.713773354639, 14278.150254321952, 7452.015482685743, 3041.3315387553357]","[13092.656275908186, 13442.907294290322, 7452.015482685743, 3041.3315387553357]","[11809.292878980083, 12443.155351937752, 7452.015482685743, 3041.3315387553357]","[9209.414381870418, 9381.43649077303, 7452.015482685743, 3041.3315387553357]","[9801.283847515822, 10116.93230748385, 7452.015482685743, 3041.3315387553357]","[11348.089343382244, 10668.704537545023, 7452.015482685743, 3041.3315387553357]","[13535.284448631257, 13010.9636865315, 7452.015482685743, 3041.3315387553357]","[10319.17824532104, 10366.37438923747, 7452.015482685743, 3041.3315387553357]","[10301.56255250156, 10221.729664014645, 7452.015482685743, 3041.3315387553357]","[8885.32494235575, 9768.350369383232, 7452.015482685743, 3041.3315387553357]","[14333.575753124598, 14899.56348697634, 7452.015482685743, 3041.3315387553357]","[10938.143348681171, 10459.849605425634, 7452.015482685743, 3041.3315387553357]","[14255.386045445317, 14125.149395470795, 7452.015482685743, 3041.3315387553357]","[12170.676315713223, 12006.82749002762, 7452.015482685743, 3041.3315387553357]","[13870.316583897147, 15287.569809949346, 7452.015482685743, 3041.3315387553357]","[9747.422517354373, 9655.468794342956, 7452.015482685743, 3041.3315387553357]","[9658.723057954823, 10439.986214051238, 7452.015482685743, 3041.3315387553357]","[10204.064339991557, 10185.796559307588, 7452.015482685743, 3041.3315387553357]","[11547.292665255978, 11742.808730710596, 7452.015482685743, 3041.3315387553357]","[10702.807487596634, 10822.975896452801, 7452.015482685743, 3041.3315387553357]","[13924.343841734837, 13543.102231909179, 7452.015482685743, 3041.3315387553357]","[10466.386686454336, 10311.800346275253, 7452.015482685743, 3041.3315387553357]","[10140.055598134948, 9937.621505962561, 7452.015482685743, 3041.3315387553357]","[9485.559407636596, 9835.04563733432, 7452.015482685743, 3041.3315387553357]","[12454.11592466366, 12230.878123181174, 7452.015482685743, 3041.3315387553357]","[10204.1112653033, 10754.662936850245, 7452.015482685743, 3041.3315387553357]","[11371.45936045391, 11463.504657954616, 7452.015482685743, 3041.3315387553357]","[10723.631480619097, 11521.229474263657, 7452.015482685743, 3041.3315387553357]","[10986.64885407893, 11307.084308853726, 7452.015482685743, 3041.3315387553357]","[12622.613501020349, 12403.004423103295, 7452.015482685743, 3041.3315387553357]","[19171.12743879555, 18824.487581966794, 7452.015482685743, 3041.3315387553357]","[11391.696856012237, 11565.062118729784, 7452.015482685743, 3041.3315387553357]","[9217.068410276897, 9793.713995838905, 7452.015482685743, 3041.3315387553357]","[12839.243565334862, 12884.588319460905, 7452.015482685743, 3041.3315387553357]","[19840.121212390797, 20040.08779696434, 7452.015482685743, 3041.3315387553357]","[14780.612365926774, 15461.464014536336, 7452.015482685743, 3041.3315387553357]","[9109.903002742365, 9144.014155805078, 7452.015482685743, 3041.3315387553357]","[11388.142941742075, 11839.097126514473, 7452.015482685743, 3041.3315387553357]","[8958.647224005053, 9685.27133970715, 7452.015482685743, 3041.3315387553357]","[10867.166813088133, 11080.774267344732, 7452.015482685743, 3041.3315387553357]","[9159.072959175935, 9928.776659077539, 7452.015482685743, 3041.3315387553357]","[11102.29429001184, 11063.80036715913, 7452.015482685743, 3041.3315387553357]","[9096.71799199457, 10241.679888284229, 7452.015482685743, 3041.3315387553357]","[14207.44729100716, 14171.385671800279, 7452.015482685743, 3041.3315387553357]","[13198.547933578599, 12889.210042892531, 7452.015482685743, 3041.3315387553357]","[8719.224523048899, 9775.206584121835, 7452.015482685743, 3041.3315387553357]","[10561.066630609028, 10626.808958859072, 7452.015482685743, 3041.3315387553357]","[13862.362716729502, 14691.326034896732, 7452.015482685743, 3041.3315387553357]","[12207.845715449797, 12209.206034571176, 7452.015482685743, 3041.3315387553357]","[9556.559262385848, 9683.036104829354, 7452.015482685743, 3041.3315387553357]","[10939.814592448885, 10639.545009340462, 7452.015482685743, 3041.3315387553357]","[9932.74668106213, 9446.713966894913, 7452.015482685743, 3041.3315387553357]","[16818.92237113841, 17184.40629407439, 7452.015482685743, 3041.3315387553357]","[10857.782869997656, 10985.207122706062, 7452.015482685743, 3041.3315387553357]","[11659.704412520976, 11840.50358039343, 7452.015482685743, 3041.3315387553357]","[16814.97785874285, 16631.386257264552, 7452.015482685743, 3041.3315387553357]","[9661.324915381912, 10250.596453749175, 7452.015482685743, 3041.3315387553357]","[10858.221936360593, 11071.761925560835, 7452.015482685743, 3041.3315387553357]","[15946.31151587017, 14994.816712223368, 7452.015482685743, 3041.3315387553357]","[12371.498973689686, 12712.560387084925, 7452.015482685743, 3041.3315387553357]","[8671.436867568067, 9416.387601887049, 7452.015482685743, 3041.3315387553357]","[11002.115583789646, 11246.621421066184, 7452.015482685743, 3041.3315387553357]","[13871.468967961624, 14484.36886531565, 7452.015482685743, 3041.3315387553357]","[10309.821837663576, 10069.45981774207, 7452.015482685743, 3041.3315387553357]","[8084.807413646886, 9240.643456635724, 7452.015482685743, 3041.3315387553357]","[23567.509509585194, 23882.69840864838, 7452.015482685743, 3041.3315387553357]","[9248.43785556664, 9447.827092358382, 7452.015482685743, 3041.3315387553357]","[11169.975583817977, 11636.853952358384, 7452.015482685743, 3041.3315387553357]","[12801.133251333973, 12597.0642660159, 7452.015482685743, 3041.3315387553357]","[12179.285317765683, 12413.640815742463, 7452.015482685743, 3041.3315387553357]"
"[15238.159042459702, 16349.437061071925, 13844.426739930848, 4529.156668574285]","[16263.451446310855, 16309.615411908018, 13844.426739930848, 4529.156668574285]","[23023.041243399897, 24943.366152266357, 13844.426739930848, 4529.156668574285]","[22838.840307787334, 22658.506624126414, 13844.426739930848, 4529.156668574285]","[27069.105649943253, 26428.631672305164, 13844.426739930848, 4529.156668574285]","[18535.04498037042, 17886.40099080087, 13844.426739930848, 4529.156668574285]","[20511.796187843338, 19781.112488227438, 13844.426739930848, 4529.156668574285]","[23554.72341531433, 24231.48869918692, 13844.426739930848, 4529.156668574285]","[24504.744821316795, 23886.734873972877, 13844.426739930848, 4529.156668574285]","[25151.885676552418, 24127.88581668964, 13844.426739930848, 4529.156668574285]","[18359.199706774154, 18027.872200203466, 13844.426739930848, 4529.156668574285]","[24080.555161958364, 24097.692079679302, 13844.426739930848, 4529.156668574285]","[17000.45994603726, 17446.919535147234, 13844.426739930848, 4529.156668574285]","[17614.57224302901, 18583.7533631324, 13844.426739930848, 4529.156668574285]","[17538.647927330763, 18074.273700639955, 13844.426739930848, 4529.156668574285]","[18600.42174152846, 19429.436006629207, 13844.426739930848, 4529.156668574285]","[17877.555972288967, 17019.830857967227, 13844.426739930848, 4529.156668574285]","[21528.48267407081, 22112.635678524297, 13844.426739930848, 4529.156668574285]","[19415.164054632005, 21264.789131122492, 13844.426739930848, 4529.156668574285]","[19430.34585050888, 19431.955953290697, 13844.426739930848, 4529.156668574285]","[21600.71143360754, 23255.376651137725, 13844.426739930848, 4529.156668574285]","[25032.793410826922, 24827.118812725214, 13844.426739930848, 4529.156668574285]","[17597.65830586749, 18737.598794866288, 13844.426739930848, 4529.156668574285]","[17158.331010502672, 18096.911631401068, 13844.426739930848, 4529.156668574285]","[20354.027189360553, 20031.670784640628, 13844.426739930848, 4529.156668574285]","[20500.66910350601, 19997.991503256493, 13844.426739930848, 4529.156668574285]","[18778.162489979873, 19556.98118636898, 13844.426739930848, 4529.156668574285]","[27155.341255258212, 28953.656839131836, 13844.426739930848, 4529.156668574285]","[17792.21816561535, 18493.13767151052, 13844.426739930848, 4529.156668574285]","[22137.80427800557, 23472.184140675938, 13844.426739930848, 4529.156668574285]","[17610.900107079404, 18611.4237259503, 13844.426739930848, 4529.156668574285]","[19461.762219076198, 19694.21748099913, 13844.426739930848, 4529.156668574285]","[21255.250207260156, 22310.28804145142, 13844.426739930848, 4529.156668574285]","[17852.134562634765, 18377.14757240623, 13844.426739930848, 4529.156668574285]","[16849.691528434578, 16972.254556337877, 13844.426739930848, 4529.156668574285]","[16772.940809910702, 16875.437341240155, 13844.426739930848, 4529.156668574285]","[17802.433886879968, 18180.182628685838, 13844.426739930848, 4529.156668574285]","[18062.849758301632, 19200.121742029318, 13844.426739930848, 4529.156668574285]","[27998.58331946267, 28231.62604965707, 13844.426739930848, 4529.156668574285]","[21510.46656411689, 21828.102354892355, 13844.426739930848, 4529.156668574285]","[20880.014059653244, 20658.820963757888, 13844.426739930848, 4529.156668574285]","[16165.963697449171, 16832.100633856786, 13844.426739930848, 4529.156668574285]","[15188.365255751256, 16455.176184316275, 13844.426739930848, 4529.156668574285]","[22171.62348057269, 23571.198604742567, 13844.426739930848, 4529.156668574285]","[28064.907346212363, 27644.44151711044, 13844.426739930848, 4529.156668574285]","[17728.5181797535, 17469.335433762237, 13844.426739930848, 4529.156668574285]","[18177.99893319382, 17710.005192348224, 13844.426739930848, 4529.156668574285]","[19615.306946423825, 19933.74926320811, 13844.426739930848, 4529.156668574285]","[17437.69964546216, 17366.862376542133, 13844.426739930848, 4529.156668574285]","[23271.82007024005, 22758.227379687778, 13844.426739930848, 4529.156668574285]","[22379.091162878547, 23428.876734497055, 13844.426739930848, 4529.156668574285]","[20193.235571031102, 20810.582437133602, 13844.426739930848, 4529.156668574285]","[22954.124009772877, 23584.56877404732, 13844.426739930848, 4529.156668574285]","[23962.645492673368, 23374.84645817048, 13844.426739930848, 4529.156668574285]","[17465.31611038361, 18402.283856096743, 13844.426739930848, 4529.156668574285]","[20344.565647661697, 20179.400993893945, 13844.426739930848, 4529.156668574285]","[15836.115706115615, 16194.053271178449, 13844.426739930848, 4529.156668574285]","[19206.189299638452, 19237.816760928297, 13844.426739930848, 4529.156668574285]","[18185.256134002375, 18814.008159529945, 13844.426739930848, 4529.156668574285]","[17637.58421821433, 17825.99242307985, 13844.426739930848, 4529.156668574285]","[19754.235707494987, 19563.543516263646, 13844.426739930848, 4529.156668574285]","[24409.769539840843, 24475.921852134503, 13844.426739930848, 4529.156668574285]","[19951.123840530036, 19311.74743028536, 13844.426739930848, 4529.156668574285]","[20875.409511129954, 20238.70751103488, 13844.426739930848, 4529.156668574285]","[19829.40412697172, 19154.218044528672, 13844.426739930848, 4529.156668574285]","[24716.725450177786, 24240.779327035598, 13844.426739930848, 4529.156668574285]","[20995.54903900676, 21466.076286313822, 13844.426739930848, 4529.156668574285]","[20885.38017083438, 22644.00110663645, 13844.426739930848, 4529.156668574285]","[29121.489263832467, 30731.58831338388, 13844.426739930848, 4529.156668574285]","[17210.772679175225, 17626.036863346973, 13844.426739930848, 4529.156668574285]","[21352.048587896577, 20396.748323006002, 13844.426739930848, 4529.156668574285]","[17521.784054630636, 18217.39290143697, 13844.426739930848, 4529.156668574285]","[21913.20861544145, 21611.351426445657, 13844.426739930848, 4529.156668574285]","[21037.064671466553, 21096.279100003845, 13844.426739930848, 4529.156668574285]","[24839.105701518616, 25927.696851853296, 13844.426739930848, 4529.156668574285]","[15458.006104744512, 16223.784903579077, 13844.426739930848, 4529.156668574285]","[17452.159920715574, 19019.47487894366, 13844.426739930848, 4529.156668574285]","[20826.272444556358, 20958.404885182972, 13844.426739930848, 4529.156668574285]","[25648.76197006211, 24628.60247467384, 13844.426739930848, 4529.156668574285]","[22356.46769782021, 21692.439887119086, 13844.426739930848, 4529.156668574285]","[19556.296651762397, 19446.256565301952, 13844.426739930848, 4529.156668574285]","[19411.714337224144, 19413.268782410287, 13844.426739930848, 4529.156668574285]","[19430.585343679264, 19972.290320286218, 13844.426739930848, 4529.156668574285]","[17995.578932478154, 18584.664838252047, 13844.426739930848, 4529.156668574285]","[20846.745813247962, 20830.771875641396, 13844.426739930848, 4529.156668574285]","[30706.828528074682, 29739.84120209202, 13844.426739930848, 4529.156668574285]","[20238.695509030815, 20908.65113456808, 13844.426739930848, 4529.156668574285]","[19421.282991305587, 19378.239985580803, 13844.426739930848, 4529.156668574285]","[19472.51793377333, 19331.660597303533, 13844.426739930848, 4529.156668574285]","[32719.685326908304, 33957.52859129388, 13844.426739930848, 4529.156668574285]","[19634.95017225472, 20322.237997961092, 13844.426739930848, 4529.156668574285]","[15554.38731857332, 17167.021232511852, 13844.426739930848, 4529.156668574285]","[19976.707668422947, 19830.996618788777, 13844.426739930848, 4529.156668574285]","[15280.591308918614, 16049.083308563386, 13844.426739930848, 4529.156668574285]","[18309.83561489496, 18031.559157559845, 13844.426739930848, 4529.156668574285]","[15524.015040968341, 16788.67391698472, 13844.426739930848, 4529.156668574285]","[20251.41512062485, 20505.722105203047, 13844.426739930848, 4529.156668574285]","[20867.65428888481, 20273.28112167096, 13844.426739930848, 4529.156668574285]","[29661.477721033156, 30634.723325693587, 13844.426739930848, 4529.156668574285]","[21257.446147127022, 22828.705096601734, 13844.426739930848, 4529.156668574285]"
