,10,20,50,100,200,500,1000
1,1.0072804849676504,1.0071976931159978,1.0078646271884244,1.0096409864609404,1.020590987891599,1.014973107967284,
2,1.0064358653570509,1.0062552876790791,1.0061667323071875,1.0064071028945862,1.0073267432807413,1.0152274719894883,
5,1.0060289293569427,1.0057489223000287,1.0057127900277474,1.00570087219914,1.005802260075301,1.0059417954743328,
10,1.0058980527863268,1.0056216243358915,1.0055861089744007,1.0055708131024061,1.005665192647845,1.0055961170722256,
