0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
"[557852.6046620414, 471554.89893316565, 411913.0258177386]","[557446.7471784803, 465772.4403420307, 411913.0258177386]","[590525.1903370043, 465936.72175522015, 411913.0258177386]","[566438.3888991977, 480234.53424053395, 411913.0258177386]","[562059.3840195676, 480131.50956503296, 411913.0258177386]","[547217.8367471369, 467339.3672163702, 411913.0258177386]","[543383.8909862008, 455432.77745642076, 411913.0258177386]","[577453.6188956965, 463534.4974323679, 411913.0258177386]","[580312.4028981839, 461930.81132276286, 411913.0258177386]","[594630.2606220156, 474121.9140667042, 411913.0258177386]","[558614.4809052845, 466568.1192737286, 411913.0258177386]","[604336.0376892182, 479823.95688018936, 411913.0258177386]","[578190.9581039302, 473236.35669949744, 411913.0258177386]","[551518.8962902239, 462046.0713506767, 411913.0258177386]","[523272.6504250079, 457667.4580041598, 411913.0258177386]","[563569.1053221872, 462794.0975936095, 411913.0258177386]","[548342.8099310903, 474231.968631268, 411913.0258177386]","[549178.3471437325, 465810.63613548334, 411913.0258177386]","[565136.0964071121, 477774.477884067, 411913.0258177386]","[577146.9628884387, 470830.8350626151, 411913.0258177386]","[565695.1755361388, 480869.4793778835, 411913.0258177386]","[563588.9778512726, 468732.04232035374, 411913.0258177386]","[556661.0755678795, 467588.8437821083, 411913.0258177386]","[564582.4858711112, 480989.7950434519, 411913.0258177386]","[580012.7849395471, 481379.5109767922, 411913.0258177386]","[589448.6010894709, 470436.35576226737, 411913.0258177386]","[553792.8795018154, 463477.74862745835, 411913.0258177386]","[579544.3926556632, 464032.85705558053, 411913.0258177386]","[556415.4090259128, 468165.78549256135, 411913.0258177386]","[543846.0120201937, 456465.77341339, 411913.0258177386]","[580631.4227976338, 471009.95821323665, 411913.0258177386]","[575271.8459571219, 478248.4013866948, 411913.0258177386]","[560581.8271663961, 473669.8299574605, 411913.0258177386]","[564054.3056831154, 464276.63554705726, 411913.0258177386]","[562755.89422797, 468478.1591694083, 411913.0258177386]","[551818.3593013946, 461901.4000098311, 411913.0258177386]","[557765.4488219385, 463108.7401647762, 411913.0258177386]","[568972.0101630636, 477415.9911588966, 411913.0258177386]","[581259.6944660296, 476609.77749853535, 411913.0258177386]","[546625.176661615, 457033.17144783575, 411913.0258177386]","[572733.8129384393, 465067.72408496134, 411913.0258177386]","[617280.5901307431, 481643.7297024341, 411913.0258177386]","[561379.6478504889, 461064.9614384239, 411913.0258177386]","[555993.9796872133, 472253.36657800106, 411913.0258177386]","[527183.8356911853, 460107.93269618816, 411913.0258177386]","[549358.9088278385, 476208.46196021343, 411913.0258177386]","[556721.8688736795, 458560.2532719699, 411913.0258177386]","[574909.3581440686, 481172.7926507034, 411913.0258177386]","[549227.8156770009, 473508.16054689226, 411913.0258177386]","[542743.6781877006, 455421.6663230304, 411913.0258177386]"
"[545826.2761857884, 458568.274555055, 401248.88154839637]","[549200.761866882, 460254.1889253182, 401248.88154839637]","[544574.1495470112, 466792.285936576, 401248.88154839637]","[568326.6804661726, 465368.62724668713, 401248.88154839637]","[585584.6531734029, 465276.88754997443, 401248.88154839637]","[534606.6009802247, 455181.1430748258, 401248.88154839637]","[548949.9845129123, 455430.79211422993, 401248.88154839637]","[560693.6404984393, 462302.24929806544, 401248.88154839637]","[572745.5598500448, 455597.04101234284, 401248.88154839637]","[559109.4349056546, 466881.0869381355, 401248.88154839637]","[553849.3846157158, 450021.15050620545, 401248.88154839637]","[515680.64405630226, 446832.90066484996, 401248.88154839637]","[532633.1892659813, 451051.07059246517, 401248.88154839637]","[523148.7816315892, 454536.02913267165, 401248.88154839637]","[544997.288061553, 453617.74392558954, 401248.88154839637]","[563010.2357637547, 448660.48327238736, 401248.88154839637]","[568816.2345881407, 453404.5169978301, 401248.88154839637]","[533650.1596058646, 457228.54053509876, 401248.88154839637]","[569286.3251078718, 452137.3344288536, 401248.88154839637]","[558237.096670217, 446981.34523206035, 401248.88154839637]","[576349.3553910791, 456606.8351116283, 401248.88154839637]","[577150.7487031604, 455382.6529269069, 401248.88154839637]","[605407.5915393473, 464384.58657365077, 401248.88154839637]","[548037.654488039, 469898.3445475688, 401248.88154839637]","[581776.6272072381, 478363.88546275813, 401248.88154839637]","[547010.596838699, 454356.92782496894, 401248.88154839637]","[532159.2024423262, 454030.0656226164, 401248.88154839637]","[534919.9919626401, 453635.0946982513, 401248.88154839637]","[538326.0641754662, 450640.9725669248, 401248.88154839637]","[541540.542714743, 452800.7254894251, 401248.88154839637]","[555837.8616817778, 460567.821785618, 401248.88154839637]","[580391.695099892, 472957.4690671848, 401248.88154839637]","[541231.2943773936, 461151.519559847, 401248.88154839637]","[557652.8725016975, 453930.2693216049, 401248.88154839637]","[538693.4326889123, 461958.72014514136, 401248.88154839637]","[513003.53515595593, 446133.4886360143, 401248.88154839637]","[538499.4145238862, 451788.31636131636, 401248.88154839637]","[554980.9396520698, 456932.02622535935, 401248.88154839637]","[556678.9154295722, 460147.40144928434, 401248.88154839637]","[574701.8872219904, 468518.2257883438, 401248.88154839637]","[581597.7706568658, 445629.2014052396, 401248.88154839637]","[534585.2641201896, 451669.97136692074, 401248.88154839637]","[550977.1310007691, 455757.4363763251, 401248.88154839637]","[568994.2365754482, 457118.6211335447, 401248.88154839637]","[589742.7911712853, 465135.30238562135, 401248.88154839637]","[519843.3132861476, 455613.95485806605, 401248.88154839637]","[571602.2689385772, 469335.57193857327, 401248.88154839637]","[547488.4340351208, 461324.1553720673, 401248.88154839637]","[547246.3937695462, 449023.5587816426, 401248.88154839637]","[592770.4923566597, 465506.6146866344, 401248.88154839637]"
"[590492.467349842, 479203.98949706863, 425376.5987335564]","[604175.4059611778, 486488.85749416426, 425376.5987335564]","[574441.422642494, 482107.2793469423, 425376.5987335564]","[587430.0999732472, 491622.657899642, 425376.5987335564]","[562384.9136013975, 483743.86904416385, 425376.5987335564]","[556007.5596176535, 473576.0170256117, 425376.5987335564]","[581817.9321156053, 489107.7532528772, 425376.5987335564]","[619104.9844863341, 506692.2908583445, 425376.5987335564]","[603064.9054106043, 491053.78278139094, 425376.5987335564]","[603847.7613391539, 488667.7037322508, 425376.5987335564]","[542926.9530419497, 475970.1801054565, 425376.5987335564]","[551724.8660507574, 483566.8386092607, 425376.5987335564]","[630126.3591255596, 518695.23288995057, 425376.5987335564]","[592557.456596147, 484928.0732820008, 425376.5987335564]","[592475.740091816, 499811.2494666393, 425376.5987335564]","[601438.8208903981, 491552.7500161757, 425376.5987335564]","[592814.5356900342, 500878.2673377857, 425376.5987335564]","[600549.7254075714, 505004.1441440148, 425376.5987335564]","[558578.9589375998, 474981.33423808333, 425376.5987335564]","[589735.9389840065, 484411.213930162, 425376.5987335564]","[569346.9991336793, 482238.8411827769, 425376.5987335564]","[556661.3994564378, 478041.03624597384, 425376.5987335564]","[569536.1967995649, 480085.2976479974, 425376.5987335564]","[605285.4193247084, 491827.0462057966, 425376.5987335564]","[601913.6341586439, 495135.0779767838, 425376.5987335564]","[556918.8621480089, 474539.8838614007, 425376.5987335564]","[563655.3308073459, 485718.47439524776, 425376.5987335564]","[627351.5421129259, 489141.30469609256, 425376.5987335564]","[565069.5472812669, 473676.4142222695, 425376.5987335564]","[625304.6948462053, 515133.84968577145, 425376.5987335564]","[554277.159324882, 475020.32778879744, 425376.5987335564]","[558622.6327894176, 489232.1612624314, 425376.5987335564]","[573469.8152172468, 484116.16522958176, 425376.5987335564]","[584407.1508151477, 480113.7691385243, 425376.5987335564]","[598950.0979251774, 493346.01555163413, 425376.5987335564]","[562620.9058796485, 481603.29133288504, 425376.5987335564]","[562653.988926607, 479354.8955219008, 425376.5987335564]","[559034.0140736399, 488472.0122065756, 425376.5987335564]","[559164.9365016012, 469054.7817504769, 425376.5987335564]","[584434.6366441677, 480053.8956813015, 425376.5987335564]","[598591.236873751, 495496.2218338575, 425376.5987335564]","[563526.2022122965, 490711.8240038435, 425376.5987335564]","[626948.3110714272, 484700.4563617639, 425376.5987335564]","[580541.2291275362, 492378.9354397534, 425376.5987335564]","[581817.3443061212, 490548.95578302717, 425376.5987335564]","[556325.7658589848, 484039.6338595123, 425376.5987335564]","[617954.9788386773, 508103.8679065528, 425376.5987335564]","[541862.0938733428, 478040.3834332132, 425376.5987335564]","[573836.0172877794, 474206.5674307137, 425376.5987335564]","[559455.2717115068, 478175.2380318592, 425376.5987335564]"
"[576767.6371939477, 466116.1601765512, 398382.3312583175]","[566114.9635579662, 462359.67392272776, 398382.3312583175]","[532590.3159574387, 447400.11141767376, 398382.3312583175]","[567679.3360686754, 451878.5194242349, 398382.3312583175]","[570569.8383643817, 460875.3680008802, 398382.3312583175]","[572814.9327455529, 464489.0333897666, 398382.3312583175]","[537686.9914799902, 449956.16251921287, 398382.3312583175]","[544861.7266079251, 449434.150353832, 398382.3312583175]","[508433.99933207047, 448365.6617489321, 398382.3312583175]","[557663.6700412943, 474301.7359862431, 398382.3312583175]","[587181.2424980542, 458934.9515214675, 398382.3312583175]","[581089.8471710079, 473042.22351214953, 398382.3312583175]","[536040.090296644, 449612.0454223773, 398382.3312583175]","[563156.7999057042, 463249.32280835824, 398382.3312583175]","[505065.4863098307, 448504.85161337635, 398382.3312583175]","[570136.7176542974, 458227.5944270156, 398382.3312583175]","[532646.219257928, 457674.76464946044, 398382.3312583175]","[550267.5848195959, 461443.25647717767, 398382.3312583175]","[540639.49929331, 447337.5848510487, 398382.3312583175]","[570135.3686742872, 454255.8606650065, 398382.3312583175]","[534033.3280202833, 459622.38118779263, 398382.3312583175]","[556910.6208032464, 451645.06920186576, 398382.3312583175]","[578721.2041229546, 475782.61902188853, 398382.3312583175]","[545332.9148995896, 446609.74776894314, 398382.3312583175]","[539831.5126195193, 452000.2590780372, 398382.3312583175]","[566914.7648632844, 458274.960472869, 398382.3312583175]","[556284.5811391666, 453572.5973860356, 398382.3312583175]","[538261.0930066901, 448957.1162813498, 398382.3312583175]","[545000.5408421101, 449487.78487878625, 398382.3312583175]","[536052.1142378908, 451595.9300907838, 398382.3312583175]","[555855.5318214982, 462546.7186132031, 398382.3312583175]","[548432.3751630276, 457527.44459652604, 398382.3312583175]","[562122.6967498515, 461929.9303496635, 398382.3312583175]","[566931.7087102202, 450354.3699239888, 398382.3312583175]","[539451.5819677725, 451259.1951060146, 398382.3312583175]","[567123.5170806897, 452399.3575348754, 398382.3312583175]","[549725.4785614669, 450690.82597069186, 398382.3312583175]","[551260.7656435645, 455957.8874936885, 398382.3312583175]","[546640.2135001993, 460238.99861742236, 398382.3312583175]","[514094.23856899806, 450481.758032247, 398382.3312583175]","[564223.0821204223, 448159.48473890685, 398382.3312583175]","[544775.8132542823, 450172.6604212594, 398382.3312583175]","[542828.3553962637, 450780.7841644228, 398382.3312583175]","[534269.8759852264, 448232.7303076558, 398382.3312583175]","[536950.973681839, 452815.0968748112, 398382.3312583175]","[518362.5839848707, 438283.7446281035, 398382.3312583175]","[564534.3206461595, 449560.75079507555, 398382.3312583175]","[600447.7571929382, 471343.8243071421, 398382.3312583175]","[556857.7384514614, 460044.3575635437, 398382.3312583175]","[584452.1326257769, 459777.9619278179, 398382.3312583175]"
"[499598.2167084209, 436276.31868567364, 390048.57341078727]","[520269.6167857817, 447357.8056730806, 390048.57341078727]","[524532.6212774758, 439376.740802064, 390048.57341078727]","[597932.2862295691, 466808.6087507415, 390048.57341078727]","[517374.4284638915, 441424.6770723495, 390048.57341078727]","[547128.5498048996, 443714.68922384485, 390048.57341078727]","[552725.8299154307, 448266.3401236139, 390048.57341078727]","[517079.4783513829, 435672.77797291894, 390048.57341078727]","[490501.8946740865, 434933.4969651222, 390048.57341078727]","[570105.0313797344, 468540.92281428276, 390048.57341078727]","[528385.0014878751, 448098.6990956115, 390048.57341078727]","[517061.88883305667, 437884.43803129223, 390048.57341078727]","[524116.3328911752, 438104.59494987293, 390048.57341078727]","[552198.2993662467, 445188.5680156829, 390048.57341078727]","[556548.9465078914, 458351.77115791885, 390048.57341078727]","[541308.5539700341, 455741.5209648139, 390048.57341078727]","[516287.2790080388, 438236.37656779133, 390048.57341078727]","[518628.41863449395, 438421.8851503334, 390048.57341078727]","[522781.20847102103, 440448.9820374383, 390048.57341078727]","[532313.0887626986, 442598.58131000196, 390048.57341078727]","[525894.8462036715, 446018.0406554812, 390048.57341078727]","[543713.7665000117, 437958.27418480127, 390048.57341078727]","[538995.6620287261, 453261.5792696723, 390048.57341078727]","[548590.9982697854, 463841.69039765414, 390048.57341078727]","[550729.4831979544, 447246.3058993806, 390048.57341078727]","[514434.93717023166, 442743.3302665689, 390048.57341078727]","[545020.6295518567, 453820.83787740825, 390048.57341078727]","[529139.1109623872, 440246.1767915274, 390048.57341078727]","[493662.35131922684, 439965.34092797374, 390048.57341078727]","[545276.7119894748, 442269.0460654343, 390048.57341078727]","[570723.4150242911, 458671.1212533928, 390048.57341078727]","[515321.06343488937, 448266.4245968195, 390048.57341078727]","[505262.0997072694, 448051.27885026345, 390048.57341078727]","[528176.1689935175, 439901.9919972391, 390048.57341078727]","[533058.5664186947, 440749.22147494624, 390048.57341078727]","[504404.017730792, 436426.3034125434, 390048.57341078727]","[515427.59813749825, 432501.9898079668, 390048.57341078727]","[561040.0023872968, 442205.5058706315, 390048.57341078727]","[558980.4318923258, 455118.15843119356, 390048.57341078727]","[490719.69708000834, 434167.0575454283, 390048.57341078727]","[546841.2071556097, 454663.16042854416, 390048.57341078727]","[535584.5316921896, 445083.8850243711, 390048.57341078727]","[518767.24594664865, 437494.03727544745, 390048.57341078727]","[555892.193566802, 443461.8958593349, 390048.57341078727]","[523343.56733638194, 447991.9884750935, 390048.57341078727]","[527011.1722452326, 439564.7756014138, 390048.57341078727]","[502977.6383756172, 436197.1811310454, 390048.57341078727]","[540069.9528230736, 454806.31793329126, 390048.57341078727]","[546213.5395351286, 454876.31460003555, 390048.57341078727]","[535144.2414764795, 441566.41569278884, 390048.57341078727]"
"[533280.6065485622, 422658.05489347805, 372010.435834192]","[482479.3382247502, 424563.688070894, 372010.435834192]","[493944.48193779885, 422870.59097779205, 372010.435834192]","[538499.7995620401, 432793.0169769724, 372010.435834192]","[496508.47392945655, 413273.28422326804, 372010.435834192]","[524714.1680155068, 423312.38509366877, 372010.435834192]","[510311.66725713207, 420841.9154712446, 372010.435834192]","[478014.65002721705, 417894.38896079303, 372010.435834192]","[517718.01773567824, 433330.9366317073, 372010.435834192]","[489725.3309722831, 417752.3904658331, 372010.435834192]","[487936.4026089982, 422498.949614657, 372010.435834192]","[505624.48933085345, 433503.053723948, 372010.435834192]","[532624.7368975861, 430206.9159007839, 372010.435834192]","[529860.2082722478, 434447.16457185254, 372010.435834192]","[507735.259227828, 420124.2840329516, 372010.435834192]","[509215.7232963146, 430492.72636188276, 372010.435834192]","[494623.43497761624, 423329.4849083583, 372010.435834192]","[514569.1971209302, 423638.91933719715, 372010.435834192]","[496137.5510288324, 415431.5006971309, 372010.435834192]","[509637.4497627286, 441927.50452277646, 372010.435834192]","[531955.2964891093, 427024.1833953968, 372010.435834192]","[479872.13534162863, 418839.8722339053, 372010.435834192]","[494480.7361251006, 429243.86519010545, 372010.435834192]","[496097.78648998094, 420660.23344178783, 372010.435834192]","[544963.6991390617, 457399.19203986024, 372010.435834192]","[518541.35844211566, 421285.1242455119, 372010.435834192]","[493754.74745116226, 418743.87164251646, 372010.435834192]","[527491.2492234014, 429839.22547035525, 372010.435834192]","[507246.6023837129, 428043.2808746931, 372010.435834192]","[486778.5059803506, 417679.71870570164, 372010.435834192]","[488006.3874356096, 416853.9968007296, 372010.435834192]","[505880.9673009768, 427169.05256240943, 372010.435834192]","[516303.156635063, 422957.0814126501, 372010.435834192]","[528641.9396125152, 427192.9962431934, 372010.435834192]","[527966.520922418, 442726.62720565207, 372010.435834192]","[487464.39109405136, 418404.8120502427, 372010.435834192]","[493913.05254831054, 428712.7192256877, 372010.435834192]","[524171.02927279356, 434764.64789643214, 372010.435834192]","[516568.85809110873, 418512.6566094977, 372010.435834192]","[499433.77339900227, 423374.5849612226, 372010.435834192]","[549701.9373414653, 425538.3271487757, 372010.435834192]","[514665.9536768758, 420610.60324189265, 372010.435834192]","[524330.2203679419, 433820.0433807333, 372010.435834192]","[542035.1829664549, 454843.78647960606, 372010.435834192]","[516545.96876724897, 429856.69396436587, 372010.435834192]","[484878.0941124877, 416285.4485145987, 372010.435834192]","[518925.6697067701, 419211.99854819826, 372010.435834192]","[531954.5964929652, 444186.4194726595, 372010.435834192]","[523497.4418462702, 424931.8472668826, 372010.435834192]","[486295.9837542383, 417782.2242467748, 372010.435834192]"
"[614221.5835519355, 512662.33584381355, 447306.28156810335]","[617689.5459896794, 515573.3117516636, 447306.28156810335]","[608774.7982865935, 518349.4635300374, 447306.28156810335]","[630925.6542621889, 513141.6401008836, 447306.28156810335]","[608818.0999726113, 515216.6017520905, 447306.28156810335]","[621477.5807380958, 510337.8705120733, 447306.28156810335]","[620856.2626814551, 519643.9076255576, 447306.28156810335]","[607221.1100211857, 505738.0307332606, 447306.28156810335]","[578130.3478586663, 501712.92901269376, 447306.28156810335]","[619563.7583465193, 513931.71019050555, 447306.28156810335]","[574814.8821077301, 495101.7238649963, 447306.28156810335]","[581775.1699288837, 503616.84694792604, 447306.28156810335]","[647255.2770208863, 522028.7563764897, 447306.28156810335]","[645614.9532998664, 512228.19307811593, 447306.28156810335]","[650370.558473597, 525145.5006448019, 447306.28156810335]","[615725.2689692815, 502770.6547803851, 447306.28156810335]","[629586.9519448559, 506415.45000927197, 447306.28156810335]","[607085.3320434404, 504007.6103704844, 447306.28156810335]","[636550.428568084, 504727.59775305673, 447306.28156810335]","[622858.0237931514, 508509.0925864511, 447306.28156810335]","[573456.9364081696, 497269.965670199, 447306.28156810335]","[612692.7944255142, 502475.03246454656, 447306.28156810335]","[581537.4880044395, 489211.0081590456, 447306.28156810335]","[596802.5968136459, 508227.9206907623, 447306.28156810335]","[593810.1883071621, 504078.858149813, 447306.28156810335]","[581299.2170930088, 496561.3398193233, 447306.28156810335]","[603075.8663176424, 506920.29784238327, 447306.28156810335]","[608195.0913131614, 505669.8122996026, 447306.28156810335]","[566199.3315115909, 497310.19760988274, 447306.28156810335]","[600372.9142997699, 512807.3782929326, 447306.28156810335]","[612839.6842440219, 502385.04817613977, 447306.28156810335]","[618761.5335550458, 502784.503480342, 447306.28156810335]","[656576.1617137536, 508335.0491961521, 447306.28156810335]","[622602.3322558715, 497415.3431403549, 447306.28156810335]","[617530.8973522967, 515324.26384993386, 447306.28156810335]","[687660.3071315748, 526671.753243307, 447306.28156810335]","[617854.0877333692, 515708.679545981, 447306.28156810335]","[614310.0782527459, 525293.3223944763, 447306.28156810335]","[581768.6399612697, 506460.8644773225, 447306.28156810335]","[610432.4711063597, 508580.7297158335, 447306.28156810335]","[572064.3168653396, 499527.2141380889, 447306.28156810335]","[596160.4834607854, 506482.1199292284, 447306.28156810335]","[644175.0290615042, 514764.8635391855, 447306.28156810335]","[571805.639573042, 490613.3366264441, 447306.28156810335]","[605904.5548030558, 521951.1805709735, 447306.28156810335]","[637689.7625320782, 508892.36355806683, 447306.28156810335]","[650709.2867442628, 519335.8086975669, 447306.28156810335]","[602086.7273187732, 510005.7950985949, 447306.28156810335]","[631673.8369566697, 512775.01189828006, 447306.28156810335]","[615076.2439403676, 510716.2376701998, 447306.28156810335]"
"[601107.3739960522, 513535.4403692074, 455933.95802761574]","[609826.3611223977, 517063.05434378306, 455933.95802761574]","[616406.318796425, 522582.747026186, 455933.95802761574]","[609974.1981942503, 518670.17465062015, 455933.95802761574]","[663218.9533237175, 538666.3319914576, 455933.95802761574]","[649321.6321229844, 527250.5492643205, 455933.95802761574]","[629830.254496619, 524962.9905252244, 455933.95802761574]","[620350.2871274952, 531402.5222603738, 455933.95802761574]","[675960.8450744867, 545130.9532929837, 455933.95802761574]","[609337.3081758508, 509676.9064784791, 455933.95802761574]","[641676.1276198392, 528266.8202118063, 455933.95802761574]","[616230.3792106297, 509032.2170583419, 455933.95802761574]","[603518.0918693191, 514571.0708630331, 455933.95802761574]","[655882.2956882373, 516396.007750977, 455933.95802761574]","[591861.7922325672, 506633.1570400887, 455933.95802761574]","[647374.6456579062, 537945.7022919765, 455933.95802761574]","[681770.9388968816, 527300.5474986603, 455933.95802761574]","[606882.1710169965, 516516.75366371433, 455933.95802761574]","[632857.8759696231, 524487.1693098084, 455933.95802761574]","[598674.9818621165, 504120.8754640505, 455933.95802761574]","[656786.3581766805, 518004.22017792513, 455933.95802761574]","[663836.5800376359, 535362.2410959472, 455933.95802761574]","[668088.6746677861, 535152.4362524383, 455933.95802761574]","[614174.4032062294, 508425.10816914786, 455933.95802761574]","[624335.9625990128, 525238.6237926675, 455933.95802761574]","[656486.3010238727, 519549.7936662379, 455933.95802761574]","[622982.7914449782, 518551.74002358067, 455933.95802761574]","[621701.7438991449, 509555.99184047896, 455933.95802761574]","[576102.0939203248, 504117.5589253159, 455933.95802761574]","[644507.2316159479, 527479.2813750762, 455933.95802761574]","[629033.919673732, 509121.54846065457, 455933.95802761574]","[622682.3717418796, 521647.7700385113, 455933.95802761574]","[602526.3496877359, 515990.6908659913, 455933.95802761574]","[595052.6003607032, 507333.1670869486, 455933.95802761574]","[649921.3955845797, 526756.3666346275, 455933.95802761574]","[614910.3745403703, 527892.6341072755, 455933.95802761574]","[604613.784306723, 517099.5218035352, 455933.95802761574]","[577405.1516125388, 504643.68477217935, 455933.95802761574]","[620606.5508085344, 505701.1168361163, 455933.95802761574]","[642977.8760235197, 520978.05244693183, 455933.95802761574]","[652995.8295423815, 538130.8694469042, 455933.95802761574]","[653345.1462250326, 525807.4429315242, 455933.95802761574]","[623106.4783201288, 517434.54183832934, 455933.95802761574]","[621533.3316604452, 510051.86812274536, 455933.95802761574]","[621349.773589962, 507665.1393187398, 455933.95802761574]","[659103.4261898776, 528727.8563263605, 455933.95802761574]","[609898.5314322674, 509481.2789276596, 455933.95802761574]","[585451.8972720027, 499258.47537526855, 455933.95802761574]","[586838.1172231375, 506480.7095462522, 455933.95802761574]","[646954.2472707429, 510667.6726616004, 455933.95802761574]"
"[585478.7451774133, 494142.43450604065, 435179.234751468]","[586737.9587537115, 499552.9978559426, 435179.234751468]","[636289.5180241853, 502655.6998183796, 435179.234751468]","[632664.5515965419, 524117.3759011895, 435179.234751468]","[601293.6394287945, 507149.4989149261, 435179.234751468]","[619892.3384221842, 495239.0965929728, 435179.234751468]","[575943.4793899738, 493991.76530820894, 435179.234751468]","[585098.7822737264, 488702.90537143993, 435179.234751468]","[612397.9643091866, 507484.4813516695, 435179.234751468]","[597531.1017181814, 488040.77699109545, 435179.234751468]","[580695.5112916712, 491475.98733257706, 435179.234751468]","[599467.8086115316, 500656.1596463351, 435179.234751468]","[610369.9134196335, 492458.0262346317, 435179.234751468]","[597136.5939040628, 494865.0885791054, 435179.234751468]","[575992.169136953, 493208.49954024004, 435179.234751468]","[586136.7416204817, 494880.7960380445, 435179.234751468]","[600470.2547288548, 492479.84522949136, 435179.234751468]","[598729.4503422314, 487701.41898388613, 435179.234751468]","[568584.4794617892, 484928.7126405421, 435179.234751468]","[569076.8226047863, 492782.3748189456, 435179.234751468]","[610466.942084799, 534449.0952520828, 435179.234751468]","[578876.4550385758, 502261.57311708486, 435179.234751468]","[632846.1544088117, 507109.0289781389, 435179.234751468]","[587206.9579913438, 494644.7839104114, 435179.234751468]","[587017.3831884871, 495415.87360588287, 435179.234751468]","[571521.666713048, 492547.0482615356, 435179.234751468]","[599671.0826229679, 499959.57224508486, 435179.234751468]","[579963.1304355848, 486625.6288170919, 435179.234751468]","[561035.2918195478, 485260.3296889542, 435179.234751468]","[590496.7561818414, 508689.7226655799, 435179.234751468]","[565674.8243015845, 490117.682625544, 435179.234751468]","[672047.8442176462, 516037.953135906, 435179.234751468]","[616520.3415051731, 496166.80759955844, 435179.234751468]","[585483.4705059691, 494265.3930931286, 435179.234751468]","[556813.3693238662, 486065.1479735863, 435179.234751468]","[577495.402044694, 489953.0149686342, 435179.234751468]","[591364.8643719607, 498651.12352369225, 435179.234751468]","[638779.106169898, 515660.46735711856, 435179.234751468]","[618986.1536341863, 498386.3745816062, 435179.234751468]","[623809.9637062383, 502917.0832609612, 435179.234751468]","[607619.2687397669, 506486.5877003974, 435179.234751468]","[632639.9001215609, 506063.2847448199, 435179.234751468]","[590566.459870148, 484162.5088735618, 435179.234751468]","[563657.3341129235, 495373.73819692753, 435179.234751468]","[598187.8335115543, 502155.6335588081, 435179.234751468]","[594484.7052967531, 492500.20417065313, 435179.234751468]","[600816.6938443477, 493501.74957267335, 435179.234751468]","[607481.9967616356, 492853.5941360037, 435179.234751468]","[594170.4431316942, 494007.2955519748, 435179.234751468]","[667741.1361237996, 523844.9280150624, 435179.234751468]"
"[650324.3677781214, 533004.1994668453, 468403.84825258347]","[597248.233895365, 520720.1739502504, 468403.84825258347]","[624176.6359817097, 525356.1140573642, 468403.84825258347]","[671189.0310682015, 566030.4338080729, 468403.84825258347]","[630523.4255972118, 523002.7071067741, 468403.84825258347]","[646469.40074516, 530622.3521460755, 468403.84825258347]","[674774.5917293828, 530465.7548511758, 468403.84825258347]","[653623.0282507666, 530652.5131739179, 468403.84825258347]","[638171.8635654048, 530364.3064027218, 468403.84825258347]","[680812.9246599462, 547340.595568731, 468403.84825258347]","[674780.7816087473, 556718.9870235512, 468403.84825258347]","[620836.939369231, 536299.2651439757, 468403.84825258347]","[661739.3338896208, 537755.8628754481, 468403.84825258347]","[618765.3761232749, 539508.6041917998, 468403.84825258347]","[633062.9913913999, 530147.3640644758, 468403.84825258347]","[613099.98250933, 525522.0053637191, 468403.84825258347]","[657574.6898201782, 528782.1476043002, 468403.84825258347]","[648360.6035805547, 535212.6971251722, 468403.84825258347]","[640609.4373216137, 529056.5615613299, 468403.84825258347]","[631611.4170798666, 530043.2197504577, 468403.84825258347]","[645198.0710321054, 548991.72596081, 468403.84825258347]","[626798.5751880405, 526902.9403781778, 468403.84825258347]","[638615.8140088349, 549506.2112010429, 468403.84825258347]","[624712.213767025, 527432.5646286175, 468403.84825258347]","[612314.2427513667, 524716.9957162759, 468403.84825258347]","[610816.3281733235, 531720.8940363951, 468403.84825258347]","[634725.6788206442, 528659.3112827889, 468403.84825258347]","[646654.8832448922, 544107.0750062533, 468403.84825258347]","[600409.3155389755, 534273.2867320334, 468403.84825258347]","[608889.8989041537, 530619.7359610753, 468403.84825258347]","[630931.8839256602, 527431.840429599, 468403.84825258347]","[631848.9139094644, 541434.1546707071, 468403.84825258347]","[686026.2885721425, 530077.4005688459, 468403.84825258347]","[621061.8855166237, 527681.3450164302, 468403.84825258347]","[625746.918750667, 534438.8755471441, 468403.84825258347]","[628071.207002711, 533680.2434371253, 468403.84825258347]","[633995.9558682346, 551415.0449870831, 468403.84825258347]","[649017.8791037858, 545319.5114910795, 468403.84825258347]","[634919.8071139832, 538619.0758352611, 468403.84825258347]","[662371.6422262136, 546454.7874600851, 468403.84825258347]","[594344.4917823516, 519649.7794186678, 468403.84825258347]","[637269.5111219847, 529980.5770399852, 468403.84825258347]","[626754.2264448658, 523508.9225206246, 468403.84825258347]","[637971.2492882604, 542779.5616271774, 468403.84825258347]","[619804.7355419744, 524052.4353693552, 468403.84825258347]","[639963.3486572528, 524958.7761600423, 468403.84825258347]","[667418.6114538488, 558838.6689675747, 468403.84825258347]","[677502.589542473, 532079.4054156761, 468403.84825258347]","[644390.4066866991, 529521.3204437349, 468403.84825258347]","[653279.5224335344, 525397.2488548666, 468403.84825258347]"
