0
"[1164214.7515772914, 1153961.7217758766, 1121531.0937503357, 39683.32039254775]"
"[924614.0488178042, 917828.2468807019, 888687.7921233902, 34622.33055031973]"
"[1091978.7170747342, 1083159.8944703294, 1050376.6696648854, 38516.85116730912]"
"[783697.0758003636, 789232.5613601154, 760183.0557624735, 30131.89396648329]"
"[1204125.913495388, 1197770.1586475617, 1155220.1464349504, 40829.73789383707]"
"[1208635.3399933279, 1198089.4313391831, 1166273.1743958988, 41808.79138853011]"
"[1133772.988371355, 1125414.2034812872, 1091521.9824633594, 38840.58079399748]"
"[1249043.7853974188, 1238606.5788584866, 1205555.057110906, 42618.229376259544]"
"[1113426.8183126699, 1106873.2599218886, 1072217.0488966363, 40269.25315300781]"
"[1145990.5589890499, 1138785.6165018042, 1106629.4885778504, 39127.051674941205]"
"[1017888.5290676162, 1017237.2055749698, 984581.7361862217, 37093.7222106052]"
"[1068719.7969018663, 1069820.1653343523, 1029061.7834786754, 35728.782549731455]"
"[926234.6792639637, 919044.308670182, 885588.2656450557, 34062.57830275534]"
"[1177963.9035575732, 1182710.0644077137, 1130686.8823302954, 40597.604349009765]"
"[1292752.793051347, 1291188.7678993004, 1246391.4552519838, 43801.0755139045]"
"[912765.1228217478, 905588.5288028999, 877805.482289794, 33021.810124290496]"
"[1204166.466922994, 1199186.8631331644, 1161704.3926254916, 41021.9919564526]"
"[1114050.7422987216, 1108119.7034556535, 1075738.494235438, 38221.12892582125]"
"[1046926.9922105072, 1044065.3629969055, 1007703.9957431835, 36977.20019878037]"
"[961018.8783337504, 956839.6218092063, 926299.7038296628, 35171.49812208533]"
"[1289654.3287594297, 1282197.1567516972, 1247663.0252674597, 45005.34790714173]"
"[791363.3407088553, 779243.5708634293, 750218.1918507536, 31701.66544620485]"
"[1003859.554166785, 1003623.6658071768, 968151.421935533, 36060.93415990266]"
"[1153405.6685989466, 1150077.7830841015, 1109119.872931682, 38584.565892144434]"
"[1012402.0581989932, 1005472.5877918658, 975575.4144185638, 38415.04632810272]"
"[1023918.7169747498, 1016455.8574765979, 984122.1520354728, 36954.84996242857]"
"[1175823.0451378122, 1164403.045601621, 1129092.3482670188, 41522.12300444804]"
"[972247.7062678485, 971509.2415708964, 942046.8260645522, 35832.62806482527]"
"[1013127.7695472902, 1004798.7669105444, 971658.2999731589, 35398.85773762043]"
"[995995.36000051, 994046.8716030377, 961197.1376933879, 36390.07407799349]"
"[1068438.5299876854, 1058575.0422416246, 1026804.0929748677, 37598.40326573846]"
"[1075332.7583319726, 1066433.0441481387, 1032289.2451993682, 37510.589077249795]"
"[1287345.8629074846, 1284952.8613240535, 1247346.9297397372, 42998.73138944085]"
"[1283507.1443238037, 1273313.8481193956, 1238267.7590982649, 42519.34098227589]"
"[1105190.5951128479, 1096001.6519774448, 1061674.7207071083, 39441.251044868826]"
"[1234852.4940637704, 1227572.7367781936, 1192641.4757502011, 42663.63817458122]"
"[924920.675787386, 918572.5320507792, 887290.3075440022, 34672.867887749875]"
"[1171194.6961840536, 1161881.5574853767, 1127034.6707412363, 39802.99149240734]"
"[890179.0404821848, 885999.6320816773, 857767.4658758779, 32660.89414450403]"
"[1061320.3267687962, 1086778.1225717363, 1055060.4104999404, 37519.27303057661]"
"[1088117.0324269992, 1076186.5007857305, 1040786.0346148527, 39122.71375072334]"
"[896117.080187708, 897763.5364010553, 861534.5047709155, 34856.300338472196]"
"[1037795.8401536737, 1026255.8647862539, 989278.8045490654, 35537.84880446016]"
"[1027774.4205731286, 1027482.6468597136, 992208.3501765698, 35686.391103740796]"
"[1349099.7884061134, 1343105.259701046, 1302629.7710992598, 45835.190607489014]"
"[948733.8786542147, 944288.6841396648, 912330.5328300161, 33949.870358781525]"
"[1193988.6886011146, 1193027.1189903743, 1151593.1268496735, 41410.672836289086]"
"[857629.6387021411, 851815.305282227, 823554.6193343832, 32853.452491467615]"
"[1055696.740798097, 1053831.4029713417, 1021649.8971503989, 37792.01317769424]"
"[1088294.4774042538, 1096009.0202049417, 1053223.9529670512, 37620.02550025021]"
