,10,20,50,100,200,500,1000
1,5.119637174103484,7.4364251854399726,2.0727277896871263,1.5218496177467882,1.3135422166174755,,
2,2.7162458931643165,4.194859662996217,4.124607725032506,1.838077712331868,1.4044186582627218,,
5,1.802313698860081,2.2343121067631277,3.83558955744364,6.390521137675376,2.0062064058841154,,
10,1.5197348470878733,1.6896263340962396,2.438204760693664,3.688875559539925,6.340236825562304,,
