,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.213,1.141,1.076,1.045,1.028,1.015,1.008,1.355,1.225,1.128,1.065,1.040,1.020,1.011
2,1.265,1.182,1.099,1.059,1.036,1.018,1.010,1.467,1.254,1.132,1.079,1.047,1.023,1.012
5,1.397,1.281,1.159,1.099,1.057,1.026,1.014,1.496,1.336,1.183,1.133,1.079,1.030,1.017
10,1.439,1.403,1.238,1.149,1.087,1.040,1.022,1.524,1.462,1.286,1.177,1.104,1.043,1.025
