,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.476,1.329,1.213,1.147,1.104,1.065,1.046,1.731,1.449,1.259,1.186,1.128,1.077,1.053
2,1.601,1.392,1.236,1.159,1.110,1.068,1.047,1.916,1.523,1.318,1.179,1.135,1.079,1.055
5,1.877,1.690,1.342,1.209,1.138,1.079,1.051,2.114,1.917,1.416,1.252,1.160,1.090,1.058
10,1.440,1.822,1.564,1.310,1.186,1.099,1.062,1.602,2.047,1.683,1.348,1.207,1.110,1.070
