,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.200,1.140,1.081,1.051,1.031,1.015,1.009,1.294,1.179,1.100,1.058,1.036,1.017,1.010
2,1.396,1.308,1.206,1.149,1.105,1.066,1.046,1.514,1.373,1.231,1.165,1.114,1.071,1.049
5,1.637,1.534,1.385,1.287,1.207,1.129,1.091,1.771,1.646,1.430,1.314,1.224,1.137,1.094
10,1.654,1.713,1.545,1.419,1.308,1.195,1.137,1.806,1.805,1.601,1.449,1.332,1.203,1.142
