,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.318,1.221,1.141,1.097,1.066,1.040,1.028,1.511,1.310,1.180,1.117,1.079,1.045,1.032
2,1.380,1.263,1.161,1.107,1.072,1.043,1.029,1.586,1.351,1.227,1.123,1.083,1.048,1.033
5,1.583,1.400,1.227,1.143,1.094,1.052,1.033,1.742,1.496,1.265,1.174,1.107,1.059,1.037
10,1.451,1.604,1.335,1.203,1.127,1.067,1.041,1.588,1.716,1.390,1.228,1.139,1.073,1.045
