,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.449,1.325,1.208,1.146,1.102,1.065,1.045,1.656,1.426,1.276,1.181,1.124,1.079,1.054
2,1.810,1.562,1.354,1.250,1.175,1.110,1.078,2.232,1.696,1.419,1.280,1.201,1.124,1.087
5,2.244,2.115,1.658,1.447,1.317,1.194,1.135,2.722,2.342,1.815,1.509,1.348,1.215,1.145
10,1.667,2.261,2.048,1.682,1.471,1.289,1.199,1.917,2.607,2.296,1.769,1.502,1.312,1.209
