0
"[14968.67706037943, 14539.234806393199, 10855.509449039775, 6734.093535704829]"
"[27039.837420533542, 19828.640941059137, 14833.672677497494, 8866.458079324631]"
"[19379.483669279118, 15019.868458693772, 11355.757841656283, 6913.931035782874]"
"[15084.231401707788, 15502.643125853932, 11322.030266121928, 7142.404541685427]"
"[16823.886469722223, 13852.633835582912, 10230.644048529293, 6592.204141799921]"
"[13078.020677092883, 11254.293139257394, 8193.98004192186, 5711.613562874388]"
"[18174.442857294893, 16819.215579887375, 12854.384139211437, 7415.8755296399895]"
"[31584.673690093223, 25770.895859067103, 19616.35025869486, 11450.801036034492]"
"[20791.189685663503, 18914.540015524228, 14268.749661451337, 8442.52012344164]"
"[22486.180111564336, 19942.345634319852, 15107.463850434666, 8879.069992437104]"
"[26959.221994949185, 23227.757997414843, 17610.98975077153, 10259.892177209584]"
"[21341.612627983734, 15641.635876458864, 11774.31178605539, 7247.476541618263]"
"[21569.847870252393, 19573.890473003677, 14995.026458012386, 8435.816253703675]"
"[18985.47998183986, 17219.018559380966, 12761.536448645884, 8233.315545399377]"
"[17601.62096105468, 15246.721250133816, 11267.37477943064, 7391.443920098062]"
"[20137.706486518488, 17878.78084689529, 13422.588776953811, 8386.234043974899]"
"[19090.4979261932, 16102.685582768636, 11723.381136774502, 7193.8814069940045]"
"[12317.317985294467, 10525.030275117753, 7530.769228347455, 5703.360490077907]"
"[13183.172111848267, 11270.355779766747, 8346.512408804892, 5559.570082631635]"
"[13793.195471313624, 11803.150684211483, 8877.872492276292, 5525.308322447936]"
"[25873.739372903437, 19742.516902468928, 14792.068399009793, 9189.351517641995]"
"[17342.628362818865, 14147.429791173352, 10436.218801221372, 6684.940329162915]"
"[22443.51188129792, 18202.039222272862, 13601.690503417367, 8203.41399068649]"
"[16325.601486366966, 13601.491104322931, 9905.34282326466, 6468.128364576725]"
"[29332.77044312377, 26224.17769889037, 20219.807658474096, 10857.055327939284]"
"[15134.318186097664, 14504.49786681883, 10676.187560183687, 7174.670634804247]"
"[23315.65103860586, 19166.489900141816, 14386.5162847655, 8641.523162606687]"
"[22474.596339749547, 20167.161469915307, 15188.372398294609, 9031.424267366772]"
"[18824.10503183673, 16763.57306660789, 12594.7633021717, 7956.02383957256]"
"[18017.728586322974, 15346.870482664272, 11455.33561190175, 7294.965234737089]"
"[11003.443294780318, 9534.503702635062, 7028.013858097346, 4601.654962552492]"
"[19869.353111669392, 16612.933514452558, 12169.571640485685, 8036.770112187008]"
"[26740.994685783222, 22711.8314113665, 17308.164929718183, 9872.88041494116]"
"[20853.134190982462, 18329.318782194267, 13884.714389429082, 8111.528357815467]"
"[19581.45501996783, 18468.90202648902, 13803.95757438899, 8595.241354031741]"
"[20907.11631579073, 19012.583816541184, 13995.248460467239, 8313.094919123396]"
"[10170.219537348441, 9271.104586007725, 6975.538760257471, 4278.299162899343]"
"[23651.807283679787, 17468.217143086466, 12886.327492033597, 8533.607918515085]"
"[17717.4688389, 13471.81798100657, 9654.153846235464, 6875.186369287164]"
"[22886.257273557647, 20083.645078611808, 15311.24372452596, 8807.926648603838]"
"[29664.039168691594, 21938.56260163143, 16581.205328000015, 9864.332565218123]"
"[18273.336520534893, 14830.744352808973, 10995.352750070157, 7006.636581759306]"
"[19675.493942482142, 16575.365693509746, 12121.526931594213, 8090.008804933983]"
"[16856.979895948105, 15649.496982768258, 11408.151788441932, 7611.705622471557]"
"[16047.145336696483, 14447.064737232251, 10598.97988148374, 7073.652192368802]"
"[25058.107539406778, 20353.122863181, 15393.579151608743, 9231.792477742034]"
"[15345.149665637533, 13742.73752980616, 10051.883694158429, 6588.462685530347]"
"[18825.66788624841, 16903.90106652097, 12804.554281207256, 7784.62541401621]"
"[17733.32614333516, 15052.536872173743, 11432.485345039526, 6612.521446362779]"
"[19006.142922643365, 15896.791679211223, 11859.55137615685, 7456.670998433496]"
