,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.147,1.098,1.055,1.035,1.021,1.011,1.006,1.244,1.162,1.080,1.047,1.027,1.013,1.007
2,1.143,1.087,1.037,1.020,1.010,1.004,1.002,1.282,1.147,1.059,1.028,1.012,1.005,1.002
5,1.112,1.064,1.027,1.013,1.007,1.003,1.001,1.214,1.101,1.036,1.016,1.008,1.003,1.001
10,1.103,1.057,1.024,1.012,1.006,1.002,1.001,1.173,1.084,1.031,1.015,1.007,1.003,1.001
