,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.358,1.244,1.159,1.110,1.076,1.049,1.034,1.562,1.381,1.206,1.153,1.098,1.061,1.043
2,1.453,1.291,1.179,1.119,1.080,1.051,1.035,1.752,1.421,1.232,1.166,1.104,1.064,1.044
5,1.837,1.501,1.253,1.159,1.102,1.059,1.040,2.059,1.692,1.340,1.213,1.125,1.072,1.049
10,1.610,1.892,1.413,1.236,1.139,1.075,1.048,2.055,2.098,1.545,1.295,1.162,1.088,1.057
