,10,20,50,100,200,500,1000
1,6.458891566342741,3.0779290720244696,1.6939439530160834,1.4215185256446317,1.2701117570893923,1.163366926683553,
2,5.946693957505798,4.187473919871288,1.6656574294962785,1.3494956868214754,1.1869030421202182,1.0887613618140244,
5,4.834046009681709,3.2379163136785265,1.4813510756400434,1.2235302777581145,1.1066527272392783,1.0440922927075837,
10,4.595571997557789,3.1638064718686647,1.4440282378155394,1.1981694973731165,1.0924193978382835,1.0367389490310193,
