,10,20,50,100,200,500,1000,2000,10000
1,1.2221851138257525,1.1397801822940319,1.0673985731557887,1.0366200153207812,1.0199737720747295,1.0085150071429099,1.004426073903584,1.0022907970763644,1.0004800923345207
2,1.4347756829608909,1.3474505818146916,1.2124782586453382,1.148472048462472,1.1042389149156575,1.0609996217228848,1.041304901059314,1.0309839075532767,1.0129072972860755
5,1.6504340577539773,1.5995428877673743,1.412078259302419,1.2912596379789816,1.211886894262128,1.1281931022365541,1.084370476218843,1.0608732783806045,1.0264733934127843
10,1.6603408103609154,1.7076986685897426,1.5841660895728404,1.444823695133189,1.315401058723537,1.1944031871357002,1.1302375539436385,1.0931601708094174,1.040055014361482
