,10,20,50,100,200,500,1000
1,1.2818292796748874,1.2024700685073502,1.126686414281282,1.0874689048869959,1.0613292571957338,1.0372606407739091,
2,1.2124523116147765,1.1193899128073856,1.0556641780259541,1.0303002096613971,1.0159282137196952,1.0063156248174017,
5,1.173633636172288,1.0896282938760777,1.0374365341160534,1.0190460217352728,1.0093908071073128,1.003822698875608,
10,1.1774768489813368,1.0887221983214574,1.036747362364232,1.0186620749972695,1.009189462656263,1.0037391141374428,
