,10,20,50,100,200,500,1000
1,1.1904462345028672,1.1190868219754224,1.066249448991226,1.0412641061756955,1.0262254343450905,1.0122716775341347,
2,1.1475529590239222,1.0813425815987987,1.0357766766852063,1.0195910732623055,1.0100061637154603,1.004082783643205,
5,1.1191773106828447,1.0653552034622404,1.0276217719441025,1.014335589804414,1.0071680226622626,1.0028805297955339,
10,1.1184443158207389,1.064360479072029,1.0270078266569025,1.0139909259486908,1.0069781840498095,1.0028037436308923,
