,10,20,50,100,200,500,1000
1,1.4633420412544855,1.3386861583235374,1.1895834297906038,,,,
2,1.3004259171415573,1.1822068401983103,1.083192626539471,,,,
5,1.2174935334333326,1.112032455689457,1.0456636081401227,,,,
10,1.191848664584523,1.0978251556603633,1.0395609991554586,,,,
