,10,20,50,100,200,500,1000
1,1.2102031905843327,1.1489102059156837,1.0843450034345212,1.0497248066157612,1.0308646765277742,1.0149575573870413,
2,1.361500780275466,1.2779521913868823,1.1869964807723414,1.132471205928753,1.0961025203367682,1.064810332367116,
5,1.3435250998191721,1.209156043813852,1.1047049930440282,1.060488632041631,1.0306463090633935,1.0128941612230022,
10,1.2703301727920466,1.156209488631414,1.072839861910163,1.039087407440415,1.0196608375573948,1.0079398139483269,
