,10,20,50,100,200,500,1000
1,1.0057972284328425,1.0057926496729896,1.006738770624277,1.008629670328041,1.022789068762685,1.0149575573870413,
2,1.0058076096803414,1.0057609545989696,1.006249147235179,1.007535987031082,1.0115792800298662,1.0648103323671163,
5,1.005793068568608,1.0056293074204143,1.0057807470931375,1.0062440022090768,1.0073942615270062,1.012894161223002,
10,1.0057484592262016,1.0055342571285488,1.0056531684372039,1.0058701095591787,1.0063806092668,1.0079398139483273,
