,10,20,50,100,200,500,1000
1,1.0092352963230207,1.0096140593814853,1.0107994897756591,1.0148116802151885,1.0537371440528231,1.0409161691665432,
2,1.0083714873712388,1.0083220602363738,1.0081622850019145,1.0084501541626245,1.0103964289373022,1.039872161264845,
5,1.007432975225084,1.0076841596935022,1.0074232774382619,1.0075690372943398,1.007615528208299,1.0080820446689887,
10,1.0073091792863507,1.0075569708705205,1.0072941879832578,1.0074393869464227,1.0074665855107512,1.0074696384276451,
