0
"[120010.1628745493, 109955.73441263441, 100234.37308757711]"
"[175577.63157265383, 147409.35594423133, 133704.34872419777]"
"[184944.94681493455, 168478.00337440436, 153042.9120061214]"
"[180197.7548001497, 149296.43580227913, 136563.3006282017]"
"[139424.10511412224, 128010.19775723002, 116505.48000524151]"
"[214505.88715908473, 159000.17448613825, 145395.54919141508]"
"[164658.86369586244, 152943.5663493173, 139462.09559068162]"
"[195490.1993853884, 190568.1495491813, 174667.74072853778]"
"[203668.97726334113, 189892.62912056607, 175069.66213318915]"
"[198541.81544750623, 184637.43265385812, 169693.9186839409]"
"[138951.3409986885, 117627.55330155503, 106561.95982585684]"
"[154109.9753951249, 141639.13574680997, 128929.67991816897]"
"[176990.272960024, 155874.56631530344, 143139.460473656]"
"[218972.3377920657, 201078.10906500687, 185283.1522864709]"
"[116365.98768922001, 109663.373838308, 99469.02375365177]"
"[153069.7821241913, 145733.62115884485, 133199.2485760801]"
"[183577.03852021258, 161563.879049993, 147273.59313889054]"
"[203992.98566082923, 179224.31015028773, 164407.19426695065]"
"[165932.10373415664, 150046.38262802002, 137182.95193698973]"
"[223465.7825332203, 175588.9953070932, 160810.50826724025]"
"[160541.22158289532, 138327.47650130416, 125646.72260757626]"
"[171255.00338397833, 164163.60911457802, 149741.0378435544]"
"[130911.52062578124, 121412.69243560485, 110299.25934587372]"
"[215309.51994173886, 204723.33964107712, 188867.16787337646]"
"[167749.9684792183, 161344.96450119317, 147740.78442337128]"
"[174742.03564387897, 168804.9455300839, 154500.68870598706]"
"[129941.00229803282, 108234.36198172688, 98799.05228674224]"
"[135536.48834153326, 117795.1591242904, 106926.36066020615]"
"[155362.68020994784, 145699.83942738496, 132122.16568798185]"
"[177112.2525171797, 172442.08272558954, 157472.5818247051]"
"[143984.46713267834, 127701.42357179086, 116460.58928367832]"
"[176617.86814423127, 156612.99559736144, 144071.4747055344]"
"[148161.804529259, 137975.521589644, 125726.00389971888]"
"[155484.63568537487, 150880.05746982034, 137767.3254465722]"
"[131986.038229868, 126054.32373627259, 114818.34108739896]"
"[180117.58100948355, 166854.70698932462, 153136.567984226]"
"[203067.92484144628, 183254.22267170338, 168009.47640003584]"
"[137493.90830480956, 130443.48413014304, 118026.57044041836]"
"[126740.80704551285, 116532.13230156414, 105387.4283722182]"
"[161279.07369095797, 152092.5225330531, 139728.92696500517]"
"[183506.65307814704, 169844.1846408371, 156349.87195752974]"
"[198565.65705365382, 174810.92513556324, 160798.68342039836]"
"[168581.2936047027, 157792.2845380809, 144125.51377075855]"
"[154661.3810468702, 144007.17069049293, 131680.80772425627]"
"[163825.59556139534, 126952.78238619509, 115723.88577300304]"
"[155336.5408967888, 148017.70693576735, 135723.88079687313]"
"[142905.89948786347, 128277.50315520314, 116031.37954043536]"
"[183389.113887379, 171193.3496436318, 156605.76379090577]"
"[162968.44527259126, 153530.9525601428, 139266.2254612365]"
"[192087.51885060855, 178845.68909283678, 164194.42182856644]"
