0
"[11750.272071232625, 11742.17692547941, 10282.041822055355]"
"[23477.96987280646, 21679.07805988177, 18756.135691878877]"
"[17229.39112258154, 17143.34243431124, 14996.619461753786]"
"[27721.544947885304, 25653.69397693444, 23856.538973667793]"
"[28359.547332473805, 28164.606405777235, 24812.42311391569]"
"[36497.19204061517, 33710.3428597507, 29793.538202439267]"
"[29468.973993230393, 28876.586748670183, 24754.671431431125]"
"[31035.94454680546, 30610.83304431273, 27634.26141145034]"
"[28126.128846180847, 27167.46640366211, 24452.331796560247]"
"[38866.28456390646, 37573.93481469091, 34690.9728508308]"
"[22052.044964169752, 21433.481213229952, 19936.17827417844]"
"[19978.445781635004, 18820.20722523118, 16681.126786800196]"
"[22649.667024766997, 22554.38130165626, 21086.26404314387]"
"[20696.56200467003, 20541.652807852388, 18364.267584779824]"
"[28602.341869160813, 28268.885264188793, 25976.75513516814]"
"[25596.51024340067, 25520.577796251964, 23914.789346010944]"
"[28641.02920587865, 28703.1472442247, 26800.030369892134]"
"[26556.492178430137, 25540.74194915231, 22774.930218771595]"
"[33372.81061595214, 30844.54938616641, 28152.182326604423]"
"[29988.02714362958, 29365.838056692417, 27808.519831254787]"
"[39681.4082589618, 37206.66371215253, 33488.20211271153]"
"[28265.82921880715, 27824.85464316546, 25226.901779837128]"
"[27394.66540559883, 26656.766071282585, 24008.451858216227]"
"[25306.753040594896, 24331.536936368844, 21612.46944080819]"
"[27980.666101411418, 26927.526565279124, 23546.318612709805]"
"[23661.29106835626, 22772.191339517005, 20925.266842965426]"
"[23515.03808146374, 20491.016034004526, 17743.50264757859]"
"[23538.334433621934, 22658.43978331858, 20608.120588468857]"
"[34630.5799041924, 35046.148647120186, 32504.403591746955]"
"[26468.653907439715, 26366.43255909185, 24817.283020668503]"
"[25474.2817021221, 23053.904278903756, 20890.252969577934]"
"[27896.90178532887, 26336.80603090523, 23250.763964032558]"
"[34773.6991372975, 33458.711714645164, 30200.44793622803]"
"[31883.76827475243, 30199.790204551424, 27036.350605847965]"
"[29290.894625734032, 28467.569058850553, 26379.247116505812]"
"[30712.74886233076, 29849.250553172624, 27482.11024754663]"
"[12431.02447443531, 12164.001401475347, 10771.523513880447]"
"[26109.4530255962, 25589.302542378853, 23366.158249100587]"
"[17732.381870013083, 16801.98271195427, 15477.07661382563]"
"[21795.089485555298, 22258.0123862028, 20371.274963416625]"
"[32088.969089039583, 31708.514904480373, 30313.078731155878]"
"[25262.890593845637, 24052.98685685028, 20302.812125973716]"
"[26321.23334713707, 25973.252143974718, 24906.178223311086]"
"[38660.33676289323, 36524.91218035921, 33618.875008137155]"
"[15053.459606646495, 15005.879516278683, 13261.163014030026]"
"[22715.39791324185, 22490.37281557611, 20373.004975164153]"
"[35289.74863496507, 35196.09340145687, 31717.737840734528]"
"[19910.473465645384, 18760.715934911386, 17312.817469330694]"
"[32998.25833238698, 29806.777916700077, 26464.093258624926]"
"[19817.326465586044, 19040.371644793122, 16559.164538265548]"
