,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.355,1.245,1.150,1.104,1.071,1.042,1.028,1.640,1.321,1.192,1.125,1.082,1.047,1.033
2,1.319,1.229,1.142,1.094,1.066,1.040,1.027,1.440,1.296,1.198,1.127,1.082,1.046,1.030
5,1.301,1.161,1.071,1.037,1.018,1.007,1.004,1.437,1.222,1.093,1.046,1.021,1.008,1.004
10,1.304,1.158,1.067,1.035,1.017,1.007,1.003,1.440,1.216,1.088,1.043,1.019,1.008,1.004
