,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,6.067,4.331,1.899,1.481,1.299,1.185,1.123,8.963,7.012,2.240,1.679,1.475,1.243,1.158
2,4.598,7.103,2.484,1.708,1.419,1.247,1.164,7.517,9.741,3.392,2.043,1.528,1.299,1.204
5,3.680,6.001,2.456,1.551,1.266,1.110,1.060,6.212,7.667,3.580,1.987,1.317,1.138,1.087
10,3.282,5.580,2.288,1.461,1.202,1.079,1.040,6.143,6.854,3.251,1.625,1.242,1.092,1.052
