,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.217,1.154,1.086,1.052,1.032,1.016,1.009,1.313,1.277,1.103,1.065,1.037,1.019,1.010
2,1.358,1.277,1.187,1.136,1.098,1.061,1.043,1.481,1.341,1.220,1.156,1.112,1.068,1.046
5,1.312,1.197,1.105,1.055,1.028,1.011,1.006,1.584,1.278,1.193,1.076,1.037,1.013,1.006
10,1.259,1.148,1.071,1.036,1.018,1.007,1.004,1.438,1.210,1.119,1.049,1.022,1.008,1.004
