0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
"[643028.108701771, 530082.772323268, 465032.0691205464]","[641059.1265091286, 528298.2951660044, 465032.0691205464]","[623104.7142608879, 530786.2154342213, 465032.0691205464]","[676287.1679689231, 562253.5066463784, 465032.0691205464]","[606184.3889065313, 531369.7333569258, 465032.0691205464]","[669963.0093019581, 550404.6990959106, 465032.0691205464]","[617562.8239149898, 516541.267627694, 465032.0691205464]","[700909.8116646013, 529566.0889319379, 465032.0691205464]","[656368.272519061, 542817.2120187626, 465032.0691205464]","[645118.3318340383, 543209.3376232482, 465032.0691205464]","[668577.5008335598, 532741.733261969, 465032.0691205464]","[623945.1624748742, 531331.5679153324, 465032.0691205464]","[663106.5154323779, 529891.7898399553, 465032.0691205464]","[659500.6727631511, 546423.9938455311, 465032.0691205464]","[651854.445152294, 550301.1016099302, 465032.0691205464]","[643373.4863526608, 527529.0030238676, 465032.0691205464]","[619857.185350772, 526158.8353722838, 465032.0691205464]","[648408.5579640216, 542035.2133379588, 465032.0691205464]","[595913.5244694186, 522108.57284574275, 465032.0691205464]","[623333.1655014409, 522226.753059494, 465032.0691205464]","[642398.3363283467, 533775.389470467, 465032.0691205464]","[640398.5638189298, 527284.5591301931, 465032.0691205464]","[664244.1655176322, 535652.5843982544, 465032.0691205464]","[648425.4647864421, 544460.7539879334, 465032.0691205464]","[641613.0130307538, 536004.6356779884, 465032.0691205464]","[621255.577170696, 535051.2324642655, 465032.0691205464]","[618180.938519431, 524413.1190251122, 465032.0691205464]","[620876.7394025403, 539380.1056898107, 465032.0691205464]","[643367.6178984649, 530296.7519474745, 465032.0691205464]","[671220.5446335878, 556199.3814382596, 465032.0691205464]","[684677.3891584758, 546494.3036823418, 465032.0691205464]","[622941.2582265307, 528191.7745321239, 465032.0691205464]","[659734.0722632599, 556966.6031075491, 465032.0691205464]","[703800.1731631457, 539384.5944952327, 465032.0691205464]","[629735.3749063711, 529247.9379721303, 465032.0691205464]","[608633.2245271268, 522865.80558104, 465032.0691205464]","[630698.0230575085, 552053.0260032135, 465032.0691205464]","[611480.5427566017, 525266.0627855706, 465032.0691205464]","[644957.2765298636, 556665.3684436119, 465032.0691205464]","[659808.4464370405, 528055.2718588624, 465032.0691205464]","[684865.2635712095, 532663.4375051463, 465032.0691205464]","[707404.6792661138, 566058.8451930325, 465032.0691205464]","[649320.4776382494, 519899.83919174806, 465032.0691205464]","[615411.6589853722, 527058.0580901122, 465032.0691205464]","[605248.2874771428, 519232.1227276007, 465032.0691205464]","[636312.682136371, 535111.1112972025, 465032.0691205464]","[624584.5151661112, 527736.695550573, 465032.0691205464]","[620930.9741707083, 524746.4232495733, 465032.0691205464]","[687088.8679884553, 528660.313572803, 465032.0691205464]","[623260.9268346447, 530825.3982501546, 465032.0691205464]","[626270.2742294789, 530324.6982611665, 465032.0691205464]","[642892.2045166, 522735.6847228096, 465032.0691205464]","[616295.0039754387, 524137.6663970982, 465032.0691205464]","[610585.1253913714, 518894.3233316338, 465032.0691205464]","[636736.6857362925, 521424.763129504, 465032.0691205464]","[620756.4818652563, 525102.2567137668, 465032.0691205464]","[650050.1873229052, 537448.770162339, 465032.0691205464]","[658486.7491429915, 521799.4435967979, 465032.0691205464]","[619998.2534561807, 520558.22056596796, 465032.0691205464]","[664493.9427833414, 551932.4995919135, 465032.0691205464]","[672977.1187278966, 546215.0308074198, 465032.0691205464]","[652342.5143141843, 537250.2937274898, 465032.0691205464]","[605583.8677663428, 520567.62544817507, 465032.0691205464]","[635359.9041469963, 532007.5421384226, 465032.0691205464]","[663269.6986413944, 539939.8449823951, 465032.0691205464]","[613320.2895659149, 534639.7414130695, 465032.0691205464]","[613450.1863760221, 519315.8198346196, 465032.0691205464]","[661345.2137494717, 542998.8392587602, 465032.0691205464]","[602850.0652538807, 532324.1796352604, 465032.0691205464]","[683517.0711654691, 530678.9533804097, 465032.0691205464]","[583562.8482620358, 511182.562108038, 465032.0691205464]","[633711.3519609433, 532737.4811782127, 465032.0691205464]","[638210.9767696704, 542306.8628495353, 465032.0691205464]","[644105.4482492824, 525126.4090914831, 465032.0691205464]","[646650.3445317916, 530132.6832218973, 465032.0691205464]","[639446.0239292574, 529671.1101665449, 465032.0691205464]","[629681.9224995299, 520150.16651837504, 465032.0691205464]","[615564.0964722106, 529616.1622855187, 465032.0691205464]","[612357.2047850401, 516879.7768489455, 465032.0691205464]","[669300.9835579249, 524868.2412279049, 465032.0691205464]","[683252.8061826021, 554903.781615943, 465032.0691205464]","[642762.745071146, 525300.9652282709, 465032.0691205464]","[666166.3756897368, 530775.2724291751, 465032.0691205464]","[671280.5025690941, 540673.1810638023, 465032.0691205464]","[627849.0754404428, 523012.3662344199, 465032.0691205464]","[640652.7393990137, 531448.2930569642, 465032.0691205464]","[671080.6854667184, 534015.4966885721, 465032.0691205464]","[624930.4598386985, 521887.2441718522, 465032.0691205464]","[649130.1274541924, 521342.90183046996, 465032.0691205464]","[638443.7365531072, 533752.890814971, 465032.0691205464]","[618114.2472201186, 521601.08930387313, 465032.0691205464]","[618309.6826737848, 525111.100406445, 465032.0691205464]","[641254.8074373319, 527533.4360471687, 465032.0691205464]","[630123.7331948277, 530848.0847326895, 465032.0691205464]","[680846.6287175288, 517964.4363128413, 465032.0691205464]","[630675.6888297359, 527782.5810256391, 465032.0691205464]","[650039.3907266078, 536000.2249972054, 465032.0691205464]","[648145.1276916172, 525050.7451902868, 465032.0691205464]","[622363.3972757118, 525387.8458304437, 465032.0691205464]","[629362.6159640409, 559605.4721956069, 465032.0691205464]","[661210.7317197671, 537815.8365987254, 465032.0691205464]","[625837.060904964, 522389.4301462623, 465032.0691205464]","[602085.1774570285, 519654.37186243816, 465032.0691205464]","[635914.8537881667, 535529.3353107462, 465032.0691205464]","[680010.7716558825, 552959.905275561, 465032.0691205464]","[608173.9730653213, 517986.0343458206, 465032.0691205464]","[598881.0214124059, 523474.56227049656, 465032.0691205464]","[609553.5344505521, 520230.76080276264, 465032.0691205464]","[610175.0429674897, 516271.20018589566, 465032.0691205464]","[646076.1743440608, 529591.5211889936, 465032.0691205464]","[629175.546837262, 539339.0019289971, 465032.0691205464]","[653467.6238848758, 543083.9734690882, 465032.0691205464]","[656238.9297489509, 528269.7441813216, 465032.0691205464]","[679187.9936183408, 539507.3653700463, 465032.0691205464]","[598429.9286504238, 515555.80064773594, 465032.0691205464]","[627711.928607089, 520294.3718261294, 465032.0691205464]","[666400.4470013932, 554137.5001863267, 465032.0691205464]","[594048.3393232292, 523011.8067944922, 465032.0691205464]","[623680.9874361061, 517403.79720607545, 465032.0691205464]","[639535.4487442555, 530780.9623008617, 465032.0691205464]","[640102.5635034615, 532207.2031683879, 465032.0691205464]","[667010.5361955676, 548533.0533637144, 465032.0691205464]","[632645.4297156107, 524417.2991443122, 465032.0691205464]","[635241.0860599672, 515860.31079865224, 465032.0691205464]","[623315.4814337232, 525803.1211397772, 465032.0691205464]","[682365.7575985391, 554973.0586706934, 465032.0691205464]","[698389.7205855646, 560659.6517483755, 465032.0691205464]","[615911.0399655607, 513674.8963357956, 465032.0691205464]","[645156.220680538, 519996.0943715829, 465032.0691205464]","[635323.1706955828, 532295.6166801159, 465032.0691205464]","[644862.219452212, 551157.108014467, 465032.0691205464]","[656874.5186734813, 519646.7744982081, 465032.0691205464]","[656706.1561410264, 541701.5478660726, 465032.0691205464]","[703770.1888782699, 562071.1857324267, 465032.0691205464]","[631375.1874356631, 531369.5664225199, 465032.0691205464]","[626673.2052618437, 523441.7686222912, 465032.0691205464]","[665226.5935982537, 523071.35528837633, 465032.0691205464]","[618483.1374393221, 538369.0969387457, 465032.0691205464]","[679009.1986641577, 544084.6205066429, 465032.0691205464]","[631168.7350481974, 532369.3566394723, 465032.0691205464]","[634633.3530805601, 534346.1733252039, 465032.0691205464]","[685729.7382668722, 536399.078581663, 465032.0691205464]","[624604.9590937885, 523939.67902230774, 465032.0691205464]","[619983.7219100867, 534745.9434137817, 465032.0691205464]","[653353.3938100617, 526501.1550465054, 465032.0691205464]","[584833.76521899, 508134.91511741263, 465032.0691205464]","[652904.3534084377, 528864.011958556, 465032.0691205464]","[627612.5459761111, 536832.2192338133, 465032.0691205464]","[609433.1587703789, 515705.3967428122, 465032.0691205464]","[641535.5892995519, 542869.8510213995, 465032.0691205464]","[649578.6976611592, 545213.7469778137, 465032.0691205464]","[682055.4641749637, 551804.5364612839, 465032.0691205464]","[613528.8316653293, 532145.4512716997, 465032.0691205464]","[636013.6011148475, 530612.5148002156, 465032.0691205464]","[638327.9242557226, 522710.2507877182, 465032.0691205464]","[615510.7612998378, 532531.8069574696, 465032.0691205464]","[691637.6757573268, 560994.8172688406, 465032.0691205464]","[615140.7210366224, 520963.95820310904, 465032.0691205464]","[634306.7123881669, 539185.7240432812, 465032.0691205464]","[598865.6227388867, 511801.0077117316, 465032.0691205464]","[647046.0211471564, 523470.48752527044, 465032.0691205464]","[658914.2948709963, 532356.9011494777, 465032.0691205464]","[642566.8669955494, 541741.8348201835, 465032.0691205464]","[694701.2727603412, 558862.1997211879, 465032.0691205464]","[638026.5735453475, 539509.6119175325, 465032.0691205464]","[678219.9005455351, 559186.3455644866, 465032.0691205464]","[613875.864188902, 534911.9192704394, 465032.0691205464]","[604719.2530142879, 520061.3994600913, 465032.0691205464]","[667448.9547081017, 548271.3904311181, 465032.0691205464]","[640718.5694856119, 544750.2936061433, 465032.0691205464]","[625060.3360783376, 527440.9571472873, 465032.0691205464]","[617004.4982767423, 530911.9231953194, 465032.0691205464]","[654068.190901865, 523570.901143385, 465032.0691205464]","[608451.2506899808, 522395.3109145919, 465032.0691205464]","[626842.2744723561, 521203.40655414114, 465032.0691205464]","[601507.7297428264, 529024.7907863507, 465032.0691205464]","[631144.8250442271, 529021.6008888124, 465032.0691205464]","[673154.224558973, 552487.0798125245, 465032.0691205464]","[629993.2377836934, 521241.8841950189, 465032.0691205464]","[628947.9731954905, 517129.7806568244, 465032.0691205464]","[615735.9119825591, 522410.70032194525, 465032.0691205464]","[591885.0430052673, 514996.8917849214, 465032.0691205464]","[612562.0829963539, 517270.2151416844, 465032.0691205464]","[674978.289363626, 569601.596524181, 465032.0691205464]","[664323.4239463588, 535889.784967049, 465032.0691205464]","[607576.1328374101, 523487.99407561496, 465032.0691205464]","[595016.5185479257, 515800.4621393646, 465032.0691205464]","[638346.740207387, 530094.2658342142, 465032.0691205464]","[634632.3731563877, 528033.4801460576, 465032.0691205464]","[640630.592938178, 543514.8299524352, 465032.0691205464]","[637991.8670917702, 529618.6066793274, 465032.0691205464]","[627661.8374655556, 530020.5057616276, 465032.0691205464]","[619939.3948676402, 523663.21890994103, 465032.0691205464]","[614981.2982074709, 518715.9577255391, 465032.0691205464]","[621355.4189281135, 519202.9940100704, 465032.0691205464]","[652396.0744288522, 521242.55389656656, 465032.0691205464]","[627838.1264979481, 521174.3643405995, 465032.0691205464]","[607411.783641848, 519053.10921929614, 465032.0691205464]","[674023.9058727772, 540782.4938508541, 465032.0691205464]","[634010.6403125133, 531154.456656157, 465032.0691205464]"
"[631645.4153334067, 514254.6227015731, 448879.01055107114]","[631510.1622953113, 527585.7004759347, 448879.01055107114]","[611505.6320060571, 521209.1181690127, 448879.01055107114]","[609840.3716293764, 511205.0084467124, 448879.01055107114]","[620108.0392831063, 519738.3209466577, 448879.01055107114]","[610162.5021225018, 508403.2296952989, 448879.01055107114]","[611569.6703417031, 520693.9784427071, 448879.01055107114]","[602266.9267918965, 513930.05929322174, 448879.01055107114]","[617933.0031549968, 531512.094922333, 448879.01055107114]","[604182.274610474, 516800.29172752786, 448879.01055107114]","[627774.8561260848, 509713.8759839788, 448879.01055107114]","[580325.3069518636, 496380.77986684284, 448879.01055107114]","[604423.8387207784, 512442.5105834628, 448879.01055107114]","[600287.0522005698, 509158.38758059597, 448879.01055107114]","[651895.8849283479, 530204.8689131105, 448879.01055107114]","[586427.2633457425, 506160.31503246556, 448879.01055107114]","[619999.3106592717, 521984.95247923554, 448879.01055107114]","[643206.5244531122, 527986.3364765003, 448879.01055107114]","[628865.3262243606, 520341.23915078683, 448879.01055107114]","[667432.0424912958, 519646.0411265066, 448879.01055107114]","[598648.3803062451, 514153.369884816, 448879.01055107114]","[614307.8196434323, 510298.0562117906, 448879.01055107114]","[597263.3972997776, 509854.05504010664, 448879.01055107114]","[600485.4067399766, 497301.72627849574, 448879.01055107114]","[611656.7501568703, 516513.9180093064, 448879.01055107114]","[656617.2964655543, 527008.7669965036, 448879.01055107114]","[628999.784721315, 521839.6518177218, 448879.01055107114]","[607497.5809416694, 506440.4821304201, 448879.01055107114]","[595330.8206289879, 500406.3237648244, 448879.01055107114]","[612145.21132324, 506241.04040509165, 448879.01055107114]","[601479.4933724488, 523064.3138916142, 448879.01055107114]","[613239.4725313982, 504238.3662268453, 448879.01055107114]","[629025.4232240951, 554553.5790526482, 448879.01055107114]","[652456.4539080042, 520055.7216299522, 448879.01055107114]","[609009.456508317, 521329.8039205886, 448879.01055107114]","[586092.3895162076, 504666.52730005217, 448879.01055107114]","[621039.5582175615, 519587.68475244264, 448879.01055107114]","[637615.7408017243, 519517.89162806614, 448879.01055107114]","[598721.534943691, 500831.4647268069, 448879.01055107114]","[610537.3690109358, 500055.94352010963, 448879.01055107114]","[618655.2438467571, 509077.36393924477, 448879.01055107114]","[609334.9236652012, 509650.89456427627, 448879.01055107114]","[603311.685928045, 507719.88562877686, 448879.01055107114]","[579382.3485892384, 506897.3696934444, 448879.01055107114]","[610392.2346592543, 519084.0008398807, 448879.01055107114]","[661451.0615044234, 523567.7216259796, 448879.01055107114]","[647742.770380143, 524210.0805078559, 448879.01055107114]","[613530.2222384871, 511169.5290540855, 448879.01055107114]","[606725.7979515247, 509122.2618816556, 448879.01055107114]","[595961.7874631186, 519071.9557983098, 448879.01055107114]","[592439.2977285897, 499068.78620359104, 448879.01055107114]","[641940.9579746146, 547593.1822280476, 448879.01055107114]","[640190.9820207172, 517342.46192962205, 448879.01055107114]","[666002.0735721946, 544711.8139704285, 448879.01055107114]","[593117.2501595351, 504478.7071110215, 448879.01055107114]","[586005.6630458878, 502975.9002111895, 448879.01055107114]","[620136.306775796, 523132.7601604389, 448879.01055107114]","[643106.7055745332, 506451.0683249978, 448879.01055107114]","[594320.5763276202, 500346.4993644013, 448879.01055107114]","[583532.1962949808, 507528.7907342038, 448879.01055107114]","[574961.0229249729, 502873.2597333123, 448879.01055107114]","[588958.6393838101, 515033.4970352267, 448879.01055107114]","[659919.3977003045, 522596.49520004046, 448879.01055107114]","[642056.1068382866, 520425.3924164353, 448879.01055107114]","[585596.5190878733, 501918.41705083824, 448879.01055107114]","[659597.943214349, 523574.4356480686, 448879.01055107114]","[655627.5076294846, 541824.9697915151, 448879.01055107114]","[650046.5059613417, 517791.1004765805, 448879.01055107114]","[611605.6262000448, 517749.2041215923, 448879.01055107114]","[570483.7088619365, 500068.81740172836, 448879.01055107114]","[598667.6458660372, 504713.45079569414, 448879.01055107114]","[658667.8274757115, 508678.9486379837, 448879.01055107114]","[643005.7637278375, 515917.4698884578, 448879.01055107114]","[613418.2894926129, 508168.14764160867, 448879.01055107114]","[602202.5819608718, 500108.850589967, 448879.01055107114]","[655514.5355884865, 508009.36174417654, 448879.01055107114]","[597275.8319292642, 516224.9466523292, 448879.01055107114]","[605643.2836181603, 498629.18368915544, 448879.01055107114]","[607272.6461288317, 506349.7660565947, 448879.01055107114]","[603773.0072185313, 506601.57065840176, 448879.01055107114]","[632450.7842368268, 528312.646955775, 448879.01055107114]","[608121.6434841922, 502071.7943951754, 448879.01055107114]","[605719.7100790982, 507592.29338182375, 448879.01055107114]","[633683.3499775368, 517480.31090083445, 448879.01055107114]","[641981.0380487086, 537996.6794261283, 448879.01055107114]","[628092.3663632907, 517595.866948886, 448879.01055107114]","[660795.5602993305, 505492.87775267067, 448879.01055107114]","[576290.3222089317, 502537.2262216717, 448879.01055107114]","[680537.7924210536, 546456.4040201002, 448879.01055107114]","[631098.3701743, 522689.2708704172, 448879.01055107114]","[625880.9959042198, 509179.0975434362, 448879.01055107114]","[668331.6167518364, 546940.9617039135, 448879.01055107114]","[612303.7777349522, 505397.41161969583, 448879.01055107114]","[621436.1499241942, 511092.25908660836, 448879.01055107114]","[675240.4468818804, 546673.1906790489, 448879.01055107114]","[626767.6359255848, 511041.7746526124, 448879.01055107114]","[648308.3244424083, 514602.54918133066, 448879.01055107114]","[594928.3857963075, 500733.77358980704, 448879.01055107114]","[652328.5238110318, 520291.73501167813, 448879.01055107114]","[604671.6417971127, 509202.6045076756, 448879.01055107114]","[647680.4954819574, 512247.3482852078, 448879.01055107114]","[674316.3417495367, 523137.41027135117, 448879.01055107114]","[576002.5702566932, 507745.89279685356, 448879.01055107114]","[594858.2578025607, 507378.86316077615, 448879.01055107114]","[577059.9400300118, 494890.95645378, 448879.01055107114]","[627500.7937594146, 513216.36783717474, 448879.01055107114]","[610440.8986074011, 516601.6435120916, 448879.01055107114]","[598313.5364076116, 503961.52762814396, 448879.01055107114]","[601485.4152744933, 506398.60443216946, 448879.01055107114]","[593601.6603117046, 500710.1242498449, 448879.01055107114]","[589676.1408443638, 504902.56013294007, 448879.01055107114]","[605867.1799668486, 515356.00796032586, 448879.01055107114]","[590051.285549253, 504255.80040345556, 448879.01055107114]","[607656.8714164952, 511604.88888299605, 448879.01055107114]","[575939.5781628194, 500691.1381322742, 448879.01055107114]","[637725.345834358, 515529.0323767976, 448879.01055107114]","[615933.3842623637, 521190.47265172744, 448879.01055107114]","[646221.4369653425, 520353.6865038358, 448879.01055107114]","[608105.2589419738, 517982.04658570775, 448879.01055107114]","[587706.6697822775, 492866.4401766844, 448879.01055107114]","[617927.8222279305, 510367.718389349, 448879.01055107114]","[621026.9487509708, 512376.7147905811, 448879.01055107114]","[623551.8421081798, 518441.985455925, 448879.01055107114]","[632346.6914849534, 520025.51632668544, 448879.01055107114]","[610945.1853053564, 511163.94462715916, 448879.01055107114]","[598575.2356836948, 507366.97741782386, 448879.01055107114]","[602477.2432896578, 518052.8825925061, 448879.01055107114]","[611808.9725166766, 511116.75795726164, 448879.01055107114]","[607227.6599508255, 514967.3477484838, 448879.01055107114]","[627826.7526965581, 523033.1330452597, 448879.01055107114]","[657603.6378021768, 543724.0935939908, 448879.01055107114]","[613957.1889072045, 506038.1235116058, 448879.01055107114]","[605621.9956088057, 500419.58288557734, 448879.01055107114]","[619330.6581789156, 519494.2604844792, 448879.01055107114]","[650191.8765352375, 518020.5479078884, 448879.01055107114]","[583591.3114098561, 498774.780180484, 448879.01055107114]","[594928.5861384363, 503958.6238830726, 448879.01055107114]","[633539.3197537161, 513489.5034729213, 448879.01055107114]","[595909.8962185823, 506089.5605327223, 448879.01055107114]","[653601.2040612587, 533997.6459363198, 448879.01055107114]","[618325.1651657404, 509345.27422377333, 448879.01055107114]","[590116.8455271914, 506887.32864996325, 448879.01055107114]","[586115.0181828632, 501350.2000779845, 448879.01055107114]","[603047.3191873876, 508546.09667941654, 448879.01055107114]","[623286.7006808317, 519523.57698400697, 448879.01055107114]","[614304.8531248047, 522616.3496709704, 448879.01055107114]","[657046.4113217711, 531658.6901137864, 448879.01055107114]","[588933.3681188361, 507437.97488189104, 448879.01055107114]","[612662.0582569309, 505158.73426473106, 448879.01055107114]","[613070.5068639811, 519195.60639909783, 448879.01055107114]","[619485.8554855556, 507151.65371813957, 448879.01055107114]","[626999.8740643656, 506536.6459125448, 448879.01055107114]","[650561.3534623004, 529178.7144536283, 448879.01055107114]","[606423.1139204679, 517721.5494502154, 448879.01055107114]","[629130.7113190381, 520053.87403504073, 448879.01055107114]","[607297.0082171576, 508713.12625078054, 448879.01055107114]","[625931.6415163783, 521161.6905180639, 448879.01055107114]","[606741.9986251666, 505846.5318299144, 448879.01055107114]","[656863.9218500078, 518927.6120245345, 448879.01055107114]","[633692.2781870312, 527878.4244114879, 448879.01055107114]","[560392.1718090256, 495618.6004413817, 448879.01055107114]","[613191.9821532504, 512977.9727184552, 448879.01055107114]","[627401.9368989302, 513401.21041999426, 448879.01055107114]","[636884.7336662483, 524814.6165161289, 448879.01055107114]","[628166.2660898932, 516072.81275707006, 448879.01055107114]","[585372.9605021479, 507462.7028768505, 448879.01055107114]","[575977.677670855, 500698.42236772826, 448879.01055107114]","[592804.1159528592, 518526.56230286736, 448879.01055107114]","[566867.1697518239, 503150.5726461435, 448879.01055107114]","[603478.8801042392, 511363.8520845202, 448879.01055107114]","[638217.8893659906, 526621.8683742747, 448879.01055107114]","[643430.4542093634, 510912.97154157574, 448879.01055107114]","[656907.5458818679, 519526.6304215668, 448879.01055107114]","[625305.6315837753, 509770.2713682686, 448879.01055107114]","[618371.8650902767, 508211.0943541039, 448879.01055107114]","[621712.638631697, 510113.67355876515, 448879.01055107114]","[630492.601886873, 523905.2199525574, 448879.01055107114]","[646457.6694029984, 518983.88171299035, 448879.01055107114]","[597068.6207956974, 506986.34183113463, 448879.01055107114]","[585559.0945151058, 508719.8899548329, 448879.01055107114]","[609255.3789574065, 509950.80394272954, 448879.01055107114]","[640684.7119541593, 523134.6234264984, 448879.01055107114]","[598390.0435426488, 508983.48911121476, 448879.01055107114]","[594841.3890881796, 499659.2900823737, 448879.01055107114]","[676623.1609747953, 510355.65074963256, 448879.01055107114]","[666010.37797542, 521249.3563975553, 448879.01055107114]","[644719.6967635133, 513589.9307248007, 448879.01055107114]","[586617.2630394548, 503752.59985775535, 448879.01055107114]","[609233.0816152527, 507449.12660000543, 448879.01055107114]","[651122.4840888081, 520603.9402387735, 448879.01055107114]","[638551.1245070772, 527200.6799122614, 448879.01055107114]","[638905.5723077059, 513939.3667287686, 448879.01055107114]","[600532.0502477225, 525665.7399478854, 448879.01055107114]","[672811.2422642091, 532266.5731385408, 448879.01055107114]","[613642.7287156247, 500668.65650934086, 448879.01055107114]","[661228.8892715401, 524744.2777211295, 448879.01055107114]","[626182.6232610891, 514644.1412107665, 448879.01055107114]","[609024.5657937087, 503797.2743804512, 448879.01055107114]","[599011.4625016515, 499722.9117129303, 448879.01055107114]","[662177.544205924, 542955.6625000583, 448879.01055107114]"
