0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
"[452755.8365454046, 481299.119413806, 315902.4491654419]","[397956.7614281936, 437148.1298438467, 315902.4491654419]","[401673.75897455734, 431219.79822824, 315902.4491654419]","[433894.47560959036, 456944.1602136575, 315902.4491654419]","[814375.5171113103, 824230.3887269377, 315902.4491654419]","[436052.68208536913, 460385.5151618002, 315902.4491654419]","[538272.4980539501, 581831.1396361582, 315902.4491654419]","[644300.5184703006, 652931.6005055378, 315902.4491654419]","[439562.3398629375, 472330.96792743297, 315902.4491654419]","[422761.1827926355, 443377.8213110541, 315902.4491654419]","[680321.7898524193, 719369.9442454188, 315902.4491654419]","[462070.04861724086, 501490.7333681484, 315902.4491654419]","[561522.2141294339, 598711.9944184495, 315902.4491654419]","[428185.06091631966, 436944.4351972181, 315902.4491654419]","[397446.97477997106, 425858.5416050502, 315902.4491654419]","[446009.83217354823, 477514.5240143102, 315902.4491654419]","[433233.4624814735, 454671.3376361212, 315902.4491654419]","[395533.6840943816, 426299.238616521, 315902.4491654419]","[893338.7071228324, 883944.5301154051, 315902.4491654419]","[426222.96331330936, 452429.80805485556, 315902.4491654419]","[428768.1389698212, 454973.4050954293, 315902.4491654419]","[555560.7759608128, 580231.8362343225, 315902.4491654419]","[422152.1935692416, 443501.0232219197, 315902.4491654419]","[411302.82118827075, 437970.6712399716, 315902.4491654419]","[461054.3745898947, 481889.12136367423, 315902.4491654419]","[427710.1425455739, 451376.74549303215, 315902.4491654419]","[802461.5628090665, 797919.380556018, 315902.4491654419]","[471486.8626448191, 431320.162260147, 315902.4491654419]","[416992.81184468983, 439550.61240622605, 315902.4491654419]","[402037.796629559, 429702.0272155895, 315902.4491654419]","[507317.1014092126, 532611.8447097233, 315902.4491654419]","[405716.0207821402, 425517.25146987336, 315902.4491654419]","[505769.38196215377, 526479.87910994, 315902.4491654419]","[474575.6271314827, 499753.81868161197, 315902.4491654419]","[428233.4478546859, 455997.533147728, 315902.4491654419]","[404708.12271540647, 429002.08933421655, 315902.4491654419]","[410317.9802654094, 428355.3323670952, 315902.4491654419]","[405284.07337093167, 429066.78838071926, 315902.4491654419]","[395734.7606370905, 424686.21359448606, 315902.4491654419]","[459606.9593182891, 495932.8472562719, 315902.4491654419]","[444498.60619673814, 448854.60413810954, 315902.4491654419]","[439569.51013334905, 443022.325402413, 315902.4491654419]","[383898.41469532653, 417077.0192017463, 315902.4491654419]","[400381.4994771334, 428195.0827132121, 315902.4491654419]","[444816.99348522944, 474888.31153162697, 315902.4491654419]","[412364.10746519733, 442270.2761156459, 315902.4491654419]","[706800.0468542962, 734619.9362355279, 315902.4491654419]","[552424.3819544783, 579071.0987939992, 315902.4491654419]","[394348.27537437127, 428299.77665944095, 315902.4491654419]","[816324.927276197, 867841.9082707819, 315902.4491654419]"
"[608110.9164908942, 647115.5940457231, 457414.45426442527]","[628023.0717947269, 658002.403135265, 457414.45426442527]","[569285.6454760374, 607297.7004943134, 457414.45426442527]","[585809.3282351157, 621783.6522987199, 457414.45426442527]","[969731.5572687846, 998597.6719922251, 457414.45426442527]","[654244.8761999013, 655883.9498681707, 457414.45426442527]","[783545.4046837098, 827108.5728278492, 457414.45426442527]","[629368.7858301686, 663513.444499655, 457414.45426442527]","[603945.671514351, 632051.4417495916, 457414.45426442527]","[617159.3006535913, 639672.161766526, 457414.45426442527]","[767995.3705458511, 806362.2947235648, 457414.45426442527]","[630671.4443630258, 657483.9276489851, 457414.45426442527]","[604174.256985551, 635044.0188854915, 457414.45426442527]","[911423.1243384166, 892214.8066757796, 457414.45426442527]","[886330.3281932612, 953895.0799961461, 457414.45426442527]","[695058.8917002112, 751824.057974999, 457414.45426442527]","[556108.3440056406, 597123.9054197562, 457414.45426442527]","[575321.2263745335, 625159.871948917, 457414.45426442527]","[574746.4261614511, 600991.5033531825, 457414.45426442527]","[579582.3708322725, 617564.7968334192, 457414.45426442527]","[648827.161503138, 679217.9908167442, 457414.45426442527]","[677241.8952900138, 706941.678184888, 457414.45426442527]","[892562.64687531, 889286.8087362512, 457414.45426442527]","[646252.9067921069, 682333.3738327571, 457414.45426442527]","[624934.3284509307, 651233.6807338361, 457414.45426442527]","[1027106.3203866819, 1057471.3394931718, 457414.45426442527]","[590773.4152126667, 617793.201040854, 457414.45426442527]","[641866.6718283661, 694302.9740285511, 457414.45426442527]","[563633.6013631799, 593474.9650360999, 457414.45426442527]","[643495.463012609, 662855.149344486, 457414.45426442527]","[972133.3709531305, 1024191.7514215943, 457414.45426442527]","[909033.8806541385, 925627.7551012279, 457414.45426442527]","[641116.060767813, 676728.1217961593, 457414.45426442527]","[584402.399934979, 610784.5007980792, 457414.45426442527]","[587742.5615065312, 634344.4330026383, 457414.45426442527]","[751269.5823123968, 782030.1215531767, 457414.45426442527]","[827939.5181372748, 846881.3280882561, 457414.45426442527]","[581603.7192525796, 603445.8578821407, 457414.45426442527]","[674294.5118998277, 733882.0055866822, 457414.45426442527]","[571671.6751524487, 618458.7516963338, 457414.45426442527]","[678537.0165229533, 735538.7140223345, 457414.45426442527]","[622594.477612024, 649441.7628609284, 457414.45426442527]","[1125757.219819651, 1160635.605191029, 457414.45426442527]","[1257048.1361616328, 1291604.5539961662, 457414.45426442527]","[552433.5726719007, 593055.8041612926, 457414.45426442527]","[609634.2537858707, 638648.5586025841, 457414.45426442527]","[817848.8052791749, 793267.2947183178, 457414.45426442527]","[620438.9252785651, 648392.405192718, 457414.45426442527]","[611666.9058269986, 656795.2615893846, 457414.45426442527]","[623444.6519230366, 661958.6783779638, 457414.45426442527]"
"[491022.9038128951, 532516.495827664, 391691.9099070515]","[560867.316611765, 616502.3642434527, 391691.9099070515]","[507691.0297639822, 550004.216067369, 391691.9099070515]","[696163.1745161688, 749423.0015967157, 391691.9099070515]","[511609.47251174855, 557580.7235566416, 391691.9099070515]","[619791.6618224778, 649892.5924032128, 391691.9099070515]","[488774.4462271152, 532977.346965876, 391691.9099070515]","[498131.7360573413, 538078.9609917512, 391691.9099070515]","[510610.4987480912, 559019.1028287282, 391691.9099070515]","[594006.5973296403, 627775.5106316062, 391691.9099070515]","[528379.0741884939, 565633.8031801202, 391691.9099070515]","[531478.045728098, 554785.9565924285, 391691.9099070515]","[571612.8438770801, 595532.3549263065, 391691.9099070515]","[494449.64525302855, 531679.5318962589, 391691.9099070515]","[661841.6196213184, 666165.8612434396, 391691.9099070515]","[495844.4824261707, 528452.7250049841, 391691.9099070515]","[531075.6295743634, 582921.3185124671, 391691.9099070515]","[509776.2660704096, 563480.773094439, 391691.9099070515]","[482871.01930564514, 523813.79963376647, 391691.9099070515]","[507904.6883078922, 544552.8261053588, 391691.9099070515]","[630656.2321759408, 668267.460699419, 391691.9099070515]","[1001036.2458653924, 1053086.003949237, 391691.9099070515]","[489398.0186136245, 524215.91931584245, 391691.9099070515]","[591091.113769287, 625234.3949091813, 391691.9099070515]","[500108.2105759924, 544288.3640684218, 391691.9099070515]","[500929.39265869686, 532764.989378989, 391691.9099070515]","[568603.1578716553, 619699.7325700317, 391691.9099070515]","[557289.7615202278, 606174.3965505168, 391691.9099070515]","[546599.2432542798, 560603.6789424128, 391691.9099070515]","[523941.6737276828, 567482.3849582181, 391691.9099070515]","[591425.998560905, 633228.858924312, 391691.9099070515]","[482694.4028548506, 524624.1268335978, 391691.9099070515]","[561349.7229892516, 595071.0997621547, 391691.9099070515]","[602653.9738361744, 598892.2944920443, 391691.9099070515]","[544124.9299297504, 599442.4248451956, 391691.9099070515]","[492046.68734273093, 537239.3626664536, 391691.9099070515]","[549837.7612470526, 582189.9079161986, 391691.9099070515]","[677026.8600211564, 717673.7582534413, 391691.9099070515]","[647155.7464496762, 631109.6068220036, 391691.9099070515]","[1405327.401089034, 1429880.7636015443, 391691.9099070515]","[520478.6655909964, 546024.4117093217, 391691.9099070515]","[570797.8182246315, 598041.8594882753, 391691.9099070515]","[508924.7147209739, 566049.9079355617, 391691.9099070515]","[486581.058309326, 534539.3958831034, 391691.9099070515]","[627057.1731227969, 664036.1831250846, 391691.9099070515]","[511362.4339772235, 543530.9483359874, 391691.9099070515]","[494837.9876585569, 530016.539907207, 391691.9099070515]","[487225.0721492494, 535945.5312102763, 391691.9099070515]","[497135.8208042545, 537696.8222899141, 391691.9099070515]","[493157.52888974966, 537732.4473635582, 391691.9099070515]"
"[624715.3510549725, 647709.5657669039, 398455.4981214066]","[563366.1479142527, 534181.6337716709, 398455.4981214066]","[736030.5124379788, 703847.3022019905, 398455.4981214066]","[501361.4173789894, 538986.9435917276, 398455.4981214066]","[962578.8645620523, 1008957.8818935122, 398455.4981214066]","[887618.1637016579, 869831.4499410995, 398455.4981214066]","[519242.82414721505, 544888.3674249613, 398455.4981214066]","[556754.452400514, 584941.2576690728, 398455.4981214066]","[578529.285883898, 607942.3102030541, 398455.4981214066]","[1402841.877931048, 1268433.2390487937, 398455.4981214066]","[606889.1446016113, 631323.5298828104, 398455.4981214066]","[550991.3988125254, 583718.4613358764, 398455.4981214066]","[591895.1411990755, 630105.0002327763, 398455.4981214066]","[953167.7903651887, 958989.1814573826, 398455.4981214066]","[553101.7721122628, 608820.0963921319, 398455.4981214066]","[574891.023143767, 619928.0012233299, 398455.4981214066]","[529399.1525176812, 564632.9004334337, 398455.4981214066]","[529391.7480064951, 571739.3573910195, 398455.4981214066]","[519673.7505664384, 539724.5580896802, 398455.4981214066]","[493764.27464188903, 535682.1010762346, 398455.4981214066]","[554153.6494406678, 571448.1247626275, 398455.4981214066]","[593221.4904031026, 613234.0851592707, 398455.4981214066]","[610242.7116059415, 639290.1914922631, 398455.4981214066]","[560682.6243418466, 618774.3667941649, 398455.4981214066]","[529021.3587603447, 564654.3830139213, 398455.4981214066]","[510523.5433044968, 552545.5651146593, 398455.4981214066]","[541743.057963487, 576909.9484001698, 398455.4981214066]","[494430.33490723383, 529537.9279201877, 398455.4981214066]","[516410.2269548944, 552208.3692683878, 398455.4981214066]","[512608.67652136105, 558900.689233171, 398455.4981214066]","[568653.598685254, 614564.0465403963, 398455.4981214066]","[539247.3867010805, 585762.6967288774, 398455.4981214066]","[503695.10408056277, 541831.0623645792, 398455.4981214066]","[591771.9297754319, 625032.4713854963, 398455.4981214066]","[489408.25616848696, 528936.8444608395, 398455.4981214066]","[592528.3321269816, 612258.05126804, 398455.4981214066]","[734828.5908083479, 741746.822801804, 398455.4981214066]","[571911.9223886015, 605896.0294319857, 398455.4981214066]","[707649.4318957753, 730586.5331196907, 398455.4981214066]","[560857.0461246882, 608715.1838441635, 398455.4981214066]","[638653.6808426972, 679922.7827798103, 398455.4981214066]","[523053.1777908009, 556357.3625908513, 398455.4981214066]","[710580.3989854032, 645594.3060686869, 398455.4981214066]","[678350.9547949422, 682530.0207447398, 398455.4981214066]","[747995.399963038, 774237.3490978946, 398455.4981214066]","[646657.3036255873, 681879.3302014336, 398455.4981214066]","[531545.2868729465, 568232.3809477893, 398455.4981214066]","[1290003.8888438824, 803918.8200584407, 398455.4981214066]","[518616.5476405156, 568360.4381683492, 398455.4981214066]","[505924.9657832836, 547789.7551284565, 398455.4981214066]"
"[526862.0401754992, 536060.8376004391, 385791.1947153296]","[540551.8459752533, 571377.5235703512, 385791.1947153296]","[550435.0181087698, 589057.6317080391, 385791.1947153296]","[486224.13745385705, 525200.3582309005, 385791.1947153296]","[482112.86616072175, 531818.7540100433, 385791.1947153296]","[534106.3220962852, 573409.9342605205, 385791.1947153296]","[567141.3577347213, 613347.8326457182, 385791.1947153296]","[550362.6354559133, 599981.0743206899, 385791.1947153296]","[494792.5117236918, 532539.1531574794, 385791.1947153296]","[503769.22882279893, 540499.7419156627, 385791.1947153296]","[557045.7468152754, 594074.0955716255, 385791.1947153296]","[519481.1334141068, 557837.0171261851, 385791.1947153296]","[645547.0964664384, 682601.0171166463, 385791.1947153296]","[523863.03767238214, 553886.6973936623, 385791.1947153296]","[522982.9072531751, 561786.9903348483, 385791.1947153296]","[583729.2313258465, 576108.2758638054, 385791.1947153296]","[908548.4376324546, 918001.6134715453, 385791.1947153296]","[497474.0535641576, 519304.6797303722, 385791.1947153296]","[468973.23731200484, 508310.0500068006, 385791.1947153296]","[489417.7405083648, 531637.1446258953, 385791.1947153296]","[523499.0506957891, 560256.6200564115, 385791.1947153296]","[558592.2185280022, 594613.4786187937, 385791.1947153296]","[491778.59291490226, 535706.8492251459, 385791.1947153296]","[495690.6146265695, 527117.3405646044, 385791.1947153296]","[501961.8547118194, 543972.2279810208, 385791.1947153296]","[601705.3666438858, 651571.385867901, 385791.1947153296]","[954966.888478391, 1023012.9582153645, 385791.1947153296]","[484752.56228814094, 517066.6400944194, 385791.1947153296]","[491913.8829731669, 526611.854678061, 385791.1947153296]","[478330.9592294704, 517998.04640343104, 385791.1947153296]","[473776.53867980593, 518051.6397319712, 385791.1947153296]","[556188.1633932038, 591798.5432068929, 385791.1947153296]","[508948.08552862675, 547827.7985270604, 385791.1947153296]","[501600.29611998115, 558886.8796183782, 385791.1947153296]","[925866.8778017013, 908853.6652367493, 385791.1947153296]","[468060.1462272995, 509722.1566027318, 385791.1947153296]","[474542.95968806674, 515654.9601192571, 385791.1947153296]","[780798.435455817, 802262.1823051553, 385791.1947153296]","[501139.4647242696, 541679.975315855, 385791.1947153296]","[512439.28421922406, 539282.1984202602, 385791.1947153296]","[485745.43654044636, 522289.72427325236, 385791.1947153296]","[556057.3538728028, 582889.7526739436, 385791.1947153296]","[493092.1638310045, 530622.9640298156, 385791.1947153296]","[498795.55689743557, 539566.3563796906, 385791.1947153296]","[839036.4685222269, 879150.427299928, 385791.1947153296]","[549211.4975005285, 583380.6078005052, 385791.1947153296]","[527270.2487872037, 560957.5337777997, 385791.1947153296]","[555780.3534506017, 589496.5296329275, 385791.1947153296]","[599781.6375291231, 587849.6361399345, 385791.1947153296]","[815063.0086058779, 832365.2400384669, 385791.1947153296]"
"[641631.0758161206, 611672.741372814, 420156.367326592]","[622269.1169873502, 662402.7734480784, 420156.367326592]","[517939.3108043332, 553449.2849833618, 420156.367326592]","[635303.1782823949, 643105.673604382, 420156.367326592]","[631483.3091464745, 620265.1302862628, 420156.367326592]","[890413.2777654245, 884732.4117899605, 420156.367326592]","[626633.9391971052, 661179.4362019285, 420156.367326592]","[579342.1614439276, 594849.3467208754, 420156.367326592]","[593931.4093718962, 615633.9504213841, 420156.367326592]","[552569.7465827652, 583286.1187644107, 420156.367326592]","[503954.84785188525, 535805.8681763007, 420156.367326592]","[504462.6317693441, 542186.6847408266, 420156.367326592]","[559565.5870305914, 558507.0399371473, 420156.367326592]","[710669.4254623275, 743796.0182426601, 420156.367326592]","[792137.0877962272, 837281.3249343231, 420156.367326592]","[707256.4819752828, 738704.938714471, 420156.367326592]","[699723.7008033267, 610783.12097292, 420156.367326592]","[775320.2189731965, 724511.2646494516, 420156.367326592]","[660447.7089684433, 600190.1631882164, 420156.367326592]","[579626.4069554695, 611118.4002194207, 420156.367326592]","[521429.0645467988, 553620.9220225308, 420156.367326592]","[519346.56951224327, 546046.4055507851, 420156.367326592]","[529666.2314364195, 556790.161680214, 420156.367326592]","[581196.8886408916, 599123.4959242296, 420156.367326592]","[808382.5744494383, 801331.9190450708, 420156.367326592]","[570723.8338428143, 595129.5569139367, 420156.367326592]","[582459.009211053, 613152.7517361704, 420156.367326592]","[530120.8248144547, 566322.0887395118, 420156.367326592]","[579352.5737700465, 611877.8196820383, 420156.367326592]","[917174.8656105344, 562887.4222834961, 420156.367326592]","[521695.3648362486, 554656.5614666173, 420156.367326592]","[510349.693751693, 534291.9814414682, 420156.367326592]","[707906.2769969737, 764381.7967924143, 420156.367326592]","[566527.0356286501, 600622.7216805135, 420156.367326592]","[579844.1934792524, 592254.6532815656, 420156.367326592]","[656671.1923567064, 688070.5280935972, 420156.367326592]","[520980.01402937283, 554233.7195541164, 420156.367326592]","[558323.9626626829, 591792.360866617, 420156.367326592]","[577281.0631563461, 613212.9911473284, 420156.367326592]","[603745.3902442941, 652164.1395348489, 420156.367326592]","[592069.3357418382, 616470.9288045682, 420156.367326592]","[501990.3097926758, 541670.6999757055, 420156.367326592]","[557229.9694849792, 581353.1713249574, 420156.367326592]","[694516.9800212595, 716696.673422584, 420156.367326592]","[587580.4105625217, 633688.9697982933, 420156.367326592]","[540766.5829348414, 583676.0996357076, 420156.367326592]","[939604.9416974166, 1025560.695266292, 420156.367326592]","[804591.003007303, 829435.9080867658, 420156.367326592]","[735737.9258790624, 725687.3214454337, 420156.367326592]","[749855.0357260415, 714069.4090319523, 420156.367326592]"
"[549751.6548303356, 595047.0027320356, 392822.6108765594]","[501885.10565440083, 540776.0477596162, 392822.6108765594]","[509442.7871700099, 557612.1137522348, 392822.6108765594]","[498228.6506692204, 526901.2438099388, 392822.6108765594]","[797529.7823063507, 861522.6507973038, 392822.6108765594]","[587151.1712265828, 622422.7622737502, 392822.6108765594]","[670935.4222496354, 706954.6144251425, 392822.6108765594]","[606230.4967295795, 624854.6994126199, 392822.6108765594]","[497695.2236850552, 535119.32965368, 392822.6108765594]","[526412.7131571866, 564067.5760820245, 392822.6108765594]","[600526.4353349226, 632313.4497055757, 392822.6108765594]","[526556.2342824079, 569408.1599423515, 392822.6108765594]","[542888.3354709145, 585512.5122087776, 392822.6108765594]","[571324.1605342724, 557129.0926344094, 392822.6108765594]","[608332.1878093098, 633316.4058107436, 392822.6108765594]","[640231.3819640072, 702943.4734594775, 392822.6108765594]","[562229.8578773844, 595802.1810921116, 392822.6108765594]","[624301.7091810374, 665913.646980845, 392822.6108765594]","[613484.7122563248, 660066.5960146273, 392822.6108765594]","[644403.6641720827, 671597.1111132303, 392822.6108765594]","[739618.8706179518, 801037.1183397473, 392822.6108765594]","[672209.7827703621, 692280.3900316549, 392822.6108765594]","[654677.0547780617, 698756.1300853891, 392822.6108765594]","[811959.445958229, 852866.7243734377, 392822.6108765594]","[680285.185015556, 695508.0284974945, 392822.6108765594]","[582527.3628062281, 616859.8742660644, 392822.6108765594]","[636654.6180709471, 671490.6306436978, 392822.6108765594]","[707925.0343323649, 713325.7011397663, 392822.6108765594]","[505507.3869580962, 543395.9569419773, 392822.6108765594]","[684674.4545507339, 694872.8608394169, 392822.6108765594]","[762716.851072101, 796044.1856262959, 392822.6108765594]","[499680.6492032329, 533647.6823740109, 392822.6108765594]","[528476.9170836011, 562109.5711189952, 392822.6108765594]","[615212.8927110536, 659200.8470273028, 392822.6108765594]","[483822.3374073577, 522133.3335733896, 392822.6108765594]","[520496.5241543509, 556337.5201868407, 392822.6108765594]","[1687776.66842929, 1732545.0401240261, 392822.6108765594]","[509862.72577085806, 538438.1786385028, 392822.6108765594]","[612719.6078292594, 626318.9246456174, 392822.6108765594]","[714244.3374413791, 753478.7256900268, 392822.6108765594]","[538080.5533597731, 559273.3642449745, 392822.6108765594]","[740293.1295100346, 733778.1333328167, 392822.6108765594]","[502909.7134756775, 538108.1461618781, 392822.6108765594]","[550476.2145070719, 579302.6664649063, 392822.6108765594]","[938279.0258963577, 954076.6741184582, 392822.6108765594]","[668945.1609484806, 659665.8575174366, 392822.6108765594]","[591182.6930265535, 615500.7084006465, 392822.6108765594]","[517497.1440835602, 548401.2624767595, 392822.6108765594]","[649592.1673678147, 645569.2888092261, 392822.6108765594]","[563116.6717996894, 589806.3812986284, 392822.6108765594]"
"[579047.5995904714, 599610.5643438454, 328245.45046261867]","[404257.4279864619, 424157.8662050622, 328245.45046261867]","[601001.4667602534, 597274.3508247081, 328245.45046261867]","[752939.6684380501, 765519.2317185326, 328245.45046261867]","[1033685.532169958, 1035403.187273627, 328245.45046261867]","[421920.87400033395, 437198.21024906996, 328245.45046261867]","[653724.2845613827, 700179.2315480573, 328245.45046261867]","[802272.7509139531, 796490.2177911671, 328245.45046261867]","[486098.49500197946, 500100.818636916, 328245.45046261867]","[438756.0586733977, 457481.8860772329, 328245.45046261867]","[415593.5442350438, 423837.8572337971, 328245.45046261867]","[457731.5335084929, 474040.5685867471, 328245.45046261867]","[426881.06268262805, 442535.3374103166, 328245.45046261867]","[469999.4006283089, 484917.5735022938, 328245.45046261867]","[458837.5608847782, 479802.82738385256, 328245.45046261867]","[592040.34704299, 605144.2570342373, 328245.45046261867]","[448650.0557987081, 467413.9141053338, 328245.45046261867]","[406939.0693648497, 427626.6785433069, 328245.45046261867]","[464398.7069461745, 487200.76137214847, 328245.45046261867]","[432580.48873458576, 450915.6576539422, 328245.45046261867]","[496614.56389244593, 517969.4765678981, 328245.45046261867]","[398021.3530547871, 417969.2871915555, 328245.45046261867]","[433099.4449081745, 443998.1483476453, 328245.45046261867]","[404137.53800887044, 428550.38940007426, 328245.45046261867]","[401222.246273417, 422231.0665266663, 328245.45046261867]","[800965.0868456415, 781637.5705580493, 328245.45046261867]","[504011.5936771594, 480102.3992458118, 328245.45046261867]","[422402.1458331001, 440052.19265488477, 328245.45046261867]","[393479.7253139153, 414014.76514072967, 328245.45046261867]","[470600.29453493864, 496291.9261049636, 328245.45046261867]","[395066.5878675863, 417620.8733092655, 328245.45046261867]","[395123.2501461673, 415997.02445999614, 328245.45046261867]","[456106.81053568365, 473467.5729901444, 328245.45046261867]","[416037.1965941544, 440210.5988250583, 328245.45046261867]","[460090.0964651704, 478942.7177297397, 328245.45046261867]","[398548.89028814825, 415676.71628747013, 328245.45046261867]","[479581.45478651277, 494472.95455730014, 328245.45046261867]","[456071.51926513494, 488074.6828745568, 328245.45046261867]","[425363.28019529127, 447244.3607664385, 328245.45046261867]","[468439.5597152447, 487655.06741936586, 328245.45046261867]","[440657.2005498911, 445816.6227386048, 328245.45046261867]","[410480.75929485314, 436705.85025416844, 328245.45046261867]","[526418.2811728021, 569624.349526644, 328245.45046261867]","[712459.979563061, 740388.5801029629, 328245.45046261867]","[399165.93758130487, 424335.66828311235, 328245.45046261867]","[471513.54320685327, 486431.60341313545, 328245.45046261867]","[395434.0807959194, 413243.8588817116, 328245.45046261867]","[596358.7264397737, 551736.5328157926, 328245.45046261867]","[416796.7854971277, 432094.03200206097, 328245.45046261867]","[441830.9103363567, 469740.7351118487, 328245.45046261867]"
"[567648.7601094238, 591784.9261593025, 435737.30706220807]","[682219.4866897123, 695976.4731901722, 435737.30706220807]","[596343.2254688978, 659666.7820613727, 435737.30706220807]","[815601.0486132957, 857152.6013718517, 435737.30706220807]","[551189.3973272284, 582857.6587067887, 435737.30706220807]","[645909.9506343681, 691739.5309154124, 435737.30706220807]","[547050.4353087668, 587886.1673052466, 435737.30706220807]","[533884.3844858636, 569500.4886010974, 435737.30706220807]","[540481.798041213, 573586.2628777181, 435737.30706220807]","[725743.7673332978, 717990.1087206803, 435737.30706220807]","[961737.3089701836, 1004117.2827009363, 435737.30706220807]","[750563.2798640338, 764985.9398478093, 435737.30706220807]","[647613.2082710387, 693090.7780062368, 435737.30706220807]","[630179.3714263464, 655907.351654258, 435737.30706220807]","[554036.7797324198, 580382.6313881084, 435737.30706220807]","[781865.3806757047, 797803.1554296401, 435737.30706220807]","[652667.4293603452, 697180.4513736136, 435737.30706220807]","[1079946.8915872956, 1127264.8456992388, 435737.30706220807]","[614273.0928151397, 637982.4303445149, 435737.30706220807]","[595912.2533715486, 620532.8405744828, 435737.30706220807]","[555233.5140745995, 581023.251885602, 435737.30706220807]","[596119.9787884179, 627768.3671945026, 435737.30706220807]","[606315.5486690789, 638201.007003145, 435737.30706220807]","[1065652.7332670668, 1084506.4095948439, 435737.30706220807]","[697019.9413795931, 727177.1973857199, 435737.30706220807]","[678000.6543783484, 703846.8258292951, 435737.30706220807]","[701452.7721256383, 690918.942376103, 435737.30706220807]","[537464.1438181705, 568573.8333991941, 435737.30706220807]","[533214.1281252191, 569443.0984076343, 435737.30706220807]","[521560.487828693, 565059.4072623823, 435737.30706220807]","[580186.5070069504, 612041.7641715963, 435737.30706220807]","[583441.6320716484, 608276.2511283992, 435737.30706220807]","[598727.9254028628, 635845.2999971986, 435737.30706220807]","[667912.9590066285, 666198.7433444766, 435737.30706220807]","[539200.2274421616, 570743.9497291248, 435737.30706220807]","[543180.6272602049, 585362.2122215945, 435737.30706220807]","[569054.3768611539, 608965.3358334797, 435737.30706220807]","[1095619.240571312, 1132235.2883844194, 435737.30706220807]","[617608.4831221397, 626961.8957812539, 435737.30706220807]","[829171.45417495, 886498.3903604047, 435737.30706220807]","[619364.8386930944, 658249.7823838353, 435737.30706220807]","[542050.7525602124, 584659.2962632077, 435737.30706220807]","[548273.9106346361, 588548.4241009889, 435737.30706220807]","[579356.6938892158, 599909.7891039783, 435737.30706220807]","[609600.4508537914, 643478.4766829071, 435737.30706220807]","[574561.5515692226, 601878.1138047553, 435737.30706220807]","[557316.3420903649, 603884.4895651346, 435737.30706220807]","[569199.5415400675, 593489.1785621088, 435737.30706220807]","[612180.2377660094, 651217.9341296295, 435737.30706220807]","[848121.1784161619, 911929.054518577, 435737.30706220807]"
"[810845.4508213339, 804988.3884900416, 398626.1369326842]","[510406.0534072998, 542179.2421162864, 398626.1369326842]","[525023.87562743, 548589.8633559011, 398626.1369326842]","[484776.74529221805, 518113.96850207145, 398626.1369326842]","[488211.5473956329, 521857.06748959655, 398626.1369326842]","[511347.13908590813, 547556.5024479583, 398626.1369326842]","[500859.40939614887, 539856.7976737701, 398626.1369326842]","[534104.8860229045, 566840.3821532842, 398626.1369326842]","[809883.5406125151, 866722.579769386, 398626.1369326842]","[730068.4982407426, 563430.4228375504, 398626.1369326842]","[487329.96294155146, 520969.31243178167, 398626.1369326842]","[677584.1199112756, 719432.8773388218, 398626.1369326842]","[512365.7260028516, 547204.9424932303, 398626.1369326842]","[476868.97121710435, 519870.2123997626, 398626.1369326842]","[490619.4688156527, 529749.6449324957, 398626.1369326842]","[541266.0337882664, 572029.4616714201, 398626.1369326842]","[623428.6026090732, 590977.0676942231, 398626.1369326842]","[710740.3638705064, 752013.3760011899, 398626.1369326842]","[650847.1099581199, 741355.0624538022, 398626.1369326842]","[489347.7967988926, 527006.025515157, 398626.1369326842]","[549170.7295138928, 551104.2849456577, 398626.1369326842]","[768084.3633138342, 815134.2317607343, 398626.1369326842]","[486832.2257048268, 522664.14021767955, 398626.1369326842]","[488820.8351893455, 546614.638196336, 398626.1369326842]","[981286.6773609, 1031883.5513550404, 398626.1369326842]","[983701.8166848595, 1049443.0557957997, 398626.1369326842]","[589755.1154180825, 622667.5636407267, 398626.1369326842]","[576738.2996287072, 569405.6284710865, 398626.1369326842]","[529648.209415448, 567624.1526259239, 398626.1369326842]","[485544.7291077188, 531238.1606792721, 398626.1369326842]","[711129.9369451915, 757117.7659552845, 398626.1369326842]","[604959.6162781487, 593290.0089297913, 398626.1369326842]","[492007.93768281746, 535083.5206770878, 398626.1369326842]","[592948.2924799193, 627582.5110972375, 398626.1369326842]","[771634.7976655519, 845905.2752732255, 398626.1369326842]","[716084.0527830091, 812656.6984544504, 398626.1369326842]","[488046.3291750212, 534977.4816712327, 398626.1369326842]","[487274.51358144573, 525249.1618442411, 398626.1369326842]","[493615.4368661505, 528438.9552225533, 398626.1369326842]","[684164.4881471441, 617510.6299900488, 398626.1369326842]","[510319.0365481797, 549527.6692991824, 398626.1369326842]","[483952.1778630415, 529356.6115407373, 398626.1369326842]","[714063.706694753, 652963.2469551739, 398626.1369326842]","[522132.1770051897, 544714.4701112518, 398626.1369326842]","[604754.7561729687, 637258.9253079883, 398626.1369326842]","[625152.4795585581, 673183.3072277531, 398626.1369326842]","[556519.4214320411, 597558.783291775, 398626.1369326842]","[559754.6134368919, 594245.723312804, 398626.1369326842]","[637451.8104067363, 594285.5552923843, 398626.1369326842]","[1257551.6186815645, 1299907.7599317145, 398626.1369326842]"
