,10,20,50,100,200,500,1000
1,1.5573004536732429,1.3109546335317441,1.2081425963917998,1.1295403962735089,1.0866727567204664,1.0481383293617703,1.0320351534879162
2,1.5992497135200394,1.3647173091393807,1.2260504156070744,1.1375868263862023,1.0922466267015303,1.053696453670962,1.035593790685279
5,1.7572089186353415,1.5743732634661831,1.3070563516916929,1.1798623015001368,1.1169538319748356,1.0632298528863922,1.0397901543095065
10,1.4238044494818418,1.7204278404073443,1.4601757084901579,1.2638636998874333,1.1605591453185493,1.081585679476686,1.0467088188483975
