0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
"[427722.30017895234, 450423.12852959643, 382529.3518797424]","[423788.9455853952, 469526.482021677, 382529.3518797424]","[438346.49275042297, 457166.55894912867, 382529.3518797424]","[426075.5610366438, 463522.35667093715, 382529.3518797424]","[421639.33494467905, 441467.2551544468, 382529.3518797424]","[439195.54907119577, 462616.13570828986, 382529.3518797424]","[433838.9562105304, 451068.9152554011, 382529.3518797424]","[445733.6006473498, 465358.4317998583, 382529.3518797424]","[442006.2469772335, 471098.61836355645, 382529.3518797424]","[437732.12989886745, 460505.32019964803, 382529.3518797424]","[415492.657666153, 458800.40539109206, 382529.3518797424]","[418676.30510359106, 446794.0756723179, 382529.3518797424]","[438577.32516468863, 469057.9175829647, 382529.3518797424]","[410440.76039241813, 440539.34027214255, 382529.3518797424]","[433264.6729082055, 457490.2476471857, 382529.3518797424]","[447961.9248927108, 465569.6958740427, 382529.3518797424]","[451841.7271041652, 466792.5907873738, 382529.3518797424]","[454070.09128248785, 479419.20108364517, 382529.3518797424]","[410593.835598117, 440351.432951542, 382529.3518797424]","[473293.70186218666, 502246.6750170112, 382529.3518797424]","[410007.60403413, 453167.29444589984, 382529.3518797424]","[403743.71966457303, 428672.87007884117, 382529.3518797424]","[427901.29142345564, 452079.97527467815, 382529.3518797424]","[435314.7997153055, 455536.7717837872, 382529.3518797424]","[411889.47810571804, 446556.4703166048, 382529.3518797424]","[412130.32572511677, 435984.2843508395, 382529.3518797424]","[494769.2443696381, 501443.7331390037, 382529.3518797424]","[430530.36891615216, 447032.2238958386, 382529.3518797424]","[416297.14758601907, 449654.69159417617, 382529.3518797424]","[430218.62878517056, 454836.9387220046, 382529.3518797424]","[415767.83946189075, 440950.9412948339, 382529.3518797424]","[450253.0853553066, 473919.78091736854, 382529.3518797424]","[425396.9863165059, 453885.22818873805, 382529.3518797424]","[401416.574491907, 431822.9142086846, 382529.3518797424]","[449572.14089676, 488174.65481049055, 382529.3518797424]","[431109.71272308147, 451921.8196043403, 382529.3518797424]","[434680.317383525, 443528.1494566014, 382529.3518797424]","[423859.25449736015, 457271.55328954075, 382529.3518797424]","[408245.45649999456, 435386.8545509151, 382529.3518797424]","[446065.81562570325, 474477.36593808234, 382529.3518797424]","[421682.434179058, 443466.3052802368, 382529.3518797424]","[475495.6336128349, 488450.25855826377, 382529.3518797424]","[422165.3299372716, 457151.5595174594, 382529.3518797424]","[442604.2781910023, 461503.02252859063, 382529.3518797424]","[424981.8877193546, 459229.578441765, 382529.3518797424]","[488609.52206997067, 514877.810404671, 382529.3518797424]","[481704.5489624957, 497667.05140345363, 382529.3518797424]","[422103.4742566946, 450385.72794265335, 382529.3518797424]","[430058.7912599005, 460853.63682623813, 382529.3518797424]","[410752.925323406, 442595.56130676356, 382529.3518797424]"
"[523227.0886748812, 570904.430550985, 495333.5899217677]","[570226.9646199932, 626086.770990912, 495333.5899217677]","[539180.9008540256, 570193.6683932632, 495333.5899217677]","[522055.8941714686, 557901.6687317542, 495333.5899217677]","[528516.6426129182, 570121.3335189441, 495333.5899217677]","[613506.7592586782, 638440.8731909662, 495333.5899217677]","[539370.6885538921, 584127.718490786, 495333.5899217677]","[530570.6638674744, 575324.541033, 495333.5899217677]","[567744.9833819182, 616475.7797826951, 495333.5899217677]","[575954.6457131156, 613420.2131963987, 495333.5899217677]","[543004.9445602457, 577572.0951699405, 495333.5899217677]","[556503.2938395367, 618104.2549997327, 495333.5899217677]","[559900.8524823432, 586727.9413862424, 495333.5899217677]","[533412.1435552118, 569568.5834365389, 495333.5899217677]","[576044.7474090619, 632703.15341624, 495333.5899217677]","[545899.895416058, 566989.370766477, 495333.5899217677]","[529691.2379306095, 570841.490878579, 495333.5899217677]","[590387.7753481341, 592804.2932945284, 495333.5899217677]","[526038.2733477922, 562088.3819338903, 495333.5899217677]","[562209.2517688645, 611177.8167267303, 495333.5899217677]","[530867.0928384407, 561167.5586834338, 495333.5899217677]","[592262.4506829359, 609685.2526671625, 495333.5899217677]","[536720.9008164856, 573621.8206076847, 495333.5899217677]","[536160.8695883711, 587461.1272033748, 495333.5899217677]","[551666.3567827609, 573773.7297284951, 495333.5899217677]","[527101.3049146187, 570536.5441013798, 495333.5899217677]","[577775.8079219629, 606894.0654144792, 495333.5899217677]","[563928.5845834458, 604967.3603982574, 495333.5899217677]","[611097.2188055277, 615458.4198999626, 495333.5899217677]","[586372.1280252535, 615069.8936618419, 495333.5899217677]","[562279.5096319995, 592855.6188642463, 495333.5899217677]","[630229.1833136326, 617622.6616257927, 495333.5899217677]","[536764.7489201387, 582375.0347727871, 495333.5899217677]","[544503.5234384214, 592865.92282029, 495333.5899217677]","[537745.2467131615, 570234.2838724831, 495333.5899217677]","[546213.6401160696, 571302.1688470772, 495333.5899217677]","[594751.4802591316, 601405.7472763202, 495333.5899217677]","[610036.075940724, 622377.2835615013, 495333.5899217677]","[531866.0919227742, 571238.2455605267, 495333.5899217677]","[577750.665118451, 617180.4813973862, 495333.5899217677]","[580973.5391843754, 600535.967423946, 495333.5899217677]","[559109.1395220269, 606699.1194404269, 495333.5899217677]","[536578.9164169393, 584414.8264129305, 495333.5899217677]","[520479.1253748989, 561865.1797269643, 495333.5899217677]","[535337.925390321, 567877.1294118172, 495333.5899217677]","[542727.4420205812, 568402.1363670815, 495333.5899217677]","[635922.7010271817, 652239.7721582275, 495333.5899217677]","[545007.9914262764, 588256.9700130813, 495333.5899217677]","[543313.3853190918, 592913.9454786853, 495333.5899217677]","[580571.0069086482, 602200.3347845635, 495333.5899217677]"
"[532951.7729774284, 577672.1337020409, 497122.96100864315]","[542241.0170482795, 577179.0696958757, 497122.96100864315]","[581630.5133362397, 585714.041333028, 497122.96100864315]","[534967.5623994919, 561852.8262127492, 497122.96100864315]","[524265.95073154254, 561782.3768693944, 497122.96100864315]","[530868.2442880033, 563018.7873165268, 497122.96100864315]","[549175.9085008426, 571130.2217266483, 497122.96100864315]","[525636.487634987, 563049.860122852, 497122.96100864315]","[519237.00890929566, 560921.1652269826, 497122.96100864315]","[535002.0833839931, 569490.7059236537, 497122.96100864315]","[522469.6102901085, 559335.7493101129, 497122.96100864315]","[516163.0876972183, 558726.0707668458, 497122.96100864315]","[550171.7947827484, 586014.761034383, 497122.96100864315]","[545898.472497589, 581840.8647458794, 497122.96100864315]","[525625.0061999711, 558908.3126814251, 497122.96100864315]","[553561.321431142, 574741.7758650695, 497122.96100864315]","[549253.8773160635, 565680.2408544581, 497122.96100864315]","[544860.0012124089, 581285.4618717933, 497122.96100864315]","[525395.3670391708, 563215.62358794, 497122.96100864315]","[554921.2519682535, 580022.4755995672, 497122.96100864315]","[560142.6097830517, 586666.466031237, 497122.96100864315]","[523595.6097411828, 555424.862892824, 497122.96100864315]","[538719.819253904, 570861.8381646941, 497122.96100864315]","[591871.6362800421, 609777.3906328856, 497122.96100864315]","[536629.446723264, 578821.6713382225, 497122.96100864315]","[536319.8675806955, 570828.3256307848, 497122.96100864315]","[550908.3985648442, 568156.4981081053, 497122.96100864315]","[525395.2736187987, 560796.2793707674, 497122.96100864315]","[542456.9975280106, 576354.5391259277, 497122.96100864315]","[517924.70797249465, 554161.753216327, 497122.96100864315]","[527712.5049796965, 558906.9837372797, 497122.96100864315]","[516585.2688310847, 550464.6691049834, 497122.96100864315]","[533097.7790603499, 559403.8008795182, 497122.96100864315]","[516026.29446011555, 553115.8450055639, 497122.96100864315]","[518572.8115628329, 553783.1717691281, 497122.96100864315]","[539719.0736281001, 566241.5093947365, 497122.96100864315]","[526499.7191208494, 567369.8925963425, 497122.96100864315]","[535486.7796065252, 566207.4541257806, 497122.96100864315]","[523177.88810394716, 560116.380490942, 497122.96100864315]","[529925.5031988367, 559052.916052759, 497122.96100864315]","[567998.8720513368, 582055.4145575362, 497122.96100864315]","[548575.3671841315, 574574.339198415, 497122.96100864315]","[594605.4957825533, 595261.6017753284, 497122.96100864315]","[524656.0641865812, 556368.9315751102, 497122.96100864315]","[555411.8929354114, 587886.4872881937, 497122.96100864315]","[518033.36727308575, 551890.7838080591, 497122.96100864315]","[539015.5543130225, 570099.6118219169, 497122.96100864315]","[519605.73305358505, 560929.492505639, 497122.96100864315]","[536110.9714204534, 570873.857805496, 497122.96100864315]","[529222.1741911968, 561685.4369347665, 497122.96100864315]"
"[383908.5052289398, 425766.93642020825, 322227.8413528541]","[372527.859686997, 406404.3895556384, 322227.8413528541]","[391363.9899093008, 419698.391308564, 322227.8413528541]","[342882.1056140206, 386521.2463988404, 322227.8413528541]","[374207.68802920054, 439110.38897689956, 322227.8413528541]","[357299.3284165279, 412159.0572453259, 322227.8413528541]","[372723.0409144067, 444366.81379466027, 322227.8413528541]","[358054.0293763452, 407698.99146187556, 322227.8413528541]","[355055.85416787304, 381817.68302207184, 322227.8413528541]","[375756.17162910535, 427334.23297356954, 322227.8413528541]","[367214.8815848062, 413819.4413411363, 322227.8413528541]","[388306.6935985591, 412121.2151092786, 322227.8413528541]","[424231.8687541509, 445665.6764158276, 322227.8413528541]","[391173.56185510056, 419274.42846264184, 322227.8413528541]","[367132.414083695, 424158.482988029, 322227.8413528541]","[379739.61900923296, 413160.18918231264, 322227.8413528541]","[359136.39962586685, 405582.10398463433, 322227.8413528541]","[364433.11617626704, 383452.1452843809, 322227.8413528541]","[409295.03061290126, 471037.9956698068, 322227.8413528541]","[385986.07586937485, 426942.09363201715, 322227.8413528541]","[387524.8431199222, 430430.94195904245, 322227.8413528541]","[340208.1090952477, 367315.6099463956, 322227.8413528541]","[345580.39449781075, 397225.3047779486, 322227.8413528541]","[388175.0272449783, 429922.49590715923, 322227.8413528541]","[349031.6731641765, 384595.46074772056, 322227.8413528541]","[409655.29326357204, 443954.0162094677, 322227.8413528541]","[363583.4377379997, 409250.28488594806, 322227.8413528541]","[386207.92099902174, 406049.01990662364, 322227.8413528541]","[352445.0644178812, 374590.07527021307, 322227.8413528541]","[376042.22488004435, 423350.3981921349, 322227.8413528541]","[380453.64162770356, 426287.7321191017, 322227.8413528541]","[350364.88789669896, 395326.0716003053, 322227.8413528541]","[354134.00401529553, 396327.23724361777, 322227.8413528541]","[357941.23127527506, 407960.64487881144, 322227.8413528541]","[384629.38540033123, 406922.6505140151, 322227.8413528541]","[368160.4824721316, 403153.59768602153, 322227.8413528541]","[354289.05470638507, 405081.1695868406, 322227.8413528541]","[351885.42480994377, 400493.29888447846, 322227.8413528541]","[354407.8015833982, 404922.6494329644, 322227.8413528541]","[362252.39109101007, 397311.2408805246, 322227.8413528541]","[374022.73923234624, 446539.10238753323, 322227.8413528541]","[372595.51358379214, 413208.82559137634, 322227.8413528541]","[372517.66650861653, 420611.8767508131, 322227.8413528541]","[385094.2760500368, 432681.09175388917, 322227.8413528541]","[344368.4442594624, 369276.92886986886, 322227.8413528541]","[377721.9144708839, 393404.94046259124, 322227.8413528541]","[365075.1832251366, 398773.1252063499, 322227.8413528541]","[387803.5084630061, 446221.15975112026, 322227.8413528541]","[377167.01494821766, 429590.94614470704, 322227.8413528541]","[381075.08887453296, 411906.3496380074, 322227.8413528541]"
"[375423.73476219946, 397969.6092568427, 351614.14181822934]","[375987.8329661141, 406590.6732100127, 351614.14181822934]","[452518.6649506951, 479455.57012992114, 351614.14181822934]","[393954.3940427108, 427074.1839996585, 351614.14181822934]","[378707.7311387697, 421141.98948974075, 351614.14181822934]","[387569.2987793825, 420860.7633968024, 351614.14181822934]","[427518.12240520446, 473540.14670459204, 351614.14181822934]","[382409.3766877439, 425833.7686770302, 351614.14181822934]","[399245.2191238258, 430134.4604892278, 351614.14181822934]","[434340.49622931617, 484908.2650811402, 351614.14181822934]","[426235.8513311909, 453901.0478470045, 351614.14181822934]","[382804.81783443905, 428757.5721564535, 351614.14181822934]","[407742.6697913162, 441703.0873954796, 351614.14181822934]","[374268.8531634156, 403685.2572718578, 351614.14181822934]","[382285.29480735736, 413729.76722960727, 351614.14181822934]","[371207.04805654724, 411578.0748394092, 351614.14181822934]","[421250.19230121357, 437534.56384620623, 351614.14181822934]","[440903.0614534675, 486652.48886325024, 351614.14181822934]","[384007.99618511467, 409865.3960171727, 351614.14181822934]","[392570.4766763396, 416993.56983123627, 351614.14181822934]","[405926.4476150809, 428372.7104959358, 351614.14181822934]","[376601.5445022511, 416225.62631607207, 351614.14181822934]","[375154.16194508073, 422410.2000436383, 351614.14181822934]","[406642.3319608027, 438774.89951936784, 351614.14181822934]","[404025.068766159, 457950.17982599896, 351614.14181822934]","[371728.4190500627, 404330.45241241704, 351614.14181822934]","[417754.5102942693, 469656.6000533778, 351614.14181822934]","[380568.39697451267, 404354.1354302544, 351614.14181822934]","[415457.53634186013, 440175.07850276446, 351614.14181822934]","[372962.38480929076, 425285.0100532356, 351614.14181822934]","[419192.5134920152, 454407.1806991148, 351614.14181822934]","[401275.5839025048, 433781.89662231074, 351614.14181822934]","[390622.957926061, 435246.99099604477, 351614.14181822934]","[381661.97061791184, 424413.1049871377, 351614.14181822934]","[388298.36710616364, 434549.65586999495, 351614.14181822934]","[404878.0991885297, 428761.041266486, 351614.14181822934]","[386174.0286361944, 421221.05507439334, 351614.14181822934]","[427405.053890451, 475069.88475111837, 351614.14181822934]","[380487.59176624526, 424922.69689845736, 351614.14181822934]","[386438.7550887923, 416708.29751711525, 351614.14181822934]","[455692.4321449423, 481606.6032417726, 351614.14181822934]","[381427.0039810065, 422031.069886773, 351614.14181822934]","[441794.24904001073, 460631.3814407017, 351614.14181822934]","[391636.0381813122, 432360.9482694334, 351614.14181822934]","[364384.22146914725, 397305.621940919, 351614.14181822934]","[404889.763611948, 431136.8659493293, 351614.14181822934]","[401937.29528445465, 426780.3904222351, 351614.14181822934]","[399546.6125422499, 434435.7072570151, 351614.14181822934]","[402676.7774266073, 414865.7563884497, 351614.14181822934]","[377692.6019553634, 415801.2336216297, 351614.14181822934]"
"[502455.594584585, 498622.742639548, 404374.5181486413]","[435296.35104227276, 466495.5044123512, 404374.5181486413]","[439147.3044061922, 461486.67957078613, 404374.5181486413]","[451523.7113163876, 481908.6580603289, 404374.5181486413]","[454122.63964183733, 468882.32220368605, 404374.5181486413]","[441462.538093863, 461274.72022288194, 404374.5181486413]","[424829.99437587237, 457866.1226565003, 404374.5181486413]","[454698.0685779037, 491330.1871111766, 404374.5181486413]","[460754.821648709, 478770.58878807945, 404374.5181486413]","[480849.88420509803, 485285.21655855497, 404374.5181486413]","[442976.7704451906, 464601.31288917334, 404374.5181486413]","[455128.4970519545, 472425.41106612555, 404374.5181486413]","[431644.5539021211, 462495.98832031083, 404374.5181486413]","[474603.3303277983, 495631.60966487933, 404374.5181486413]","[486950.18804670457, 465646.12378290936, 404374.5181486413]","[457132.9622836721, 471890.13525872584, 404374.5181486413]","[452225.11432974815, 465592.47702062054, 404374.5181486413]","[533191.6371593799, 516866.3905883972, 404374.5181486413]","[467928.3342641007, 470702.0174959011, 404374.5181486413]","[430976.67172840144, 474536.108162223, 404374.5181486413]","[452787.0147010339, 478581.9965768788, 404374.5181486413]","[469273.22328729, 458101.5079746902, 404374.5181486413]","[450726.2645024348, 490585.8588774451, 404374.5181486413]","[482663.34428777854, 461017.3517288005, 404374.5181486413]","[466126.1948472677, 464067.70419943536, 404374.5181486413]","[488432.2792005501, 514101.84203110734, 404374.5181486413]","[461026.7099573503, 473838.69570638915, 404374.5181486413]","[468294.40511329175, 459008.95257962623, 404374.5181486413]","[423876.90068826155, 461667.4357146388, 404374.5181486413]","[456143.9666275385, 458311.57323277, 404374.5181486413]","[438349.87744854763, 461841.2545907516, 404374.5181486413]","[436007.0274675877, 453743.5893293273, 404374.5181486413]","[438578.2150284392, 469548.9058682118, 404374.5181486413]","[491346.4272204641, 470330.5491341504, 404374.5181486413]","[445804.90418491024, 463913.72660074313, 404374.5181486413]","[446523.0436105835, 464683.46890532575, 404374.5181486413]","[419330.8776075673, 444735.9487255768, 404374.5181486413]","[438316.52011948894, 456879.60164824995, 404374.5181486413]","[437964.84995632124, 468661.42209909245, 404374.5181486413]","[446300.9400216043, 473652.7943565706, 404374.5181486413]","[430576.51461916335, 453382.1057728998, 404374.5181486413]","[453516.854533102, 473086.5005584227, 404374.5181486413]","[464424.35793171596, 474058.67152162135, 404374.5181486413]","[426244.61423156597, 457295.23777681275, 404374.5181486413]","[462633.21245764557, 470932.8762478228, 404374.5181486413]","[462167.6065441372, 481457.18627828755, 404374.5181486413]","[442665.15581293957, 465476.44630243623, 404374.5181486413]","[433808.05794769427, 455516.50319964066, 404374.5181486413]","[517658.93918273074, 473279.15063614515, 404374.5181486413]","[433900.3056647209, 467281.22584261023, 404374.5181486413]"
"[473475.7131929089, 500064.49483231857, 438246.4126352901]","[485821.28289833385, 529543.5505779088, 438246.4126352901]","[479999.92356989946, 530246.8450584478, 438246.4126352901]","[491887.69388954487, 551549.7928530604, 438246.4126352901]","[490364.48407919216, 531564.9298000726, 438246.4126352901]","[514855.9970741606, 530723.120304436, 438246.4126352901]","[497170.071572211, 535115.9184115434, 438246.4126352901]","[608882.0787827288, 617815.6499666724, 438246.4126352901]","[510661.44350994687, 544813.3281994627, 438246.4126352901]","[474968.73219509504, 508807.07041588775, 438246.4126352901]","[473288.3785983214, 517089.8823137731, 438246.4126352901]","[529512.9053760474, 560024.5146484448, 438246.4126352901]","[527264.6400033179, 564454.9251491821, 438246.4126352901]","[525521.1233618108, 540488.8328893586, 438246.4126352901]","[479423.66386956867, 514237.83057325124, 438246.4126352901]","[499082.03642603866, 553564.3694816014, 438246.4126352901]","[483669.81115206925, 528921.8977890137, 438246.4126352901]","[510075.0184752325, 552929.826824503, 438246.4126352901]","[526562.8051233074, 567627.9577217941, 438246.4126352901]","[537810.0129774797, 544245.7934437643, 438246.4126352901]","[472556.49529769423, 505531.41234492045, 438246.4126352901]","[510281.73267982964, 539610.1288218126, 438246.4126352901]","[467941.615079637, 508916.5744723473, 438246.4126352901]","[484529.8394191734, 524845.202536941, 438246.4126352901]","[504563.2910687733, 555329.377702805, 438246.4126352901]","[500975.5161873284, 547647.2949181985, 438246.4126352901]","[537091.2282393455, 565112.5501587411, 438246.4126352901]","[467906.87094275036, 512316.5272945084, 438246.4126352901]","[559082.0608261711, 571660.4830131223, 438246.4126352901]","[496636.9814295092, 541666.2976318179, 438246.4126352901]","[473668.7116931045, 517969.74883456033, 438246.4126352901]","[471218.7749876558, 520332.17834269855, 438246.4126352901]","[509374.73482500965, 540392.4198227102, 438246.4126352901]","[460954.62357418943, 497874.80461384216, 438246.4126352901]","[527146.9590353109, 540381.2570266046, 438246.4126352901]","[489424.8654379083, 534878.3931046033, 438246.4126352901]","[503466.5605352308, 560031.4436443244, 438246.4126352901]","[510512.61474108964, 554397.7106075182, 438246.4126352901]","[505284.4948621235, 540520.4194639006, 438246.4126352901]","[484417.709863285, 524924.3069461881, 438246.4126352901]","[479725.0984586103, 552996.3787953383, 438246.4126352901]","[481874.2494549346, 522093.8320180702, 438246.4126352901]","[460993.6384254395, 513135.848780376, 438246.4126352901]","[481618.23437897227, 511585.9140073843, 438246.4126352901]","[460814.4950920847, 514919.3560106513, 438246.4126352901]","[492343.34827330697, 524053.35765265534, 438246.4126352901]","[495783.25603223033, 545462.7837245598, 438246.4126352901]","[485225.1507378677, 516761.59893025947, 438246.4126352901]","[492426.470232598, 520794.39210270037, 438246.4126352901]","[564959.1682830839, 577249.0682462971, 438246.4126352901]"
"[518199.75899369956, 542164.6959094258, 440096.601255798]","[489929.42059245065, 539767.2660632649, 440096.601255798]","[519585.56881630287, 541312.73890621, 440096.601255798]","[465108.61930243444, 507861.8388859143, 440096.601255798]","[462366.49767994165, 499728.4160415176, 440096.601255798]","[475722.9570393102, 505134.2486320613, 440096.601255798]","[512290.0226792513, 533917.2588031581, 440096.601255798]","[473565.4866046558, 504470.62194104027, 440096.601255798]","[480477.80974761985, 508705.1405955565, 440096.601255798]","[472847.04069300636, 500113.4320321082, 440096.601255798]","[480833.3622593699, 512949.6039414308, 440096.601255798]","[519564.8272647882, 549934.6968537059, 440096.601255798]","[490234.5892721109, 516345.57112079964, 440096.601255798]","[462449.0522982997, 503260.2225116045, 440096.601255798]","[509006.38763491163, 522735.1941450417, 440096.601255798]","[530771.5481794861, 557845.1454169092, 440096.601255798]","[471846.21030094574, 508962.9222141864, 440096.601255798]","[466786.4656614469, 506438.5219426057, 440096.601255798]","[498497.56120195694, 526392.4295081007, 440096.601255798]","[492512.0226884682, 539439.6078938848, 440096.601255798]","[493264.2397181427, 515373.78050293686, 440096.601255798]","[493494.1840327931, 520669.18034956517, 440096.601255798]","[473732.3386871448, 506747.3803391793, 440096.601255798]","[491100.54968463036, 530503.4246492723, 440096.601255798]","[478395.4805521393, 512214.73316308216, 440096.601255798]","[468475.731324495, 503525.7090024304, 440096.601255798]","[506967.51240926696, 522348.57744198723, 440096.601255798]","[502436.5684138705, 552099.942905833, 440096.601255798]","[463888.0703605077, 499745.849503327, 440096.601255798]","[515782.86659467936, 524722.7851586014, 440096.601255798]","[491373.05755575775, 525701.9864280772, 440096.601255798]","[464621.01092893985, 500666.6010640624, 440096.601255798]","[461897.80193926144, 494945.1580158019, 440096.601255798]","[486279.67800517177, 509669.25500319473, 440096.601255798]","[467898.9915566363, 509985.56762660213, 440096.601255798]","[494002.35727772577, 518471.4116116249, 440096.601255798]","[491435.90347004135, 532992.146401518, 440096.601255798]","[475798.8881899287, 511278.0552800062, 440096.601255798]","[470761.76400364767, 515577.72860027425, 440096.601255798]","[495263.3373281356, 512089.1651869079, 440096.601255798]","[477657.2167033788, 495191.0085081033, 440096.601255798]","[514583.62742859725, 541752.2820637102, 440096.601255798]","[459128.8767007136, 494298.74198323494, 440096.601255798]","[496686.4322031527, 522473.2548535127, 440096.601255798]","[495984.10094392824, 533021.3664537207, 440096.601255798]","[480560.0217720963, 530363.9300664793, 440096.601255798]","[499674.6407899927, 535571.5640268987, 440096.601255798]","[479779.4717664273, 535352.812915145, 440096.601255798]","[504013.6880326984, 536730.7024293947, 440096.601255798]","[469020.68651996803, 506321.7952327826, 440096.601255798]"
"[563703.5516008473, 595422.1845114798, 523156.45651357406]","[548553.1016960118, 582354.480273434, 523156.45651357406]","[566047.2776797748, 589660.6916733314, 523156.45651357406]","[573790.9224394805, 598608.0625016982, 523156.45651357406]","[574531.9814590836, 610519.2152811901, 523156.45651357406]","[579118.6332230266, 613658.2680017358, 523156.45651357406]","[597609.7942583895, 624353.0168684387, 523156.45651357406]","[566644.7917446379, 603598.7138473795, 523156.45651357406]","[596780.1891008705, 626898.2298052064, 523156.45651357406]","[557703.815615199, 602335.4665719977, 523156.45651357406]","[570829.2522772333, 608440.1854496823, 523156.45651357406]","[553007.191498313, 593596.2271542992, 523156.45651357406]","[561700.2651602312, 600765.6719554537, 523156.45651357406]","[601124.1185879713, 626450.3537010618, 523156.45651357406]","[558572.5579576496, 590273.8611567504, 523156.45651357406]","[556737.4045000861, 597482.5268938142, 523156.45651357406]","[608831.855669698, 622509.78946013, 523156.45651357406]","[620436.4902562806, 660294.9951663478, 523156.45651357406]","[557007.704933186, 591361.7951044174, 523156.45651357406]","[568159.2318891198, 617801.5470806697, 523156.45651357406]","[537809.4111067107, 579841.4474360952, 523156.45651357406]","[572162.4057485596, 616656.0533883628, 523156.45651357406]","[561247.1271991947, 582573.503494542, 523156.45651357406]","[563884.525429887, 592535.5360438754, 523156.45651357406]","[577370.3502648269, 606039.9784054762, 523156.45651357406]","[588833.3172449507, 636783.5820955537, 523156.45651357406]","[548668.9346346243, 592097.09275215, 523156.45651357406]","[556455.4338147821, 592251.6370124238, 523156.45651357406]","[589010.4308489785, 652272.4592575693, 523156.45651357406]","[565928.5314092825, 607710.5811467697, 523156.45651357406]","[556957.580065541, 594110.9940403416, 523156.45651357406]","[581232.2355838, 605379.4298570148, 523156.45651357406]","[541505.5675579637, 574768.9669838629, 523156.45651357406]","[595069.3431110459, 631938.1431999156, 523156.45651357406]","[577920.9301574569, 612936.5315263321, 523156.45651357406]","[550443.5766067517, 584857.925054083, 523156.45651357406]","[576670.5713901168, 606945.8305094364, 523156.45651357406]","[545981.5094120614, 593521.9432801041, 523156.45651357406]","[576992.1061637123, 616214.0949466721, 523156.45651357406]","[595511.9107226529, 621249.4503348668, 523156.45651357406]","[573596.8849103227, 617957.8551110469, 523156.45651357406]","[553660.1277213878, 595595.7856301961, 523156.45651357406]","[583217.9168442942, 621881.7778028009, 523156.45651357406]","[578777.1394936603, 616728.279032268, 523156.45651357406]","[564531.6506410715, 595676.41136806, 523156.45651357406]","[594852.6775295902, 603140.7157893326, 523156.45651357406]","[569216.3382975524, 619617.9150702665, 523156.45651357406]","[577696.3642369383, 611410.7030263275, 523156.45651357406]","[575840.9819657088, 608605.56019582, 523156.45651357406]","[548917.6578650499, 590559.9424579092, 523156.45651357406]"
"[420675.69940973085, 447970.09293451975, 387012.46026570816]","[405611.4376918153, 435983.10834245314, 387012.46026570816]","[418831.68981203367, 447749.79741902015, 387012.46026570816]","[441304.09840663924, 466253.8852798219, 387012.46026570816]","[445096.86826363247, 466915.96454535454, 387012.46026570816]","[471412.41274338163, 491035.54126317904, 387012.46026570816]","[459428.8795892794, 474392.52084640914, 387012.46026570816]","[451494.6930558121, 465941.53167492244, 387012.46026570816]","[420675.02278502035, 452307.5269428753, 387012.46026570816]","[410178.3249683525, 437866.54555218684, 387012.46026570816]","[476439.76263220725, 483943.3123687586, 387012.46026570816]","[442575.9259972902, 472534.4940139147, 387012.46026570816]","[422351.1573798862, 453042.03706920525, 387012.46026570816]","[440485.2045780814, 460537.8202957375, 387012.46026570816]","[414124.4909130904, 446794.09101228626, 387012.46026570816]","[426842.7206400133, 452605.45991731476, 387012.46026570816]","[444209.72149794764, 460160.6548248716, 387012.46026570816]","[414540.7666613249, 451834.81294821, 387012.46026570816]","[429385.669784763, 454342.06160957017, 387012.46026570816]","[478896.8805764063, 486513.95794201246, 387012.46026570816]","[428907.08021013864, 463655.4140363021, 387012.46026570816]","[415924.3194703028, 462134.68650686415, 387012.46026570816]","[451225.2967332259, 462909.78104345856, 387012.46026570816]","[430551.31848407217, 464772.7976417959, 387012.46026570816]","[447283.5635823678, 476951.7873483252, 387012.46026570816]","[512122.5019892986, 528175.9677185301, 387012.46026570816]","[454065.4310545577, 483467.7846800901, 387012.46026570816]","[438488.4113244454, 451422.4982171226, 387012.46026570816]","[428098.1800527552, 456344.2087627889, 387012.46026570816]","[435950.657698403, 466974.39760481974, 387012.46026570816]","[426992.5124637567, 463775.0902411989, 387012.46026570816]","[479499.2324265525, 489673.2229067728, 387012.46026570816]","[430824.6959913463, 447156.08425098594, 387012.46026570816]","[412382.65987244964, 442875.81852773536, 387012.46026570816]","[435699.51030418114, 474547.8511397698, 387012.46026570816]","[417776.48671884317, 447578.5798098341, 387012.46026570816]","[411677.9277342967, 441547.05232271686, 387012.46026570816]","[477740.61737602693, 484859.62127911067, 387012.46026570816]","[467191.46786367806, 486931.2568997014, 387012.46026570816]","[428574.37973387423, 459525.04916535085, 387012.46026570816]","[416097.0525472699, 454441.1907223951, 387012.46026570816]","[446473.54759092815, 462653.93561105913, 387012.46026570816]","[439019.68822934217, 466024.75093454093, 387012.46026570816]","[448130.41414283996, 470331.9927982722, 387012.46026570816]","[423789.53033003845, 452577.3035862208, 387012.46026570816]","[432153.0303197194, 452563.9713071696, 387012.46026570816]","[424117.1443900423, 448044.12717934785, 387012.46026570816]","[438584.56262019055, 462542.54191626486, 387012.46026570816]","[432210.9336994285, 453723.8605269133, 387012.46026570816]","[445453.54954434175, 467424.5603346643, 387012.46026570816]"
