,10,20,50,100,200,500,1000
1,1.0072804849676504,1.0071976931159976,1.0078646271884244,1.0096409864609404,1.0205909878915993,1.014973107967284,
2,1.0064358653570509,1.0062552876790791,1.0061667323071875,1.0064071028945862,1.007326743280741,1.015227471989488,
5,1.0060289293569422,1.0057489223000287,1.0057127900277476,1.00570087219914,1.005802260075301,1.005941795474333,
10,1.0058980527863268,1.0056216243358915,1.0055861089744007,1.0055708131024061,1.0056651926478453,1.0055961170722254,
