,10,20,50,100,200,500,1000
1,1.0135123404909787,1.014042348718209,1.0163206705207863,1.0240175242752712,1.0856215257315434,1.0655670324199467,
2,1.012320120259049,1.012197549134777,1.0119421006677471,1.0124729581665612,1.0160516583646801,1.0637514393354481,
5,1.0110703378294217,1.0114546323295845,1.011054726379244,1.0112744619459504,1.0113262007847033,1.012072988055223,
10,1.0109482358581112,1.0113292481883895,1.0109272761838357,1.01114638885613,1.0111768196916682,1.011168226367164,
