0
"[9462.628837241838, 7979.042725661208, 6132.575594529968]"
"[6667.891463122899, 6243.248695075565, 4670.903927608562]"
"[6659.453318711795, 6401.8724651411785, 4916.589697268226]"
"[6025.8828842984185, 6062.830495800084, 4523.163507709073]"
"[18129.02710146568, 14746.075124555271, 11542.668106697236]"
"[11265.649874650106, 9227.218699550127, 6989.906918997601]"
"[11886.399176191786, 10687.509361302333, 7912.437297696248]"
"[7582.057238940595, 7488.587826616815, 5669.465628007584]"
"[7107.93448849871, 6448.529606209903, 4756.622443884729]"
"[8469.194317988702, 7574.469863566059, 5614.563850369334]"
"[21619.72684463201, 15747.349748743647, 12232.164180229283]"
"[11028.833561650446, 10766.94006750112, 8147.5379147512895]"
"[14074.201172205241, 12260.109262870237, 9410.267411846284]"
"[5872.374932998799, 5387.330360712776, 4123.177362661822]"
"[9519.931046562291, 8596.625451345704, 6571.019481467842]"
"[8443.726630845991, 7635.900203028037, 5776.211707882511]"
"[5252.830800998652, 4910.2404465866475, 3666.0000577333694]"
"[16598.108727796876, 14235.999731059375, 11177.82649448819]"
"[11677.713033476248, 10065.797789745946, 7636.146839605425]"
"[15925.614543828076, 13486.556953025389, 10256.332250380437]"
"[19885.300943222683, 16826.052093954684, 13345.68661846504]"
"[6125.458436778388, 5594.9037125930845, 3997.3197800734047]"
"[10585.545825611756, 10197.748763106189, 7674.0039784025685]"
"[4859.755341104509, 4222.5619231553155, 3077.0828977007304]"
"[8549.966528998271, 8413.579626454217, 6472.949989381826]"
"[13305.94205710514, 11414.530796089148, 8821.934152304331]"
"[6830.646859553182, 6909.594051593944, 5051.632478950214]"
"[7843.854492104938, 6921.724974527549, 5146.090232912106]"
"[10359.056661831753, 9079.303317620892, 6953.550641311566]"
"[8329.052715451526, 8112.241977064516, 6057.471101923544]"
"[8547.99272399277, 8116.662939008211, 6225.870253587733]"
"[9538.613475169288, 9752.619595977623, 7520.706389809477]"
"[10634.121124218082, 10100.074142598583, 7757.517620002845]"
"[12618.455002585124, 11515.259018562701, 8788.087553209478]"
"[14530.305466580325, 12596.068092095367, 9821.82189139497]"
"[20519.375865885388, 17190.537764820292, 13501.67502663073]"
"[12214.806152927456, 10844.863733256354, 8184.69804197875]"
"[11540.119685897293, 11245.772059189032, 8748.355175373312]"
"[9760.668421105633, 9959.018450602849, 7686.8566774153]"
"[11241.889390263568, 10977.958561528481, 8238.440145107306]"
"[10537.680537024766, 9372.073243433448, 7072.415951435504]"
"[18794.54015528711, 17345.220505988098, 13898.324265438167]"
"[8978.99419717425, 8337.987831355222, 6233.550806811416]"
"[14313.644148577592, 12611.815958990901, 9632.809117907696]"
"[13186.772566029666, 11775.459703265178, 9103.332921478202]"
"[14913.399258190135, 13177.785001313332, 10102.055731725835]"
"[13834.454863861538, 12225.997281876453, 9524.06675758377]"
"[13467.670064244081, 11062.468806110826, 8566.171391897646]"
"[12683.116561562698, 11727.923458308067, 9078.480087539616]"
"[10101.743186206018, 9937.504939891991, 7711.4098286333565]"
