,10,20,50,100,200,500,1000
1,5.18859940471862,7.180032328905719,2.078049014660388,1.5501173368242052,,,
2,2.9013187874966033,4.199722517677137,4.024491092665671,1.856167134626132,,,
5,1.9436132455869093,2.303493792207228,3.894011752694632,6.4792811438320035,,,
10,1.7126917203469514,1.824275555301494,2.4830711714722384,3.7466419699982443,,,
