,10,20,50,100,200,500,1000
1,4.964714746477209,7.2713993564313295,2.0554794408808386,1.542624471494562,1.3197620191798625,1.1799013119753647,1.1232236167477745
2,2.5915848928139855,4.086951822853034,4.049854491955616,1.8354005914394598,1.402703844846329,1.2002800116921097,1.1307971309972344
5,1.6037140669674304,2.123691952332137,3.757895235586269,6.362655687722945,2.0041697026633543,1.3228364501647005,1.1760486362462412
10,1.3078818194903685,1.5727947207711468,2.3564218092769456,3.692198657026596,6.362365278319427,1.6803859931248375,1.293204752888823
