0
"[50107.723041487436, 50027.585522577, 49210.07909607968, 1597.218997222132]"
"[51537.16226279858, 51475.89018773467, 50788.61788096257, 1342.8443583665464]"
"[51866.28668104307, 51758.413335123216, 51021.77318450536, 1438.7048387007103]"
"[57000.89200437822, 56866.66685004622, 56234.42745842324, 1236.3650336152846]"
"[56382.62774524329, 56311.580684964414, 55462.27246349111, 1659.5983094004125]"
"[57810.288978044155, 57717.52990000811, 56933.03952525617, 1532.4419590764917]"
"[52133.54035063522, 52042.266838327836, 51358.73473436365, 1334.726970446605]"
"[54808.703708212655, 54722.74614842927, 54008.591765535624, 1395.4102328516901]"
"[59308.30741676687, 59205.677868069455, 58524.215979548295, 1331.4915258849735]"
"[51701.027123842796, 51639.047104638, 50876.17539652299, 1490.417374540161]"
"[54155.5129531287, 54038.99107521631, 53296.16093318046, 1451.3974382911815]"
"[53685.85832808695, 53545.616418310296, 52830.910552483714, 1395.34905324736]"
"[56012.168563782216, 55852.5564588169, 55153.58383183164, 1365.9290991346413]"
"[53812.16765302137, 53699.44646799617, 52987.786696800824, 1390.4944218027345]"
"[57711.4307700168, 57583.20855426925, 56824.166049669875, 1483.0743724403706]"
"[45585.73999479958, 45515.998001668384, 44873.21478280209, 1256.8685830001389]"
"[54558.88334611093, 54428.94390191076, 53746.32632139988, 1333.7496038740198]"
"[47758.24629281135, 47645.70366557807, 46977.00108641365, 1305.6874605752837]"
"[46811.13484687507, 46781.694701098364, 46149.656446018875, 1235.0280999969643]"
"[50743.87511572809, 50678.903129357575, 50012.37911456864, 1302.5791245298249]"
"[53243.30684861686, 53127.65520114964, 52411.89764553109, 1397.0254042696763]"
"[46094.001388064644, 46021.29165803737, 45376.147840512065, 1259.6248277860707]"
"[57935.028294774034, 57802.53499755353, 57102.09414510472, 1368.5740539989533]"
"[49173.1410068137, 49114.72805685475, 48330.00011810003, 1528.3761603459081]"
"[51540.18274701987, 51361.313548463055, 50628.934119867605, 1430.9201626532065]"
"[46926.27194192094, 46830.589661170874, 46180.35725421964, 1270.4096602886145]"
"[49218.83534168049, 49035.46943833323, 48275.140250455355, 1486.9523588456764]"
"[46127.23128151343, 45996.41690240604, 45305.160457314545, 1350.6203388292915]"
"[46022.64642248996, 45938.98753466502, 45307.52758100538, 1233.793982313623]"
"[57719.49379204287, 57667.516803322724, 56932.32249901091, 1436.477963858517]"
"[54086.99657012334, 53947.98217038179, 53168.2648068126, 1523.439731736179]"
"[49399.250128402244, 49261.728801083904, 48504.19812718781, 1479.8639082979212]"
"[48694.07386618643, 48575.12352203764, 47850.02030003361, 1416.7612477719244]"
"[49083.622867674196, 48971.635728454974, 48314.69347950253, 1283.5832087017766]"
"[45243.13904484922, 44999.29039248893, 44290.9332864536, 1384.0414260483872]"
"[53813.44695756019, 53684.36198357643, 52854.63883798863, 1621.1755283604105]"
"[41633.9364976448, 41553.645095065294, 40903.33001506151, 1270.634547236815]"
"[56336.40702775832, 56201.61477683617, 55472.91503971643, 1424.3734879086062]"
"[49412.09652349548, 49283.71484785685, 48650.01534683014, 1238.4372884502122]"
"[56412.99017778433, 56335.135303261806, 55593.15653300197, 1447.8152008005775]"
"[50449.701970817936, 50307.19304572427, 49548.71220494145, 1481.9769514037953]"
"[51078.868933709105, 50964.08573286895, 50303.1858207215, 1291.3159889133008]"
"[55258.873905984816, 55184.04942687208, 54515.82072829164, 1305.635523424308]"
"[49119.81807446743, 48824.04948328116, 48159.97347528079, 1297.077212818435]"
"[50232.20869700055, 50143.46156549704, 49435.845471086555, 1382.499528417137]"
"[48644.332910603945, 48540.20189518161, 47876.499643007155, 1296.7914117674438]"
"[49160.38910252025, 49149.217240948405, 48512.27729198494, 1244.5012095729774]"
"[48887.207356764884, 48722.862584912895, 48062.49335142093, 1290.2791090163664]"
"[51967.76255539863, 51920.21317128966, 51086.11200621807, 1630.0761593725251]"
"[47850.30621677066, 47797.07477223787, 47255.157670504595, 1058.8384190579734]"
