,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.230,1.147,1.078,1.046,1.026,1.012,1.006,1.319,1.183,1.114,1.059,1.031,1.013,1.008
2,1.442,1.335,1.222,1.156,1.109,1.066,1.046,1.537,1.413,1.252,1.175,1.117,1.073,1.048
5,1.637,1.534,1.385,1.287,1.207,1.129,1.091,1.771,1.646,1.430,1.314,1.224,1.137,1.094
10,1.648,1.554,1.377,1.256,1.171,1.096,1.057,1.860,1.713,1.483,1.323,1.228,1.123,1.076
