,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.342,1.235,1.143,1.096,1.065,1.038,1.027,1.447,1.287,1.177,1.109,1.074,1.043,1.030
2,1.590,1.443,1.287,1.200,1.137,1.084,1.059,1.764,1.517,1.320,1.234,1.150,1.091,1.063
5,1.870,1.711,1.482,1.343,1.250,1.154,1.108,2.105,1.867,1.551,1.373,1.266,1.166,1.115
10,1.827,1.717,1.478,1.323,1.210,1.118,1.070,1.995,1.985,1.645,1.431,1.255,1.167,1.088
