,10,20,50,100,200,500,1000,10,20,50,100,200,500,1000
1,1.235,1.146,1.075,1.044,1.025,1.011,1.006,1.358,1.189,1.127,1.064,1.037,1.020,1.014
2,1.315,1.211,1.114,1.069,1.038,1.018,1.010,1.428,1.283,1.168,1.108,1.053,1.025,1.014
5,1.397,1.281,1.159,1.099,1.057,1.026,1.014,1.496,1.336,1.183,1.133,1.079,1.030,1.017
10,1.430,1.297,1.153,1.084,1.046,1.019,1.010,1.517,1.386,1.190,1.099,1.054,1.022,1.011
