,10,20,50,100,200,500,1000
1,1.3133011307978302,1.2767726504398087,1.103101210871566,1.0653216363562743,1.0371914668747997,1.019159463128128,1.0100829832940563
2,1.4807997939727913,1.3412491569178073,1.2203809045853005,1.1559508724752547,1.112485688897994,1.0681290305006277,1.0459645927306405
5,1.5836057396543615,1.278164521237406,1.1927679930009827,1.0758780624905775,1.0373188946571839,1.0132952999794616,1.0064809356425488
10,1.4376726842668663,1.210458988821357,1.1188697385663153,1.049050617177378,1.0222266821606114,1.0078307936641588,1.0038485597082123
