,10,20,50,100,200,500,1000,2000,10000
1,1.554707292426087,1.3691724292932468,1.2175630587973518,1.1432118598969856,1.0983893381302987,1.0608789527444342,1.0415003147306985,1.0294258372592262,1.0129633417525077
2,1.9553538359996465,1.667364781946206,1.395260880232959,1.2562864516689163,1.1744529807349948,1.1058417248431938,1.0725589342007336,1.0516761963519106,1.022650430977012
5,2.243582449266625,2.2644316107132254,1.7571695400007785,1.489480012553185,1.3227539986716863,1.1927979893934306,1.1314225461955132,1.0913427654006698,1.0394966322027206
10,1.9971369520731184,2.2605165341846756,2.2027985470554903,1.7851487060945732,1.5074454735058243,1.2930521579793328,1.1974678440622986,1.1357355368758737,1.057990233383732
