0
"[18263.966493202322, 18097.89961781387, 15909.811732909047, 1757.8964921215497]"
"[19989.739445350187, 20347.460209008448, 17884.0234981116, 1871.1631360613587]"
"[20700.99904850722, 20637.966186763166, 19126.715969388166, 1597.5882044561122]"
"[21677.365269207592, 21316.286647141147, 19263.343627580547, 1872.4575922722718]"
"[19070.61872873579, 19631.94738958979, 17807.381996683518, 1320.4476573837278]"
"[14884.438177723945, 14903.441018207626, 13598.990821003541, 1552.364011129683]"
"[22076.04443022642, 23516.583943926642, 20863.627474573645, 1587.2312216049477]"
"[18364.71447839105, 17735.068849192052, 16246.85218135399, 1458.5251529968536]"
"[20536.400032630765, 20493.75363956999, 18034.704043266447, 1492.6491121845156]"
"[27246.137873912347, 27505.162557496275, 26026.14753757376, 1448.9552032903332]"
"[21448.77631704614, 20717.598219042608, 18817.25253457197, 1880.1969138696659]"
"[18916.251953909505, 18874.628247155328, 17512.10640214049, 1474.952601607257]"
"[18807.755128588342, 18674.346397289315, 16601.976089901465, 1825.383771049533]"
"[15078.61302936508, 15303.14475598027, 13923.137059571352, 1567.5958388680128]"
"[24243.83174360878, 24684.769307274157, 22631.175115294423, 1870.7712533726874]"
"[20826.165725656632, 20782.371773364084, 19742.981387725056, 1144.7632887164984]"
"[21422.732972187132, 21146.974283622814, 19841.518779829225, 1441.5624626164574]"
"[18148.058817454097, 17987.71606726063, 16645.77654967746, 1380.1653222736381]"
"[19819.54312202337, 19545.737645452005, 18359.54711165141, 1248.553531837303]"
"[21965.388617925073, 21355.886687917555, 19169.545703934884, 1891.9592999332044]"
"[17451.88218087362, 17128.391841176737, 15517.077454557431, 1190.1952049653978]"
"[29537.929859809356, 30187.309443701968, 27553.46164271925, 2343.3342462371356]"
"[17769.16562915429, 17917.648754607, 15921.941694704548, 1610.5015644569235]"
"[20715.227225791023, 20515.56646067831, 18485.356948297685, 1550.0071440583067]"
"[25349.541459811036, 25717.529973500656, 22449.006710129303, 1845.072914846994]"
"[19032.586046342472, 19392.84112281629, 17276.613150925332, 1501.8348365869351]"
"[19590.73013155366, 19526.166677638827, 17421.635899127807, 1505.34102121937]"
"[20590.47308277921, 20632.15951758051, 19194.257185431547, 1665.9548972094833]"
"[16728.839016990267, 17426.993237007802, 15441.359949056075, 1990.754092057905]"
"[20489.962035968623, 20829.177200862738, 18715.565180196045, 1813.6234147035448]"
"[21577.92843795806, 21524.92836086283, 19594.597748544264, 1685.2971374759043]"
"[21632.622387463387, 21412.94201670037, 20015.449197701448, 1903.977424599711]"
"[17835.582134135122, 17452.975458563036, 15888.513704312187, 1376.346141353499]"
"[16533.773442475434, 16335.119846671407, 14779.327357908136, 1424.5110736056465]"
"[23253.51243006638, 23477.982889850435, 21506.395216962053, 1554.3424078368548]"
"[18541.920857611465, 18049.190904810734, 16243.749558944279, 1899.7012754441948]"
"[21408.856851548764, 21720.076276277836, 20024.46760272342, 1899.5185194301957]"
"[27098.663171521188, 26796.865441604372, 25012.191503569862, 1955.6827301337908]"
"[17690.94550791853, 17302.487819362796, 15505.40706594021, 1483.2843264858807]"
"[25364.532315297103, 24860.263452441366, 22583.307888100066, 2113.6351906388604]"
"[23223.39966981729, 23637.160072981424, 21837.29467040027, 1757.571166880975]"
"[25982.16805178043, 24959.324984467523, 23417.54272948483, 1617.7065014731959]"
"[25216.354888898157, 24781.94420121169, 21988.281568611666, 2636.738213821371]"
"[20004.9182685129, 20108.973546253495, 18217.285798184846, 1873.2767382278716]"
"[20958.920914236725, 21124.205279367594, 18667.575237712717, 1955.324933960231]"
"[18443.786940779828, 18580.546293269832, 17369.468200526288, 1169.8776403691231]"
"[19176.5968845679, 19027.003450361775, 17292.732764350847, 1548.1653882281012]"
"[30959.075872233152, 29868.656073648, 27506.74191219872, 2336.430247228114]"
"[22176.456397862654, 23027.569158441234, 20752.462265453323, 1697.5370260679838]"
"[16614.934037634324, 16914.839207260076, 15547.742230928845, 1484.9425132180313]"
