0
"[247656.5790717987, 217557.71887518358, 197309.45833718125]"
"[276864.55114064505, 238966.1917522287, 216028.61848093232]"
"[268985.66125661315, 242046.67110162866, 219265.99003523067]"
"[314804.13601177, 268141.99139469175, 243020.70019215564]"
"[291205.0605010828, 246942.39774714658, 223557.5631133021]"
"[262673.6303140712, 226772.36665939112, 205576.93380248564]"
"[279237.5280209178, 249255.01682317918, 225367.38430746712]"
"[260425.98622967617, 232053.87542655945, 209939.47020186088]"
"[302796.12532064714, 248941.31491177436, 225899.78563772023]"
"[331598.5613704749, 279103.7304553171, 254011.03896799553]"
"[294717.0386921762, 257696.83183715862, 234062.19382334783]"
"[267594.94062313956, 237323.63359545663, 215299.9062933778]"
"[317792.1970760178, 267494.88328787254, 243124.8893559257]"
"[307641.5064530218, 266844.52908228285, 242090.38892528383]"
"[220258.88036673272, 185108.3152617592, 166936.91630585067]"
"[253763.91774658905, 228619.88492160576, 207383.4228149735]"
"[287470.1853143702, 241458.46468595634, 218411.75958938996]"
"[235009.28372091884, 210040.41115878374, 190029.77867279146]"
"[256622.5431346248, 217418.42337463776, 197364.65565304057]"
"[309849.9009661395, 250428.3075392946, 226294.77874682937]"
"[246115.14317590097, 218524.11225933643, 196697.95949828127]"
"[324576.35788181, 271759.0086917467, 248529.33461161001]"
"[262318.1518374542, 234005.1659212568, 212203.8304114199]"
"[243019.072558172, 209833.0050784409, 188904.10943919962]"
"[301034.2744089075, 254595.8379640013, 230548.99827120698]"
"[280907.76628448605, 248795.24046756543, 225238.93548607142]"
"[308076.800399219, 259146.4520468067, 235322.40704345473]"
"[341768.57207686646, 285668.084951595, 260305.94278697594]"
"[277246.09934528393, 245580.70514484972, 221963.36419030966]"
"[270026.052315706, 233566.53487003566, 211439.72769681958]"
"[290534.5643850259, 254460.00539748854, 231264.65595367728]"
"[293613.31285338796, 257858.83238537636, 233758.0241193916]"
"[282377.86692496395, 248485.14286674038, 225429.03257954947]"
"[307480.4485299138, 255233.32069816798, 232061.56451175423]"
"[255999.14157550692, 214238.51934746973, 193900.04976539]"
"[342212.8039650712, 304085.63872797374, 277560.98152266134]"
"[226192.59711276356, 197180.09999384324, 177750.27221848312]"
"[300877.0909260533, 247656.34744469306, 225050.29497332138]"
"[257667.6118216693, 229176.3978022406, 207270.04174412013]"
"[241760.09244298167, 209884.63514585534, 189113.57155256788]"
"[237731.973008525, 210350.7447212019, 190191.65731340807]"
"[315387.21807587316, 261076.4169416851, 237087.94805658187]"
"[281547.28879247146, 235123.50618447267, 213223.75584969134]"
"[275142.5933900051, 233117.95771691596, 210759.68087947188]"
"[291861.6842708519, 246371.3460703375, 223004.13288385217]"
"[286480.46093234053, 250028.94065526384, 226559.56929746646]"
"[269305.1809362418, 231156.90828479576, 209235.19918355465]"
"[318926.9148941886, 269847.1722510531, 245920.04544122433]"
"[336813.3679889365, 289330.91271392215, 262835.3759141896]"
"[242762.67808076538, 220960.81076583534, 199189.4755314252]"
