0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
"[338401.76295713556, 310992.28026059637, 296176.64109418204, 9583.313983332791]","[326119.3573871217, 309781.68749370327, 296176.64109418204, 9583.313983332791]","[315977.7617474314, 307843.26402277633, 296176.64109418204, 9583.313983332791]","[319944.89790748624, 314516.62207149615, 296176.64109418204, 9583.313983332791]","[322542.1648449641, 312478.8549860323, 296176.64109418204, 9583.313983332791]","[330631.7022757448, 314074.91268875526, 296176.64109418204, 9583.313983332791]","[344099.71367336984, 311812.71326115483, 296176.64109418204, 9583.313983332791]","[335124.11385524384, 315092.4161237383, 296176.64109418204, 9583.313983332791]","[329992.0406560536, 316297.0986445997, 296176.64109418204, 9583.313983332791]","[314048.0776255381, 307765.57743450935, 296176.64109418204, 9583.313983332791]","[316117.93236212904, 308390.53779931867, 296176.64109418204, 9583.313983332791]","[316931.88055276754, 309481.65120013803, 296176.64109418204, 9583.313983332791]","[315384.955789943, 311756.52643939975, 296176.64109418204, 9583.313983332791]","[323648.20629564347, 314459.7546815046, 296176.64109418204, 9583.313983332791]","[318199.7765936964, 310517.6362643776, 296176.64109418204, 9583.313983332791]","[322184.8569784348, 316007.42701956583, 296176.64109418204, 9583.313983332791]","[315735.0888637796, 308843.6273955162, 296176.64109418204, 9583.313983332791]","[313437.6856410606, 309249.8455913858, 296176.64109418204, 9583.313983332791]","[330650.2029032249, 310617.98893400526, 296176.64109418204, 9583.313983332791]","[320032.19833633373, 312959.2540255258, 296176.64109418204, 9583.313983332791]","[325182.87721464643, 316106.6142833763, 296176.64109418204, 9583.313983332791]","[340976.58386164607, 318003.9681932183, 296176.64109418204, 9583.313983332791]","[315825.3293819113, 310293.4855857245, 296176.64109418204, 9583.313983332791]","[321506.73158750555, 309985.1076644488, 296176.64109418204, 9583.313983332791]","[326152.1207647798, 308774.13987003936, 296176.64109418204, 9583.313983332791]","[317466.9230303332, 311298.13116714015, 296176.64109418204, 9583.313983332791]","[318538.38536611595, 311706.0958940054, 296176.64109418204, 9583.313983332791]","[312459.92345769715, 309372.256079433, 296176.64109418204, 9583.313983332791]","[336439.1847890447, 316058.2948444004, 296176.64109418204, 9583.313983332791]","[316132.06522721174, 310815.8256161466, 296176.64109418204, 9583.313983332791]","[326359.47516681976, 316753.4767884881, 296176.64109418204, 9583.313983332791]","[319067.62652927847, 313165.5073052202, 296176.64109418204, 9583.313983332791]","[316824.6181675565, 310156.92706571077, 296176.64109418204, 9583.313983332791]","[341470.0475372508, 321273.49131023546, 296176.64109418204, 9583.313983332791]","[315174.55597779824, 307502.59265829594, 296176.64109418204, 9583.313983332791]","[315586.883307791, 307391.20764410286, 296176.64109418204, 9583.313983332791]","[327578.0809502027, 313132.71379420883, 296176.64109418204, 9583.313983332791]","[335690.58933669695, 308746.79335382953, 296176.64109418204, 9583.313983332791]","[326347.2377210035, 315453.34737268946, 296176.64109418204, 9583.313983332791]","[387331.86916172935, 329823.47714357363, 296176.64109418204, 9583.313983332791]","[309696.7546050052, 305585.37253531686, 296176.64109418204, 9583.313983332791]","[341175.0832766358, 320012.7560889712, 296176.64109418204, 9583.313983332791]","[335241.1566262624, 321095.5888572944, 296176.64109418204, 9583.313983332791]","[318396.1223740182, 311929.35181564675, 296176.64109418204, 9583.313983332791]","[340204.7733928547, 322371.66733404377, 296176.64109418204, 9583.313983332791]","[321883.69914782693, 309989.9157026234, 296176.64109418204, 9583.313983332791]","[323396.9792284474, 313377.1122122538, 296176.64109418204, 9583.313983332791]","[323407.5481795263, 311653.1452262797, 296176.64109418204, 9583.313983332791]","[324088.7996800771, 311923.98551310063, 296176.64109418204, 9583.313983332791]","[321950.5489174837, 311402.5784550515, 296176.64109418204, 9583.313983332791]"
"[299454.7286299602, 290455.1788893566, 261573.959380011, 8697.775327855114]","[289588.6129479005, 276404.0735421967, 261573.959380011, 8697.775327855114]","[284248.4462837181, 280092.2543953007, 261573.959380011, 8697.775327855114]","[279990.8124140517, 271833.5947656847, 261573.959380011, 8697.775327855114]","[368899.09981057566, 304386.239904564, 261573.959380011, 8697.775327855114]","[275671.88586249144, 272631.91799165506, 261573.959380011, 8697.775327855114]","[319942.0140726743, 288358.51686364034, 261573.959380011, 8697.775327855114]","[286868.0756200011, 282929.7158879107, 261573.959380011, 8697.775327855114]","[292593.51572822256, 278371.8310979554, 261573.959380011, 8697.775327855114]","[283222.8877789498, 275326.4748547163, 261573.959380011, 8697.775327855114]","[276355.09863740887, 270912.8446061159, 261573.959380011, 8697.775327855114]","[312632.575124406, 279538.9875465034, 261573.959380011, 8697.775327855114]","[311082.770190816, 284071.9757062754, 261573.959380011, 8697.775327855114]","[280075.8639607125, 272405.1962219368, 261573.959380011, 8697.775327855114]","[282186.747349309, 276672.9030901421, 261573.959380011, 8697.775327855114]","[296765.7000797284, 282353.0399332746, 261573.959380011, 8697.775327855114]","[288194.155242453, 279797.53237754514, 261573.959380011, 8697.775327855114]","[280943.42634526966, 273371.240199733, 261573.959380011, 8697.775327855114]","[274908.7979290643, 271184.3536048948, 261573.959380011, 8697.775327855114]","[287385.5703986256, 282110.9765295245, 261573.959380011, 8697.775327855114]","[303685.83247084223, 280906.5418372173, 261573.959380011, 8697.775327855114]","[276120.6529128653, 273093.0810318156, 261573.959380011, 8697.775327855114]","[287493.93133122893, 279650.7472619674, 261573.959380011, 8697.775327855114]","[293063.80928099324, 276223.42509037966, 261573.959380011, 8697.775327855114]","[283951.7437476149, 274055.5316963931, 261573.959380011, 8697.775327855114]","[280501.74388857296, 274727.22030316864, 261573.959380011, 8697.775327855114]","[290485.6839574782, 278823.21822571754, 261573.959380011, 8697.775327855114]","[291314.06467694155, 277274.9003296, 261573.959380011, 8697.775327855114]","[281797.3164097132, 270695.6463653685, 261573.959380011, 8697.775327855114]","[282895.45124245615, 275040.52063679707, 261573.959380011, 8697.775327855114]","[278234.91791263025, 271046.51953571965, 261573.959380011, 8697.775327855114]","[322628.9503598572, 302710.4288062679, 261573.959380011, 8697.775327855114]","[279016.86497872905, 271931.33215642825, 261573.959380011, 8697.775327855114]","[281671.237494418, 271811.7430650643, 261573.959380011, 8697.775327855114]","[309699.7035866697, 281958.79898180155, 261573.959380011, 8697.775327855114]","[288454.88847314345, 275422.59076405934, 261573.959380011, 8697.775327855114]","[271968.47427965613, 269882.7515104611, 261573.959380011, 8697.775327855114]","[296624.18120152707, 278787.2799088264, 261573.959380011, 8697.775327855114]","[278229.8642226138, 275118.79322214884, 261573.959380011, 8697.775327855114]","[285572.75616525975, 275869.6692942935, 261573.959380011, 8697.775327855114]","[282454.5299725594, 272533.9653362984, 261573.959380011, 8697.775327855114]","[303308.8976339077, 282521.0526881047, 261573.959380011, 8697.775327855114]","[278211.025698602, 272128.5151972668, 261573.959380011, 8697.775327855114]","[293264.921886822, 285482.2707117273, 261573.959380011, 8697.775327855114]","[279562.9154688317, 271636.6052560449, 261573.959380011, 8697.775327855114]","[283000.9111175914, 276987.3844355609, 261573.959380011, 8697.775327855114]","[280489.6379921102, 274371.22551390145, 261573.959380011, 8697.775327855114]","[278484.68957568397, 269078.7085381874, 261573.959380011, 8697.775327855114]","[308938.8344824646, 281353.1945277797, 261573.959380011, 8697.775327855114]","[283898.93544705026, 277477.210063716, 261573.959380011, 8697.775327855114]"
"[299724.5264014442, 289696.6221253266, 280959.906356747, 6802.717810290991]","[306988.9286049517, 293155.59487820574, 280959.906356747, 6802.717810290991]","[297503.7393174359, 293588.51955531316, 280959.906356747, 6802.717810290991]","[299851.17248565785, 290619.7528890948, 280959.906356747, 6802.717810290991]","[305716.9929484968, 293202.9206445837, 280959.906356747, 6802.717810290991]","[299899.5300867783, 292866.4319077129, 280959.906356747, 6802.717810290991]","[294196.8563175715, 289108.8566163984, 280959.906356747, 6802.717810290991]","[291351.7158958331, 287097.71300201537, 280959.906356747, 6802.717810290991]","[291420.8677203336, 288877.3323191781, 280959.906356747, 6802.717810290991]","[301080.32806293864, 291792.160972647, 280959.906356747, 6802.717810290991]","[305454.16950809537, 297124.9652075212, 280959.906356747, 6802.717810290991]","[294941.425392828, 290242.0930433979, 280959.906356747, 6802.717810290991]","[297447.44562722737, 288876.97866339865, 280959.906356747, 6802.717810290991]","[294358.06778030796, 288193.7238222495, 280959.906356747, 6802.717810290991]","[293631.3922702635, 289636.71802759124, 280959.906356747, 6802.717810290991]","[294222.1586066072, 290131.7450145869, 280959.906356747, 6802.717810290991]","[300476.07446855755, 293561.98615015694, 280959.906356747, 6802.717810290991]","[299014.96658823895, 292538.98362135474, 280959.906356747, 6802.717810290991]","[289290.7371902999, 287070.37087399623, 280959.906356747, 6802.717810290991]","[291692.83542683837, 288403.567551482, 280959.906356747, 6802.717810290991]","[294251.4590026627, 289767.6335056546, 280959.906356747, 6802.717810290991]","[293526.7913125532, 287367.84820617863, 280959.906356747, 6802.717810290991]","[291445.5547157742, 288695.88079525175, 280959.906356747, 6802.717810290991]","[291292.1666658112, 288602.9579931218, 280959.906356747, 6802.717810290991]","[301232.1495700578, 291392.82241437054, 280959.906356747, 6802.717810290991]","[298232.3282238022, 290219.4532188436, 280959.906356747, 6802.717810290991]","[289720.1516251886, 286916.1809378458, 280959.906356747, 6802.717810290991]","[304954.80934170954, 292093.1474670987, 280959.906356747, 6802.717810290991]","[301209.3861585319, 289093.8055932439, 280959.906356747, 6802.717810290991]","[294933.80277629144, 292324.60947285936, 280959.906356747, 6802.717810290991]","[298049.76624772494, 291740.3855850353, 280959.906356747, 6802.717810290991]","[298243.110672145, 292212.4369379165, 280959.906356747, 6802.717810290991]","[304283.48056867707, 298866.35225031606, 280959.906356747, 6802.717810290991]","[291285.71318374824, 288801.1485644755, 280959.906356747, 6802.717810290991]","[299066.703407741, 292176.2649067086, 280959.906356747, 6802.717810290991]","[295644.14932120044, 288738.16233695456, 280959.906356747, 6802.717810290991]","[297349.73771525273, 290959.2846904069, 280959.906356747, 6802.717810290991]","[295370.988773604, 288753.0038936531, 280959.906356747, 6802.717810290991]","[293339.2630251977, 288590.5073970392, 280959.906356747, 6802.717810290991]","[301179.6784144657, 297917.6485739309, 280959.906356747, 6802.717810290991]","[290997.96707905794, 288882.39320098516, 280959.906356747, 6802.717810290991]","[294611.5578418584, 289091.6776812469, 280959.906356747, 6802.717810290991]","[298624.34548034385, 290912.63331501716, 280959.906356747, 6802.717810290991]","[298452.2734631785, 294370.7484879581, 280959.906356747, 6802.717810290991]","[295322.70756700006, 289116.8883784052, 280959.906356747, 6802.717810290991]","[294657.9953743065, 289976.9744828501, 280959.906356747, 6802.717810290991]","[292134.0888161382, 288618.6886841038, 280959.906356747, 6802.717810290991]","[294413.8845921143, 290019.1543756204, 280959.906356747, 6802.717810290991]","[293144.6735346501, 289839.67919195676, 280959.906356747, 6802.717810290991]","[292562.033684087, 289567.8143323493, 280959.906356747, 6802.717810290991]"
"[350703.0793801519, 349428.22651599156, 339136.42988242756, 8731.712602491503]","[356761.698468677, 352313.79638724047, 339136.42988242756, 8731.712602491503]","[353975.39902679075, 352918.63305096887, 339136.42988242756, 8731.712602491503]","[367198.4330960115, 355174.86826028465, 339136.42988242756, 8731.712602491503]","[367978.9587208331, 350898.08691178955, 339136.42988242756, 8731.712602491503]","[392061.4233212465, 359701.29554023437, 339136.42988242756, 8731.712602491503]","[372211.51366820844, 354745.1106641146, 339136.42988242756, 8731.712602491503]","[365759.867478862, 352852.35713635985, 339136.42988242756, 8731.712602491503]","[358277.3725780894, 350787.07726456854, 339136.42988242756, 8731.712602491503]","[366882.80315244594, 351163.09497209714, 339136.42988242756, 8731.712602491503]","[354446.3009045622, 348828.5007941977, 339136.42988242756, 8731.712602491503]","[350466.5855886724, 347213.4300545417, 339136.42988242756, 8731.712602491503]","[361580.5903737173, 353945.8529648802, 339136.42988242756, 8731.712602491503]","[361314.82749100804, 350656.3562587736, 339136.42988242756, 8731.712602491503]","[371895.4374019337, 352756.5792806203, 339136.42988242756, 8731.712602491503]","[354111.79976762994, 348145.05654111615, 339136.42988242756, 8731.712602491503]","[359646.33213258407, 351857.0669691671, 339136.42988242756, 8731.712602491503]","[358980.0169549014, 354286.03020427254, 339136.42988242756, 8731.712602491503]","[358303.2715468956, 351623.2331079738, 339136.42988242756, 8731.712602491503]","[363763.83521704166, 354828.7892634191, 339136.42988242756, 8731.712602491503]","[357649.70034512837, 349731.65062041546, 339136.42988242756, 8731.712602491503]","[358159.5654356046, 352212.9579561285, 339136.42988242756, 8731.712602491503]","[355739.11810311856, 350909.5248340015, 339136.42988242756, 8731.712602491503]","[357402.1758267759, 349291.54655255517, 339136.42988242756, 8731.712602491503]","[379796.091817708, 358365.9049085371, 339136.42988242756, 8731.712602491503]","[356528.7272414111, 349837.71780005103, 339136.42988242756, 8731.712602491503]","[358085.2456952576, 351042.04145954514, 339136.42988242756, 8731.712602491503]","[353318.9065631317, 349655.2765908962, 339136.42988242756, 8731.712602491503]","[357068.6107965697, 350537.2772353673, 339136.42988242756, 8731.712602491503]","[366087.58650639403, 353662.90526506084, 339136.42988242756, 8731.712602491503]","[362132.3570331499, 356422.88790578797, 339136.42988242756, 8731.712602491503]","[354474.8312577949, 350058.1167976515, 339136.42988242756, 8731.712602491503]","[358949.5372411939, 353929.3738000157, 339136.42988242756, 8731.712602491503]","[358370.5555264592, 353121.7586375583, 339136.42988242756, 8731.712602491503]","[362002.5719546789, 355974.8876815285, 339136.42988242756, 8731.712602491503]","[362553.648553914, 350807.8457497799, 339136.42988242756, 8731.712602491503]","[363840.74269375525, 348682.68073094403, 339136.42988242756, 8731.712602491503]","[353671.61511396256, 347152.93888729543, 339136.42988242756, 8731.712602491503]","[364917.1911535473, 351879.36891178484, 339136.42988242756, 8731.712602491503]","[356073.9687046757, 350214.32437413343, 339136.42988242756, 8731.712602491503]","[359488.2500859834, 352516.21105137735, 339136.42988242756, 8731.712602491503]","[351436.81726402394, 347804.4759960721, 339136.42988242756, 8731.712602491503]","[362693.9497402648, 355615.26213671523, 339136.42988242756, 8731.712602491503]","[349235.1399233987, 347160.79464895633, 339136.42988242756, 8731.712602491503]","[354300.8488192083, 350386.8722240877, 339136.42988242756, 8731.712602491503]","[355411.73363662785, 350340.0282830495, 339136.42988242756, 8731.712602491503]","[355903.768018213, 349876.0389283995, 339136.42988242756, 8731.712602491503]","[360374.19667042437, 351536.9159490951, 339136.42988242756, 8731.712602491503]","[366152.25087633834, 353441.50843763404, 339136.42988242756, 8731.712602491503]","[358106.28770993475, 348971.44218945235, 339136.42988242756, 8731.712602491503]"
"[294058.458305461, 289411.50568435184, 279992.49094810494, 7979.204224583613]","[302028.9640389961, 296322.81498068484, 279992.49094810494, 7979.204224583613]","[306824.94226729055, 293877.9704535334, 279992.49094810494, 7979.204224583613]","[307853.794268765, 289784.30534664326, 279992.49094810494, 7979.204224583613]","[301634.2131362093, 295770.8689956178, 279992.49094810494, 7979.204224583613]","[297577.8825888537, 293292.11089638394, 279992.49094810494, 7979.204224583613]","[340537.91314475104, 297471.517345369, 279992.49094810494, 7979.204224583613]","[299073.78797457396, 291574.6489908144, 279992.49094810494, 7979.204224583613]","[317059.7684627494, 292425.0886010367, 279992.49094810494, 7979.204224583613]","[315851.3599960575, 301784.93293592986, 279992.49094810494, 7979.204224583613]","[292288.84819341364, 287986.58615826844, 279992.49094810494, 7979.204224583613]","[297252.43013289483, 291606.76093958045, 279992.49094810494, 7979.204224583613]","[298613.4948735143, 288838.50541029044, 279992.49094810494, 7979.204224583613]","[319322.4135795169, 302396.0335072689, 279992.49094810494, 7979.204224583613]","[295572.70125002624, 290907.9134928875, 279992.49094810494, 7979.204224583613]","[312634.7235133638, 306072.5829943585, 279992.49094810494, 7979.204224583613]","[307809.4805821969, 294533.0425112025, 279992.49094810494, 7979.204224583613]","[298998.45553604246, 293053.3887911615, 279992.49094810494, 7979.204224583613]","[299782.16735388525, 292022.5291498159, 279992.49094810494, 7979.204224583613]","[305333.26233812125, 289757.6365941001, 279992.49094810494, 7979.204224583613]","[297189.8178490264, 294534.6502878007, 279992.49094810494, 7979.204224583613]","[305695.3529112339, 293016.2821500239, 279992.49094810494, 7979.204224583613]","[308699.4755927785, 295796.8960709756, 279992.49094810494, 7979.204224583613]","[297848.9960432557, 291453.40612426377, 279992.49094810494, 7979.204224583613]","[320561.85350212874, 302661.2038693122, 279992.49094810494, 7979.204224583613]","[325456.5525777238, 311695.1800410354, 279992.49094810494, 7979.204224583613]","[307162.1719357248, 290187.5267945154, 279992.49094810494, 7979.204224583613]","[299536.2030323392, 290891.50408440194, 279992.49094810494, 7979.204224583613]","[296292.7328467651, 291363.69329466287, 279992.49094810494, 7979.204224583613]","[294659.12622487097, 290086.79784437915, 279992.49094810494, 7979.204224583613]","[298354.9230288457, 292693.48197469895, 279992.49094810494, 7979.204224583613]","[301221.22304420767, 292447.8944369245, 279992.49094810494, 7979.204224583613]","[293527.5351777116, 289014.2001646936, 279992.49094810494, 7979.204224583613]","[300716.41639200924, 290273.59741483204, 279992.49094810494, 7979.204224583613]","[314515.668142528, 294900.7213017469, 279992.49094810494, 7979.204224583613]","[338669.03425078344, 306859.7501475965, 279992.49094810494, 7979.204224583613]","[314067.2581321581, 290179.33898781275, 279992.49094810494, 7979.204224583613]","[302054.92105005134, 293184.6621599316, 279992.49094810494, 7979.204224583613]","[298992.1898532647, 288112.8560281679, 279992.49094810494, 7979.204224583613]","[311241.65029877296, 295946.6859754402, 279992.49094810494, 7979.204224583613]","[297687.12345964357, 290311.164371461, 279992.49094810494, 7979.204224583613]","[316648.496859991, 295381.45176719956, 279992.49094810494, 7979.204224583613]","[325558.15730356006, 309959.3887431197, 279992.49094810494, 7979.204224583613]","[299084.2754275032, 288408.9145869656, 279992.49094810494, 7979.204224583613]","[315760.2496510382, 300051.3510592204, 279992.49094810494, 7979.204224583613]","[300847.712427471, 293376.19399934664, 279992.49094810494, 7979.204224583613]","[297409.74421830766, 291196.6073519283, 279992.49094810494, 7979.204224583613]","[306320.00319308956, 296659.212787481, 279992.49094810494, 7979.204224583613]","[295009.27423098887, 289435.3424481135, 279992.49094810494, 7979.204224583613]","[308679.9123584144, 291160.07236876665, 279992.49094810494, 7979.204224583613]"
"[323729.9582578759, 312083.34701115184, 284013.1322754967, 7668.194741800735]","[302225.7197668608, 296662.02811973623, 284013.1322754967, 7668.194741800735]","[346842.0636695116, 315451.62169555074, 284013.1322754967, 7668.194741800735]","[300216.26881885267, 293144.40894101956, 284013.1322754967, 7668.194741800735]","[314273.79302033444, 308521.7783433148, 284013.1322754967, 7668.194741800735]","[323136.67692731286, 304786.0615832705, 284013.1322754967, 7668.194741800735]","[310084.8607606539, 300069.2254105745, 284013.1322754967, 7668.194741800735]","[320994.3058896075, 307455.39812954864, 284013.1322754967, 7668.194741800735]","[315239.19438005344, 296468.5290135568, 284013.1322754967, 7668.194741800735]","[303347.9289942454, 298052.01358209737, 284013.1322754967, 7668.194741800735]","[313221.43874335644, 304829.4908553427, 284013.1322754967, 7668.194741800735]","[336176.9681471789, 304760.3556233686, 284013.1322754967, 7668.194741800735]","[297198.33977885375, 292402.570088501, 284013.1322754967, 7668.194741800735]","[331288.73303964944, 311526.3770901199, 284013.1322754967, 7668.194741800735]","[301572.88681004255, 293680.6788605464, 284013.1322754967, 7668.194741800735]","[313721.68369317614, 296964.599357527, 284013.1322754967, 7668.194741800735]","[330008.94621394086, 307336.2863984761, 284013.1322754967, 7668.194741800735]","[313061.2526805344, 301384.66225310887, 284013.1322754967, 7668.194741800735]","[297800.972434485, 291480.1688401903, 284013.1322754967, 7668.194741800735]","[297012.23470806406, 294143.89186966914, 284013.1322754967, 7668.194741800735]","[325894.8431075956, 317928.75142962346, 284013.1322754967, 7668.194741800735]","[299735.73134629964, 294772.453003926, 284013.1322754967, 7668.194741800735]","[306716.5654581391, 293864.50959762646, 284013.1322754967, 7668.194741800735]","[342538.39763765933, 321427.23530352936, 284013.1322754967, 7668.194741800735]","[326787.647129809, 303534.725716719, 284013.1322754967, 7668.194741800735]","[315737.8101872137, 299938.7779674423, 284013.1322754967, 7668.194741800735]","[325118.9938086542, 303341.2793548869, 284013.1322754967, 7668.194741800735]","[314125.0799508814, 298739.38790797227, 284013.1322754967, 7668.194741800735]","[311443.1275432825, 298268.350850933, 284013.1322754967, 7668.194741800735]","[342255.64554714644, 315405.69778109476, 284013.1322754967, 7668.194741800735]","[342325.13684433047, 319335.83637176204, 284013.1322754967, 7668.194741800735]","[306917.25704099826, 295842.1776598484, 284013.1322754967, 7668.194741800735]","[316196.3190932846, 299265.3646109173, 284013.1322754967, 7668.194741800735]","[299360.2432673707, 293358.1462682486, 284013.1322754967, 7668.194741800735]","[336731.32986370224, 319453.69573057827, 284013.1322754967, 7668.194741800735]","[308405.9954041111, 303845.37098386005, 284013.1322754967, 7668.194741800735]","[299085.7391726343, 292569.76020607154, 284013.1322754967, 7668.194741800735]","[329807.1745544141, 313262.94613172027, 284013.1322754967, 7668.194741800735]","[303299.4772745607, 299770.01632836304, 284013.1322754967, 7668.194741800735]","[318966.7838538172, 301498.22808704764, 284013.1322754967, 7668.194741800735]","[309033.19521578273, 300716.25164119346, 284013.1322754967, 7668.194741800735]","[349388.7561962812, 343458.9577030791, 284013.1322754967, 7668.194741800735]","[305857.19971306156, 293877.3224599539, 284013.1322754967, 7668.194741800735]","[352922.6337499811, 304993.5814737066, 284013.1322754967, 7668.194741800735]","[310477.1330689813, 298855.11988646665, 284013.1322754967, 7668.194741800735]","[305297.71672113676, 297550.8915438287, 284013.1322754967, 7668.194741800735]","[315529.6748717512, 303898.0907951569, 284013.1322754967, 7668.194741800735]","[308293.70669136615, 295667.71716323035, 284013.1322754967, 7668.194741800735]","[339334.0997391445, 328136.9216272584, 284013.1322754967, 7668.194741800735]","[336181.5577551873, 306675.8683438351, 284013.1322754967, 7668.194741800735]"
"[339000.86654899927, 323103.6313833154, 308428.77145052893, 8069.093951349852]","[337709.6682910069, 330715.23731447733, 308428.77145052893, 8069.093951349852]","[343733.6077079212, 332980.974822268, 308428.77145052893, 8069.093951349852]","[340632.0575875238, 327904.4372920288, 308428.77145052893, 8069.093951349852]","[334250.3446859206, 328812.4705443019, 308428.77145052893, 8069.093951349852]","[322948.51475922985, 316229.35226709105, 308428.77145052893, 8069.093951349852]","[337871.52495510905, 327490.9466720212, 308428.77145052893, 8069.093951349852]","[335899.4449900677, 327647.1560317987, 308428.77145052893, 8069.093951349852]","[342320.6940180625, 327858.6603830495, 308428.77145052893, 8069.093951349852]","[324941.07432035997, 319209.34785547387, 308428.77145052893, 8069.093951349852]","[333112.69637230923, 323996.99161351833, 308428.77145052893, 8069.093951349852]","[323664.1647961251, 318181.8198000725, 308428.77145052893, 8069.093951349852]","[325824.1258650433, 319287.5643187378, 308428.77145052893, 8069.093951349852]","[334443.2082782036, 325306.38108945976, 308428.77145052893, 8069.093951349852]","[330137.6274006648, 320386.4818913483, 308428.77145052893, 8069.093951349852]","[323461.84130920965, 316907.2576990617, 308428.77145052893, 8069.093951349852]","[327685.8678815991, 319310.31697408605, 308428.77145052893, 8069.093951349852]","[321818.48037216696, 316528.00247913913, 308428.77145052893, 8069.093951349852]","[321192.8858078051, 317393.1904864932, 308428.77145052893, 8069.093951349852]","[323378.4692544147, 318132.27017224056, 308428.77145052893, 8069.093951349852]","[327964.64535976894, 319377.68118570396, 308428.77145052893, 8069.093951349852]","[325198.00871331664, 319160.9146819626, 308428.77145052893, 8069.093951349852]","[327504.7734874886, 319693.76090745156, 308428.77145052893, 8069.093951349852]","[318252.94118125335, 315654.7263382747, 308428.77145052893, 8069.093951349852]","[336210.76101370057, 322961.55183348205, 308428.77145052893, 8069.093951349852]","[333684.479488125, 327513.5356261144, 308428.77145052893, 8069.093951349852]","[343138.5005530099, 330659.4996397445, 308428.77145052893, 8069.093951349852]","[356100.08378834627, 338474.05936723115, 308428.77145052893, 8069.093951349852]","[328790.23937811714, 319931.8443186626, 308428.77145052893, 8069.093951349852]","[331607.9374930333, 322514.4228220576, 308428.77145052893, 8069.093951349852]","[327382.397308484, 322322.5456150129, 308428.77145052893, 8069.093951349852]","[323260.7555340953, 319047.11940872215, 308428.77145052893, 8069.093951349852]","[338875.69696838246, 327650.71400179394, 308428.77145052893, 8069.093951349852]","[321161.31561176205, 318497.91446648596, 308428.77145052893, 8069.093951349852]","[325767.5144562119, 318521.6271346156, 308428.77145052893, 8069.093951349852]","[325734.0043624291, 319432.0792960479, 308428.77145052893, 8069.093951349852]","[334479.0882769534, 325516.31679406133, 308428.77145052893, 8069.093951349852]","[317460.24495854415, 315874.1577563946, 308428.77145052893, 8069.093951349852]","[344995.18821976474, 327047.4452222711, 308428.77145052893, 8069.093951349852]","[342496.86534898, 323665.9853326249, 308428.77145052893, 8069.093951349852]","[323254.00651353487, 319689.72825920506, 308428.77145052893, 8069.093951349852]","[323217.8285082377, 318172.9196927543, 308428.77145052893, 8069.093951349852]","[339192.0155110885, 321562.78500658873, 308428.77145052893, 8069.093951349852]","[339883.29056380346, 322790.49872036395, 308428.77145052893, 8069.093951349852]","[349110.0408451076, 332663.168833276, 308428.77145052893, 8069.093951349852]","[322932.03101815446, 317465.08272012824, 308428.77145052893, 8069.093951349852]","[332781.63824230223, 323013.24101169186, 308428.77145052893, 8069.093951349852]","[318236.2077965517, 316969.13011941314, 308428.77145052893, 8069.093951349852]","[323222.31015013385, 318954.66438310995, 308428.77145052893, 8069.093951349852]","[317851.9713738688, 315398.0502437233, 308428.77145052893, 8069.093951349852]"
