,10,20,50,100,200,500,1000
1,1.1952803674302224,1.1384040252019925,1.070725329261421,,,,
2,1.122392824166219,1.0664864273182586,1.0284759540950628,,,,
5,1.1174789555953526,1.0590527155555902,1.0239489216910806,,,,
10,1.1163877273843783,1.0584162901967697,1.0235443243619686,,,,
